,day,agents,type,type_of_screening_pretty
0,1.0,0.0,Infected,Screening 25%
1,2.0,0.0101,Infected,Screening 25%
2,3.0,0.0151,Infected,Screening 25%
3,4.0,0.0262,Infected,Screening 25%
4,5.0,0.0613,Infected,Screening 25%
5,6.0,0.1086,Infected,Screening 25%
6,7.0,0.1196,Infected,Screening 25%
7,8.0,0.0955,Infected,Screening 25%
8,9.0,0.1076,Infected,Screening 25%
9,10.0,0.1106,Infected,Screening 25%
10,11.0,0.1749,Infected,Screening 25%
11,12.0,0.1829,Infected,Screening 25%
12,13.0,0.2171,Infected,Screening 25%
13,14.0,0.2332,Infected,Screening 25%
14,15.0,0.207,Infected,Screening 25%
15,16.0,0.1869,Infected,Screening 25%
16,17.0,0.2181,Infected,Screening 25%
17,18.0,0.206,Infected,Screening 25%
18,19.0,0.2513,Infected,Screening 25%
19,20.0,0.3106,Infected,Screening 25%
20,21.0,0.3618,Infected,Screening 25%
21,22.0,0.2955,Infected,Screening 25%
22,23.0,0.3045,Infected,Screening 25%
23,24.0,0.3256,Infected,Screening 25%
24,25.0,0.3518,Infected,Screening 25%
25,26.0,0.4342,Infected,Screening 25%
26,27.0,0.5568,Infected,Screening 25%
27,28.0,0.5688,Infected,Screening 25%
28,29.0,0.5075,Infected,Screening 25%
29,30.0,0.4925,Infected,Screening 25%
30,31.0,0.4653,Infected,Screening 25%
31,32.0,0.4613,Infected,Screening 25%
32,33.0,0.4724,Infected,Screening 25%
33,34.0,0.5859,Infected,Screening 25%
34,35.0,0.612,Infected,Screening 25%
35,1.0,0.0,Infected in quarantine,Screening 25%
36,2.0,0.0,Infected in quarantine,Screening 25%
37,3.0,0.005,Infected in quarantine,Screening 25%
38,4.0,0.004,Infected in quarantine,Screening 25%
39,5.0,0.012,Infected in quarantine,Screening 25%
40,6.0,0.01,Infected in quarantine,Screening 25%
41,7.0,0.01,Infected in quarantine,Screening 25%
42,8.0,0.0201,Infected in quarantine,Screening 25%
43,9.0,0.042300000000000004,Infected in quarantine,Screening 25%
44,10.0,0.04819999999999999,Infected in quarantine,Screening 25%
45,11.0,0.0723,Infected in quarantine,Screening 25%
46,12.0,0.1036,Infected in quarantine,Screening 25%
47,13.0,0.10550000000000001,Infected in quarantine,Screening 25%
48,14.0,0.08449999999999999,Infected in quarantine,Screening 25%
49,15.0,0.1629,Infected in quarantine,Screening 25%
50,16.0,0.2112,Infected in quarantine,Screening 25%
51,17.0,0.24930000000000002,Infected in quarantine,Screening 25%
52,18.0,0.29050000000000004,Infected in quarantine,Screening 25%
53,19.0,0.34270000000000006,Infected in quarantine,Screening 25%
54,20.0,0.3648,Infected in quarantine,Screening 25%
55,21.0,0.3468,Infected in quarantine,Screening 25%
56,22.0,0.35890000000000005,Infected in quarantine,Screening 25%
57,23.0,0.3759,Infected in quarantine,Screening 25%
58,24.0,0.4554,Infected in quarantine,Screening 25%
59,25.0,0.5237,Infected in quarantine,Screening 25%
60,26.0,0.5196000000000001,Infected in quarantine,Screening 25%
61,27.0,0.5045000000000001,Infected in quarantine,Screening 25%
62,28.0,0.48450000000000004,Infected in quarantine,Screening 25%
63,29.0,0.5517,Infected in quarantine,Screening 25%
64,30.0,0.5869,Infected in quarantine,Screening 25%
65,31.0,0.6764,Infected in quarantine,Screening 25%
66,32.0,0.7066,Infected in quarantine,Screening 25%
67,33.0,0.791,Infected in quarantine,Screening 25%
68,34.0,0.7458,Infected in quarantine,Screening 25%
69,35.0,0.7708,Infected in quarantine,Screening 25%
70,1.0,0.0,Infected,Screening 50%
71,2.0,0.0,Infected,Screening 50%
72,3.0,0.0181,Infected,Screening 50%
73,4.0,0.0232,Infected,Screening 50%
74,5.0,0.0583,Infected,Screening 50%
75,6.0,0.0814,Infected,Screening 50%
76,7.0,0.1026,Infected,Screening 50%
77,8.0,0.1055,Infected,Screening 50%
78,9.0,0.1086,Infected,Screening 50%
79,10.0,0.1266,Infected,Screening 50%
80,11.0,0.1467,Infected,Screening 50%
81,12.0,0.1407,Infected,Screening 50%
82,13.0,0.194,Infected,Screening 50%
83,14.0,0.2342,Infected,Screening 50%
84,15.0,0.2161,Infected,Screening 50%
85,16.0,0.2352,Infected,Screening 50%
86,17.0,0.2583,Infected,Screening 50%
87,18.0,0.2754,Infected,Screening 50%
88,19.0,0.2211,Infected,Screening 50%
89,20.0,0.3447,Infected,Screening 50%
90,21.0,0.3558,Infected,Screening 50%
91,22.0,0.2764,Infected,Screening 50%
92,23.0,0.2653,Infected,Screening 50%
93,24.0,0.2261,Infected,Screening 50%
94,25.0,0.2332,Infected,Screening 50%
95,26.0,0.1839,Infected,Screening 50%
96,27.0,0.2422,Infected,Screening 50%
97,28.0,0.2553,Infected,Screening 50%
98,29.0,0.206,Infected,Screening 50%
99,30.0,0.197,Infected,Screening 50%
100,31.0,0.2121,Infected,Screening 50%
101,32.0,0.2291,Infected,Screening 50%
102,33.0,0.208,Infected,Screening 50%
103,34.0,0.2905,Infected,Screening 50%
104,35.0,0.3256,Infected,Screening 50%
105,1.0,0.0,Infected in quarantine,Screening 50%
106,2.0,0.0,Infected in quarantine,Screening 50%
107,3.0,0.002,Infected in quarantine,Screening 50%
108,4.0,0.006,Infected in quarantine,Screening 50%
109,5.0,0.0141,Infected in quarantine,Screening 50%
110,6.0,0.0161,Infected in quarantine,Screening 50%
111,7.0,0.0141,Infected in quarantine,Screening 50%
112,8.0,0.04529999999999999,Infected in quarantine,Screening 50%
113,9.0,0.0684,Infected in quarantine,Screening 50%
114,10.0,0.0815,Infected in quarantine,Screening 50%
115,11.0,0.1257,Infected in quarantine,Screening 50%
116,12.0,0.1618,Infected in quarantine,Screening 50%
117,13.0,0.1679,Infected in quarantine,Screening 50%
118,14.0,0.1628,Infected in quarantine,Screening 50%
119,15.0,0.2071,Infected in quarantine,Screening 50%
120,16.0,0.2301,Infected in quarantine,Screening 50%
121,17.0,0.2884,Infected in quarantine,Screening 50%
122,18.0,0.3829,Infected in quarantine,Screening 50%
123,19.0,0.46630000000000005,Infected in quarantine,Screening 50%
124,20.0,0.48340000000000005,Infected in quarantine,Screening 50%
125,21.0,0.49450000000000005,Infected in quarantine,Screening 50%
126,22.0,0.5487,Infected in quarantine,Screening 50%
127,23.0,0.6131,Infected in quarantine,Screening 50%
128,24.0,0.6924,Infected in quarantine,Screening 50%
129,25.0,0.7186,Infected in quarantine,Screening 50%
130,26.0,0.782,Infected in quarantine,Screening 50%
131,27.0,0.7578,Infected in quarantine,Screening 50%
132,28.0,0.7177,Infected in quarantine,Screening 50%
133,29.0,0.7377,Infected in quarantine,Screening 50%
134,30.0,0.7035,Infected in quarantine,Screening 50%
135,31.0,0.7166,Infected in quarantine,Screening 50%
136,32.0,0.7659,Infected in quarantine,Screening 50%
137,33.0,0.789,Infected in quarantine,Screening 50%
138,34.0,0.7236,Infected in quarantine,Screening 50%
139,35.0,0.6714,Infected in quarantine,Screening 50%
140,1.0,0.0,Infected,Screening 100%
141,2.0,0.0081,Infected,Screening 100%
142,3.0,0.0171,Infected,Screening 100%
143,4.0,0.0201,Infected,Screening 100%
144,5.0,0.0432,Infected,Screening 100%
145,6.0,0.0734,Infected,Screening 100%
146,7.0,0.0874,Infected,Screening 100%
147,8.0,0.0553,Infected,Screening 100%
148,9.0,0.0533,Infected,Screening 100%
149,10.0,0.0623,Infected,Screening 100%
150,11.0,0.0643,Infected,Screening 100%
151,12.0,0.0653,Infected,Screening 100%
152,13.0,0.1055,Infected,Screening 100%
153,14.0,0.1317,Infected,Screening 100%
154,15.0,0.0985,Infected,Screening 100%
155,16.0,0.0814,Infected,Screening 100%
156,17.0,0.0864,Infected,Screening 100%
157,18.0,0.0754,Infected,Screening 100%
158,19.0,0.0674,Infected,Screening 100%
159,20.0,0.0905,Infected,Screening 100%
160,21.0,0.1166,Infected,Screening 100%
161,22.0,0.0945,Infected,Screening 100%
162,23.0,0.0895,Infected,Screening 100%
163,24.0,0.0895,Infected,Screening 100%
164,25.0,0.0744,Infected,Screening 100%
165,26.0,0.0563,Infected,Screening 100%
166,27.0,0.1076,Infected,Screening 100%
167,28.0,0.1478,Infected,Screening 100%
168,29.0,0.0955,Infected,Screening 100%
169,30.0,0.0794,Infected,Screening 100%
170,31.0,0.0854,Infected,Screening 100%
171,32.0,0.0643,Infected,Screening 100%
172,33.0,0.0311,Infected,Screening 100%
173,34.0,0.0543,Infected,Screening 100%
174,35.0,0.0975,Infected,Screening 100%
175,1.0,0.0,Infected in quarantine,Screening 100%
176,2.0,0.002,Infected in quarantine,Screening 100%
177,3.0,0.007,Infected in quarantine,Screening 100%
178,4.0,0.0141,Infected in quarantine,Screening 100%
179,5.0,0.0322,Infected in quarantine,Screening 100%
