day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457583	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457583	236	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	[]	0	1
2	123457583	235	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	[]	0	1
3	123457583	232	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	[]	0	1
4	123457583	231	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	[]	0	1
5	123457583	230	4	5	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	[]	0	1
6	123457583	230	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	[]	0	1
7	123457583	230	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	[]	0	1
8	123457583	228	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	1
9	123457583	225	6	7	2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	2
10	123457583	222	9	5	4	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	2
11	123457583	219	10	7	4	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	2
12	123457583	214	11	10	5	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	2
13	123457583	214	8	12	6	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	2
14	123457583	214	8	11	7	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	2
15	123457583	212	7	13	8	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	[]	0	2
16	123457583	210	9	12	9	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	[]	0	2
17	123457583	207	9	15	9	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	[]	0	2
18	123457583	203	11	15	11	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	[]	0	2
19	123457583	203	10	16	11	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	[]	0	2
20	123457583	203	7	18	12	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	[]	0	3
21	123457583	203	5	15	17	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	[]	0	2
22	123457583	199	1	8	12	4	2	5	9	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	[3A]	1	2
23	123457583	199	1	8	12	4	1	5	10	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	[3A]	1	2
24	123457583	199	1	8	12	4	1	3	12	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	[3A]	1	2
25	123457583	199	0	8	13	4	1	3	12	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	[3A]	1	2
26	123457583	199	0	8	13	4	0	4	12	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	[3A]	1	2
27	123457583	199	0	8	13	4	0	4	12	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	[3A]	1	2
28	123457583	199	0	6	15	4	0	3	13	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	[3A]	1	2
29	123457583	199	0	6	15	4	0	3	13	0	0	0	0	0	0	0	0	71	0	0	1	0	0	0	[3A]	1	2
30	123457583	199	0	6	15	4	0	3	13	0	0	0	0	0	0	0	0	71	0	0	1	0	0	0	[3A]	1	2
31	123457583	199	0	0	1	4	0	9	27	0	0	0	0	0	0	0	0	82	0	0	2	0	0	0	[3A 2A]	2	2
32	123457583	199	0	0	1	4	0	7	29	0	0	0	0	0	0	0	0	82	0	0	2	0	0	0	[3A 2A]	2	2
33	123457583	199	0	0	1	4	0	5	31	0	0	0	0	0	0	0	0	82	0	0	2	0	0	0	[3A 2A]	2	2
34	123457583	199	0	0	1	4	0	4	32	0	0	0	0	0	0	0	0	82	0	0	2	0	0	0	[3A 2A]	2	2
35	123457583	199	0	0	1	4	0	3	33	0	0	0	0	0	0	0	0	82	0	0	2	0	0	0	[3A 2A]	2	1
