,day,agents,type,type_of_screening_pretty
0,1.0,0.0,Infected,Without screening
1,2.0,0.7077,Infected,Without screening
2,3.0,1.9259,Infected,Without screening
3,4.0,3.6707,Infected,Without screening
4,5.0,5.984,Infected,Without screening
5,6.0,8.7147,Infected,Without screening
6,7.0,10.5706,Infected,Without screening
7,8.0,11.8258,Infected,Without screening
8,9.0,14.7047,Infected,Without screening
9,10.0,18.6517,Infected,Without screening
10,11.0,22.9169,Infected,Without screening
11,12.0,27.4655,Infected,Without screening
12,13.0,31.6096,Infected,Without screening
13,14.0,32.4685,Infected,Without screening
14,15.0,31.4835,Infected,Without screening
15,16.0,33.021,Infected,Without screening
16,17.0,34.7608,Infected,Without screening
17,18.0,36.6266,Infected,Without screening
18,19.0,38.0601,Infected,Without screening
19,20.0,39.044,Infected,Without screening
20,21.0,37.3834,Infected,Without screening
21,22.0,34.4945,Infected,Without screening
22,23.0,32.4785,Infected,Without screening
23,24.0,31.2863,Infected,Without screening
24,25.0,29.7708,Infected,Without screening
25,26.0,28.6587,Infected,Without screening
26,27.0,27.3153,Infected,Without screening
27,28.0,25.0,Infected,Without screening
28,29.0,22.0681,Infected,Without screening
29,30.0,20.4535,Infected,Without screening
30,31.0,19.1101,Infected,Without screening
31,32.0,18.0531,Infected,Without screening
32,33.0,17.016,Infected,Without screening
33,34.0,16.3033,Infected,Without screening
34,35.0,15.0861,Infected,Without screening
35,1.0,0.0,Infected in quarantine,Without screening
36,2.0,0.006,Infected in quarantine,Without screening
37,3.0,0.026000000000000002,Infected in quarantine,Without screening
38,4.0,0.0841,Infected in quarantine,Without screening
39,5.0,0.2383,Infected in quarantine,Without screening
40,6.0,0.5105,Infected in quarantine,Without screening
41,7.0,0.8239,Infected in quarantine,Without screening
42,8.0,1.1562,Infected in quarantine,Without screening
43,9.0,1.6196000000000002,Infected in quarantine,Without screening
44,10.0,2.2482,Infected in quarantine,Without screening
45,11.0,3.3072999999999997,Infected in quarantine,Without screening
46,12.0,4.8159,Infected in quarantine,Without screening
47,13.0,6.793799999999999,Infected in quarantine,Without screening
48,14.0,8.5946,Infected in quarantine,Without screening
49,15.0,10.016,Infected in quarantine,Without screening
50,16.0,11.3584,Infected in quarantine,Without screening
51,17.0,12.864899999999999,Infected in quarantine,Without screening
52,18.0,14.4214,Infected in quarantine,Without screening
53,19.0,16.2202,Infected in quarantine,Without screening
54,20.0,17.6597,Infected in quarantine,Without screening
55,21.0,18.9399,Infected in quarantine,Without screening
56,22.0,19.595599999999997,Infected in quarantine,Without screening
57,23.0,20.1591,Infected in quarantine,Without screening
58,24.0,20.1642,Infected in quarantine,Without screening
59,25.0,20.3163,Infected in quarantine,Without screening
60,26.0,19.7577,Infected in quarantine,Without screening
61,27.0,19.055,Infected in quarantine,Without screening
62,28.0,18.508499999999998,Infected in quarantine,Without screening
63,29.0,17.8078,Infected in quarantine,Without screening
64,30.0,16.6637,Infected in quarantine,Without screening
65,31.0,15.499500000000001,Infected in quarantine,Without screening
66,32.0,14.0971,Infected in quarantine,Without screening
67,33.0,12.7658,Infected in quarantine,Without screening
68,34.0,11.6547,Infected in quarantine,Without screening
