,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.2081999999999766,Total infected,Without screening
2,3.0,1.6056000000000097,Total infected,Without screening
3,4.0,2.1531999999999982,Total infected,Without screening
4,5.0,2.837900000000019,Total infected,Without screening
5,6.0,3.6705000000000325,Total infected,Without screening
6,7.0,4.267300000000034,Total infected,Without screening
7,8.0,4.728699999999975,Total infected,Without screening
8,9.0,5.478399999999965,Total infected,Without screening
9,10.0,6.411300000000011,Total infected,Without screening
10,11.0,7.470499999999987,Total infected,Without screening
11,12.0,8.605499999999978,Total infected,Without screening
12,13.0,9.7457,Total infected,Without screening
13,14.0,10.637699999999995,Total infected,Without screening
14,15.0,11.210199999999986,Total infected,Without screening
15,16.0,12.066999999999979,Total infected,Without screening
16,17.0,13.025999999999982,Total infected,Without screening
17,18.0,14.046999999999997,Total infected,Without screening
18,19.0,15.147199999999998,Total infected,Without screening
19,20.0,16.35730000000001,Total infected,Without screening
20,21.0,17.194199999999995,Total infected,Without screening
21,22.0,17.844899999999996,Total infected,Without screening
22,23.0,18.646599999999978,Total infected,Without screening
23,24.0,19.53450000000001,Total infected,Without screening
24,25.0,20.61159999999998,Total infected,Without screening
25,26.0,21.73180000000002,Total infected,Without screening
26,27.0,22.860899999999987,Total infected,Without screening
27,28.0,23.67179999999999,Total infected,Without screening
28,29.0,24.23520000000002,Total infected,Without screening
29,30.0,25.020099999999985,Total infected,Without screening
30,31.0,25.976,Total infected,Without screening
31,32.0,26.939900000000023,Total infected,Without screening
32,33.0,27.923900000000003,Total infected,Without screening
33,34.0,29.01599999999999,Total infected,Without screening
34,35.0,29.788700000000006,Total infected,Without screening
35,1.0,1.0,Total infected,Screening 25%
36,2.0,1.1960000000000264,Total infected,Screening 25%
37,3.0,1.5778000000000247,Total infected,Screening 25%
38,4.0,2.095300000000009,Total infected,Screening 25%
39,5.0,2.648200000000031,Total infected,Screening 25%
40,6.0,3.4071000000000424,Total infected,Screening 25%
41,7.0,3.9647999999999968,Total infected,Screening 25%
42,8.0,4.4471999999999525,Total infected,Screening 25%
43,9.0,5.145899999999983,Total infected,Screening 25%
44,10.0,5.869299999999981,Total infected,Screening 25%
45,11.0,6.844300000000004,Total infected,Screening 25%
46,12.0,7.723500000000001,Total infected,Screening 25%
47,13.0,8.502499999999998,Total infected,Screening 25%
48,14.0,9.236100000000022,Total infected,Screening 25%
49,15.0,9.733599999999996,Total infected,Screening 25%
50,16.0,10.401899999999983,Total infected,Screening 25%
51,17.0,11.040199999999999,Total infected,Screening 25%
52,18.0,11.889400000000052,Total infected,Screening 25%
53,19.0,12.618099999999998,Total infected,Screening 25%
54,20.0,13.336700000000036,Total infected,Screening 25%
55,21.0,13.914499999999975,Total infected,Screening 25%
56,22.0,14.301400000000001,Total infected,Screening 25%
57,23.0,14.79899999999995,Total infected,Screening 25%
58,24.0,15.386899999999969,Total infected,Screening 25%
59,25.0,15.995000000000005,Total infected,Screening 25%
60,26.0,16.608000000000004,Total infected,Screening 25%
61,27.0,17.276200000000017,Total infected,Screening 25%
62,28.0,17.648200000000003,Total infected,Screening 25%
63,29.0,17.995000000000005,Total infected,Screening 25%
64,30.0,18.457199999999972,Total infected,Screening 25%
65,31.0,19.020100000000014,Total infected,Screening 25%
66,32.0,19.53759999999997,Total infected,Screening 25%
67,33.0,19.944799999999987,Total infected,Screening 25%
68,34.0,20.391899999999993,Total infected,Screening 25%
69,35.0,20.713599999999957,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.1508000000000038,Total infected,Screening 50%
72,3.0,1.3770000000000095,Total infected,Screening 50%
73,4.0,1.894599999999997,Total infected,Screening 50%
74,5.0,2.4975000000000023,Total infected,Screening 50%
75,6.0,3.140599999999978,Total infected,Screening 50%
76,7.0,3.648200000000031,Total infected,Screening 50%
77,8.0,3.994899999999973,Total infected,Screening 50%
78,9.0,4.517699999999991,Total infected,Screening 50%
79,10.0,5.145700000000005,Total infected,Screening 50%
80,11.0,5.85420000000002,Total infected,Screening 50%
81,12.0,6.46750000000003,Total infected,Screening 50%
82,13.0,7.196000000000026,Total infected,Screening 50%
83,14.0,7.582999999999998,Total infected,Screening 50%
84,15.0,7.934699999999992,Total infected,Screening 50%
85,16.0,8.3065,Total infected,Screening 50%
86,17.0,8.799000000000007,Total infected,Screening 50%
87,18.0,9.341599999999971,Total infected,Screening 50%
88,19.0,9.894499999999994,Total infected,Screening 50%
89,20.0,10.502399999999938,Total infected,Screening 50%
90,21.0,10.83439999999996,Total infected,Screening 50%
91,22.0,11.140699999999981,Total infected,Screening 50%
92,23.0,11.557800000000015,Total infected,Screening 50%
93,24.0,12.070199999999971,Total infected,Screening 50%
94,25.0,12.487400000000008,Total infected,Screening 50%
95,26.0,12.919600000000003,Total infected,Screening 50%
96,27.0,13.296399999999977,Total infected,Screening 50%
97,28.0,13.587799999999959,Total infected,Screening 50%
98,29.0,13.7637,Total infected,Screening 50%
99,30.0,13.974800000000016,Total infected,Screening 50%
100,31.0,14.215899999999976,Total infected,Screening 50%
101,32.0,14.517500000000013,Total infected,Screening 50%
102,33.0,14.748899999999992,Total infected,Screening 50%
103,34.0,14.95980000000003,Total infected,Screening 50%
104,35.0,15.115399999999994,Total infected,Screening 50%
105,1.0,1.0000000000000284,Total infected,Screening 100%
106,2.0,1.2613000000000056,Total infected,Screening 100%
107,3.0,1.6882999999999697,Total infected,Screening 100%
108,4.0,2.1454999999999984,Total infected,Screening 100%
109,5.0,2.7335000000000207,Total infected,Screening 100%
110,6.0,3.3566999999999894,Total infected,Screening 100%
111,7.0,3.743799999999993,Total infected,Screening 100%
112,8.0,4.01509999999999,Total infected,Screening 100%
113,9.0,4.442099999999982,Total infected,Screening 100%
114,10.0,4.939700000000016,Total infected,Screening 100%
115,11.0,5.296500000000009,Total infected,Screening 100%
116,12.0,5.663399999999996,Total infected,Screening 100%
117,13.0,6.195899999999995,Total infected,Screening 100%
118,14.0,6.507499999999993,Total infected,Screening 100%
119,15.0,6.708499999999987,Total infected,Screening 100%
120,16.0,6.985000000000014,Total infected,Screening 100%
121,17.0,7.321599999999961,Total infected,Screening 100%
122,18.0,7.608000000000004,Total infected,Screening 100%
123,19.0,7.929500000000019,Total infected,Screening 100%
124,20.0,8.160699999999963,Total infected,Screening 100%
125,21.0,8.346699999999998,Total infected,Screening 100%
126,22.0,8.492499999999978,Total infected,Screening 100%
127,23.0,8.678399999999982,Total infected,Screening 100%
128,24.0,8.879500000000007,Total infected,Screening 100%
129,25.0,9.030200000000008,Total infected,Screening 100%
130,26.0,9.261299999999949,Total infected,Screening 100%
131,27.0,9.412000000000006,Total infected,Screening 100%
132,28.0,9.537700000000001,Total infected,Screening 100%
133,29.0,9.63809999999998,Total infected,Screening 100%
134,30.0,9.71860000000001,Total infected,Screening 100%
135,31.0,9.814100000000025,Total infected,Screening 100%
136,32.0,9.899500000000018,Total infected,Screening 100%
137,33.0,9.969899999999996,Total infected,Screening 100%
138,34.0,10.070299999999975,Total infected,Screening 100%
139,35.0,10.130599999999987,Total infected,Screening 100%
