day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456856	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123456856	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
2	123456856	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
3	123456856	237	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
4	123456856	236	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
5	123456856	235	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
6	123456856	235	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
7	123456856	235	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
8	123456856	233	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
9	123456856	229	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	2
10	123456856	225	8	6	1	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	2
11	123456856	180	0	0	0	45	6	8	1	0	0	0	0	0	0	0	0	240	0	0	5	0	0	[1B 1D 3B]	3	3
12	123456856	180	0	0	0	45	3	10	2	0	0	0	0	0	0	0	0	240	0	0	5	0	0	[1B 1D 3B]	3	3
13	123456856	180	0	0	0	45	2	9	4	0	0	0	0	0	0	0	0	240	0	0	5	0	0	[1B 1D 3B]	3	3
14	123456856	180	0	0	0	45	2	9	4	0	0	0	0	0	0	0	0	240	0	0	5	0	0	[1B 1D 3B]	3	3
15	123456856	180	0	0	0	45	1	10	4	0	0	0	0	0	0	0	0	240	0	0	5	0	0	[1B 1D 3B]	3	3
16	123456856	180	0	0	0	45	1	10	4	0	0	0	0	0	0	0	0	240	0	0	5	0	0	[1B 1D 3B]	3	3
17	123456856	180	0	0	0	45	1	8	6	0	0	0	0	0	0	0	0	240	0	0	5	0	0	[1B 1D 3B]	3	3
18	123456856	180	0	0	0	45	0	8	7	0	0	0	0	0	0	0	0	330	0	0	5	0	0	[1B 1D 3B]	3	3
19	123456856	180	0	0	0	45	0	7	8	0	0	0	0	0	0	0	0	330	0	0	5	0	0	[1B 1D 3B]	3	3
20	123456856	180	0	0	0	45	0	6	9	0	0	0	0	0	0	0	0	330	0	0	5	0	0	[1B 1D 3B]	3	3
21	123456856	180	0	0	0	45	0	3	12	0	0	0	0	0	0	0	0	330	0	0	5	0	0	[1B 1D 3B]	3	2
22	123456856	180	0	0	0	45	0	3	12	0	0	0	0	0	0	0	0	330	0	0	5	0	0	[1B 1D 3B]	3	2
23	123456856	180	0	0	0	45	0	2	13	0	0	0	0	0	0	0	0	330	0	0	5	0	0	[1B 1D 3B]	3	1
24	123456856	180	0	0	0	45	0	1	14	0	0	0	0	0	0	0	0	330	0	0	5	0	0	[1B 1D 3B]	3	1
25	123456856	225	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	5	0	0	[]	0	0
26	123456856	225	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	5	0	0	[]	0	0
27	123456856	225	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	5	0	0	[]	0	0
28	123456856	225	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	5	0	0	[]	0	0
29	123456856	225	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	5	0	0	[]	0	0
30	123456856	225	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	5	0	0	[]	0	0
31	123456856	225	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	5	0	0	[]	0	0
32	123456856	225	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0	5	0	0	[]	0	0
33	123456856	225	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0	5	0	0	[]	0	0
34	123456856	225	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0	5	0	0	[]	0	0
35	123456856	225	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0	5	0	0	[]	0	0
