,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.005044482758620461,Total infected,0%
2,3.0,0.015486206896551674,Total infected,0%
3,4.0,0.0349941379310347,Total infected,0%
4,5.0,0.06615965517241365,Total infected,0%
5,6.0,0.11037931034482755,Total infected,0%
6,7.0,0.14625103448275864,Total infected,0%
7,8.0,0.17479068965517242,Total infected,0%
8,9.0,0.20986137931034496,Total infected,0%
9,10.0,0.24905655172413807,Total infected,0%
10,11.0,0.2917282758620688,Total infected,0%
11,12.0,0.33623137931034486,Total infected,0%
12,13.0,0.3800710344827586,Total infected,0%
13,14.0,0.4121551724137931,Total infected,0%
14,15.0,0.437136551724138,Total infected,0%
15,16.0,0.45686517241379315,Total infected,0%
16,17.0,0.4723103448275861,Total infected,0%
17,18.0,0.4851837931034482,Total infected,0%
18,19.0,0.4960475862068965,Total infected,0%
19,20.0,0.5050237931034484,Total infected,0%
20,21.0,0.5118299999999999,Total infected,0%
21,22.0,0.5166193103448276,Total infected,0%
22,23.0,0.5217262068965517,Total infected,0%
23,24.0,0.5275589655172415,Total infected,0%
24,25.0,0.5344068965517241,Total infected,0%
25,26.0,0.5422427586206896,Total infected,0%
26,27.0,0.5523044827586207,Total infected,0%
27,28.0,0.5605006896551725,Total infected,0%
28,29.0,0.5676593103448275,Total infected,0%
29,30.0,0.5766089655172415,Total infected,0%
30,31.0,0.5877544827586207,Total infected,0%
31,32.0,0.6001313793103448,Total infected,0%
32,33.0,0.6137586206896553,Total infected,0%
33,34.0,0.6292451724137931,Total infected,0%
34,35.0,0.6408475862068965,Total infected,0%
35,36.0,0.6501765517241379,Total infected,0%
36,37.0,0.6593331034482758,Total infected,0%
37,38.0,0.6687927586206897,Total infected,0%
38,39.0,0.6787365517241379,Total infected,0%
39,40.0,0.6885706896551724,Total infected,0%
40,41.0,0.697823448275862,Total infected,0%
41,42.0,0.7051341379310345,Total infected,0%
42,43.0,0.7112017241379309,Total infected,0%
43,44.0,0.7164472413793104,Total infected,0%
44,45.0,0.7216917241379309,Total infected,0%
45,46.0,0.7273096551724139,Total infected,0%
46,47.0,0.7322093103448275,Total infected,0%
47,48.0,0.7374268965517241,Total infected,0%
48,49.0,0.7416975862068965,Total infected,0%
49,50.0,0.7451179310344828,Total infected,0%
