,trace,day,type
0,0,32,External screening
1,1,17,School screening
2,2,24,School screening
3,3,10,School screening
4,4,17,School screening
5,5,17,School screening
6,6,13,External screening
7,7,10,School screening
8,8,31,School screening
9,9,28,External screening
10,10,10,School screening
11,11,21,External screening
12,12,17,School screening
13,13,3,School screening
14,14,20,External screening
15,15,3,School screening
16,16,10,School screening
17,17,23,External screening
18,18,10,School screening
19,19,10,School screening
20,20,10,School screening
21,21,14,External screening
22,22,11,External screening
23,23,22,External screening
24,24,14,External screening
25,25,17,School screening
26,26,24,School screening
27,27,24,School screening
28,28,10,School screening
29,29,17,External screening
30,30,17,School screening
31,31,17,School screening
32,32,22,External screening
33,33,0,-
34,34,10,School screening
35,35,3,School screening
36,36,19,External screening
37,37,24,School screening
38,38,10,School screening
39,39,12,External screening
40,40,17,School screening
41,41,17,School screening
42,42,31,School screening
43,43,17,School screening
44,44,20,External screening
45,45,9,External screening
46,46,17,School screening
47,47,15,External screening
48,48,24,School screening
49,49,17,School screening
50,50,31,External screening
51,51,10,School screening
52,52,10,School screening
53,53,17,School screening
54,54,19,External screening
55,55,17,School screening
56,56,16,External screening
57,57,14,External screening
58,58,22,External screening
59,59,14,External screening
60,60,19,External screening
61,61,24,School screening
62,62,22,External screening
63,63,10,School screening
64,64,26,External screening
65,65,31,School screening
66,66,10,School screening
67,67,24,School screening
68,68,10,School screening
69,69,17,School screening
70,70,10,School screening
71,71,31,School screening
72,72,3,School screening
73,73,31,School screening
74,74,31,School screening
75,75,12,External screening
76,76,10,School screening
77,77,17,School screening
78,78,17,School screening
79,79,6,External screening
80,80,13,External screening
81,81,17,School screening
82,82,12,External screening
83,83,31,School screening
84,84,19,External screening
85,85,24,School screening
86,86,10,School screening
87,87,11,External screening
88,88,10,School screening
89,89,17,School screening
90,90,9,External screening
91,91,10,School screening
92,92,21,External screening
93,93,15,External screening
94,94,24,School screening
95,95,17,School screening
96,96,31,School screening
97,97,10,School screening
98,98,19,External screening
99,99,17,School screening
100,100,17,School screening
101,101,31,School screening
102,102,23,External screening
103,103,10,School screening
104,104,20,External screening
105,105,10,School screening
106,106,8,External screening
107,107,23,External screening
108,108,17,School screening
109,109,24,School screening
110,110,10,School screening
111,111,17,School screening
112,112,10,School screening
113,113,17,School screening
114,114,24,School screening
115,115,17,School screening
116,116,17,School screening
117,117,11,External screening
118,118,17,School screening
119,119,17,School screening
120,120,15,External screening
121,121,6,External screening
122,122,31,School screening
123,123,9,External screening
124,124,11,External screening
125,125,10,School screening
126,126,16,External screening
127,127,10,School screening
128,128,11,External screening
129,129,34,External screening
130,130,10,School screening
131,131,17,School screening
132,132,0,-
133,133,10,School screening
134,134,17,School screening
135,135,10,School screening
136,136,19,External screening
137,137,21,External screening
138,138,7,External screening
139,139,10,School screening
140,140,24,School screening
141,141,17,School screening
142,142,17,School screening
143,143,10,School screening
144,144,10,School screening
145,145,11,External screening
146,146,16,External screening
147,147,26,External screening
148,148,17,External screening
149,149,12,External screening
150,150,17,School screening
151,151,24,School screening
152,152,26,External screening
153,153,24,School screening
154,154,17,School screening
155,155,17,School screening
156,156,10,School screening
157,157,17,School screening
158,158,17,School screening
159,159,8,External screening
160,160,0,-
161,161,11,External screening
162,162,0,-
163,163,10,School screening
164,164,16,External screening
165,165,6,External screening
166,166,10,School screening
167,167,9,External screening
168,168,24,School screening
169,169,31,School screening
170,170,10,School screening
171,171,8,External screening
172,172,11,External screening
173,173,10,School screening
174,174,35,External screening
175,175,31,School screening
176,176,12,External screening
177,177,10,School screening
178,178,14,External screening
179,179,12,External screening
180,180,17,School screening
181,181,24,School screening
182,182,8,External screening
183,183,10,School screening
184,184,15,External screening
185,185,16,External screening
186,186,3,School screening
187,187,18,External screening
188,188,24,School screening
189,189,31,School screening
190,190,8,External screening
191,191,0,-
192,192,0,-
193,193,16,External screening
194,194,17,School screening
195,195,10,School screening
196,196,12,External screening
197,197,24,School screening
198,198,15,External screening
199,199,15,External screening
