,day,values,values_type,type,type_pretty
0,0.0,0.08820000000002892,slope,Total infected derivative spline,0%
1,1.0,0.18940000000000623,slope,Total infected derivative spline,0%
2,2.0,0.5319999999999823,slope,Total infected derivative spline,0%
3,3.0,1.0551000000000101,slope,Total infected derivative spline,0%
4,4.0,1.7295500000000175,slope,Total infected derivative spline,0%
5,5.0,1.8246500000000196,slope,Total infected derivative spline,0%
6,6.0,1.3306499999999915,slope,Total infected derivative spline,0%
7,7.0,1.6192999999999529,slope,Total infected derivative spline,0%
8,8.0,2.7454500000000053,slope,Total infected derivative spline,0%
9,9.0,3.8246000000000038,slope,Total infected derivative spline,0%
10,10.0,4.560100000000006,slope,Total infected derivative spline,0%
11,11.0,5.299549999999982,slope,Total infected derivative spline,0%
12,12.0,4.940949999999958,slope,Total infected derivative spline,0%
13,13.0,3.559150000000031,slope,Total infected derivative spline,0%
14,14.0,3.638300000000015,slope,Total infected derivative spline,0%
15,15.0,4.882800000000003,slope,Total infected derivative spline,0%
16,16.0,5.6933500000000095,slope,Total infected derivative spline,0%
17,17.0,5.922849999999997,slope,Total infected derivative spline,0%
18,18.0,6.324600000000004,slope,Total infected derivative spline,0%
19,19.0,5.73545,slope,Total infected derivative spline,0%
20,20.0,4.091250000000002,slope,Total infected derivative spline,0%
21,21.0,3.9798499999999706,slope,Total infected derivative spline,0%
22,22.0,5.022999999999996,slope,Total infected derivative spline,0%
23,23.0,5.624350000000021,slope,Total infected derivative spline,0%
24,24.0,5.84675,slope,Total infected derivative spline,0%
25,25.0,5.980950000000007,slope,Total infected derivative spline,0%
26,26.0,5.07504999999999,slope,Total infected derivative spline,0%
27,27.0,3.554149999999993,slope,Total infected derivative spline,0%
28,28.0,3.3237000000000023,slope,Total infected derivative spline,0%
29,29.0,4.033000000000001,slope,Total infected derivative spline,0%
30,30.0,4.358699999999999,slope,Total infected derivative spline,0%
31,31.0,4.26155,slope,Total infected derivative spline,0%
32,32.0,4.205450000000013,slope,Total infected derivative spline,0%
33,33.0,3.7554500000000104,slope,Total infected derivative spline,0%
34,34.0,2.7364499999999907,slope,Total infected derivative spline,0%
35,35.0,2.3707499999999726,slope,Total infected derivative spline,0%
36,36.0,2.746449999999996,slope,Total infected derivative spline,0%
37,37.0,2.963950000000011,slope,Total infected derivative spline,0%
38,38.0,3.0370999999999952,slope,Total infected derivative spline,0%
39,39.0,3.129249999999999,slope,Total infected derivative spline,0%
40,40.0,2.657350000000008,slope,Total infected derivative spline,0%
41,41.0,1.8437500000000142,slope,Total infected derivative spline,0%
42,42.0,1.7805500000000052,slope,Total infected derivative spline,0%
43,43.0,2.1312499999999943,slope,Total infected derivative spline,0%
44,44.0,2.350749999999991,slope,Total infected derivative spline,0%
45,45.0,2.37469999999999,slope,Total infected derivative spline,0%
46,46.0,2.2794999999999987,slope,Total infected derivative spline,0%
47,47.0,1.9178500000000156,slope,Total infected derivative spline,0%
48,48.0,1.325649999999996,slope,Total infected derivative spline,0%
49,49.0,1.2554999999999978,slope,Total infected derivative spline,0%
50,50.0,1.5371000000000095,slope,Total infected derivative spline,0%
51,51.0,1.6593999999999909,slope,Total infected derivative spline,0%
52,52.0,1.6402999999999963,slope,Total infected derivative spline,0%
53,53.0,1.6182000000000016,slope,Total infected derivative spline,0%
54,54.0,1.393700000000024,slope,Total infected derivative spline,0%
55,55.0,1.0009500000000031,slope,Total infected derivative spline,0%
56,56.0,0.9038499999999914,slope,Total infected derivative spline,0%
57,57.0,1.1273000000000053,slope,Total infected derivative spline,0%
58,58.0,1.325649999999996,slope,Total infected derivative spline,0%
59,59.0,1.3646999999999991,slope,Total infected derivative spline,0%
60,60.0,,slope,Total infected derivative spline,0%
61,0.0,,trend,Total infected derivative spline,0%
62,1.0,,trend,Total infected derivative spline,0%
63,2.0,,trend,Total infected derivative spline,0%
64,3.0,0.9642214285714366,trend,Total infected derivative spline,0%
65,4.0,1.182949999999997,trend,Total infected derivative spline,0%
66,5.0,1.548099999999997,trend,Total infected derivative spline,0%
67,6.0,2.0184714285714285,trend,Total infected derivative spline,0%
68,7.0,2.5191857142857135,trend,Total infected derivative spline,0%
69,8.0,3.0291857142857084,trend,Total infected derivative spline,0%
70,9.0,3.474371428571414,trend,Total infected derivative spline,0%
71,10.0,3.7927285714285626,trend,Total infected derivative spline,0%
72,11.0,4.081157142857142,trend,Total infected derivative spline,0%
73,12.0,4.386492857142857,trend,Total infected derivative spline,0%
74,13.0,4.653457142857143,trend,Total infected derivative spline,0%
75,14.0,4.848135714285713,trend,Total infected derivative spline,0%
76,15.0,4.994571428571431,trend,Total infected derivative spline,0%
77,16.0,5.108071428571437,trend,Total infected derivative spline,0%
78,17.0,5.184085714285718,trend,Total infected derivative spline,0%
79,18.0,5.232878571428569,trend,Total infected derivative spline,0%
80,19.0,5.25290714285714,trend,Total infected derivative spline,0%
81,20.0,5.243049999999998,trend,Total infected derivative spline,0%
82,21.0,5.2321785714285705,trend,Total infected derivative spline,0%
83,22.0,5.183085714285713,trend,Total infected derivative spline,0%
84,23.0,5.088742857142854,trend,Total infected derivative spline,0%
85,24.0,5.012014285714283,trend,Total infected derivative spline,0%
86,25.0,4.918278571428573,trend,Total infected derivative spline,0%
87,26.0,4.776850000000001,trend,Total infected derivative spline,0%
88,27.0,4.596042857142856,trend,Total infected derivative spline,0%
89,28.0,4.369585714285713,trend,Total infected derivative spline,0%
90,29.0,4.115942857142857,trend,Total infected derivative spline,0%
91,30.0,3.9274285714285737,trend,Total infected derivative spline,0%
92,31.0,3.810614285714288,trend,Total infected derivative spline,0%
93,32.0,3.674478571428569,trend,Total infected derivative spline,0%
94,33.0,3.4906857142857115,trend,Total infected derivative spline,0%
95,34.0,3.291435714285713,trend,Total infected derivative spline,0%
96,35.0,3.1165142857142842,trend,Total infected derivative spline,0%
97,36.0,2.962771428571425,trend,Total infected derivative spline,0%
98,37.0,2.805899999999996,trend,Total infected derivative spline,0%
99,38.0,2.6783714285714275,trend,Total infected derivative spline,0%
100,39.0,2.5940571428571464,trend,Total infected derivative spline,0%
101,40.0,2.5061714285714323,trend,Total infected derivative spline,0%
102,41.0,2.4185714285714295,trend,Total infected derivative spline,0%
103,42.0,2.3239428571428573,trend,Total infected derivative spline,0%
104,43.0,2.20255,trend,Total infected derivative spline,0%
105,44.0,2.0969071428571437,trend,Total infected derivative spline,0%
106,45.0,2.0228928571428555,trend,Total infected derivative spline,0%
107,46.0,1.9478857142857118,trend,Total infected derivative spline,0%
