day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456980	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	55	0	0	0	0	[]	0	0
1	123456980	224	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	74	55	0	0	0	11	[]	0	0
2	123456980	217	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	74	55	0	0	0	13	[]	0	3
3	123456980	197	30	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	74	55	0	0	0	25	[]	0	4
4	123456980	173	48	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	1	74	55	0	0	0	33	[]	0	6
5	123456980	136	75	21	2	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	1	74	55	0	0	0	43	[]	0	9
6	123456980	130	57	41	6	0	0	0	0	0	0	0	0	0	0	1	0	0	6	1	0	0	1	74	55	0	0	0	49	[]	0	11
7	123456980	124	54	48	7	0	0	0	0	0	0	1	0	0	0	1	0	0	7	1	0	1	1	74	55	0	0	0	55	[]	0	11
8	123456980	81	79	60	12	0	0	0	0	0	0	1	0	0	0	2	0	0	8	2	0	1	2	74	55	0	0	0	60	[]	0	11
9	123456980	44	95	71	22	0	0	0	0	0	0	1	0	0	0	2	0	0	8	2	0	1	2	74	55	0	0	0	67	[]	0	12
10	123456980	27	87	86	30	0	0	0	0	0	0	1	0	0	0	4	0	0	8	4	0	1	4	74	55	0	0	0	67	[]	0	12
11	123456980	15	75	94	45	0	0	0	0	0	0	0	1	0	0	5	0	0	9	5	0	1	5	74	55	0	0	0	69	[]	0	12
12	123456980	9	64	96	59	0	0	0	0	0	0	1	1	0	0	5	0	0	10	5	0	2	5	74	55	0	0	0	69	[]	0	12
13	123456980	9	47	103	68	0	0	0	0	0	0	2	1	0	0	5	0	0	12	5	0	3	5	74	55	0	0	0	69	[]	0	12
14	123456980	9	32	101	83	0	0	0	0	0	0	2	1	0	0	6	1	0	13	7	0	3	7	74	55	0	0	0	69	[]	0	12
15	123456980	3	24	98	99	0	0	0	0	0	0	2	2	0	0	6	1	0	14	7	0	4	7	74	55	0	0	0	70	[]	0	12
