,day,agents,type,type_of_screening_pretty,group
0,0.0,240.0,Susceptible,Without screening,Susceptible
1,1.0,237.5776,Susceptible,Without screening,Susceptible
2,2.0,234.4024,Susceptible,Without screening,Susceptible
3,3.0,230.2172,Susceptible,Without screening,Susceptible
4,4.0,224.4845,Susceptible,Without screening,Susceptible
5,5.0,216.956,Susceptible,Without screening,Susceptible
6,6.0,213.2523,Susceptible,Without screening,Susceptible
7,7.0,209.1391,Susceptible,Without screening,Susceptible
8,8.0,197.3143,Susceptible,Without screening,Susceptible
9,9.0,184.01,Susceptible,Without screening,Susceptible
10,10.0,169.5926,Susceptible,Without screening,Susceptible
11,11.0,154.3994,Susceptible,Without screening,Susceptible
12,12.0,138.0711,Susceptible,Without screening,Susceptible
13,13.0,133.033,Susceptible,Without screening,Susceptible
14,14.0,128.6176,Susceptible,Without screening,Susceptible
15,15.0,111.6877,Susceptible,Without screening,Susceptible
16,16.0,97.1141,Susceptible,Without screening,Susceptible
17,17.0,83.7067,Susceptible,Without screening,Susceptible
18,18.0,71.5576,Susceptible,Without screening,Susceptible
19,19.0,60.971,Susceptible,Without screening,Susceptible
20,20.0,59.8779,Susceptible,Without screening,Susceptible
21,21.0,59.2833,Susceptible,Without screening,Susceptible
22,22.0,51.8428,Susceptible,Without screening,Susceptible
23,23.0,46.2062,Susceptible,Without screening,Susceptible
24,24.0,41.954,Susceptible,Without screening,Susceptible
25,25.0,39.0661,Susceptible,Without screening,Susceptible
26,26.0,37.4755,Susceptible,Without screening,Susceptible
27,27.0,39.8759,Susceptible,Without screening,Susceptible
28,28.0,41.7518,Susceptible,Without screening,Susceptible
29,29.0,40.5195,Susceptible,Without screening,Susceptible
30,30.0,39.6336,Susceptible,Without screening,Susceptible
31,31.0,38.8899,Susceptible,Without screening,Susceptible
32,32.0,38.3894,Susceptible,Without screening,Susceptible
33,33.0,38.001,Susceptible,Without screening,Susceptible
34,34.0,39.1371,Susceptible,Without screening,Susceptible
35,35.0,40.2152,Susceptible,Without screening,Susceptible
36,0.0,0.0,Susceptible in quarantine,Without screening,Susceptible
37,1.0,0.0,Susceptible in quarantine,Without screening,Susceptible
38,2.0,0.1132,Susceptible in quarantine,Without screening,Susceptible
39,3.0,0.4855,Susceptible in quarantine,Without screening,Susceptible
40,4.0,1.1121,Susceptible in quarantine,Without screening,Susceptible
41,5.0,2.3063000000000002,Susceptible in quarantine,Without screening,Susceptible
42,6.0,3.8148,Susceptible in quarantine,Without screening,Susceptible
43,7.0,5.7337,Susceptible in quarantine,Without screening,Susceptible
44,8.0,7.720700000000001,Susceptible in quarantine,Without screening,Susceptible
45,9.0,9.8649,Susceptible in quarantine,Without screening,Susceptible
46,10.0,12.409400000000002,Susceptible in quarantine,Without screening,Susceptible
47,11.0,15.4194,Susceptible in quarantine,Without screening,Susceptible
48,12.0,18.7598,Susceptible in quarantine,Without screening,Susceptible
49,13.0,22.4054,Susceptible in quarantine,Without screening,Susceptible
50,14.0,25.4705,Susceptible in quarantine,Without screening,Susceptible
51,15.0,28.713700000000003,Susceptible in quarantine,Without screening,Susceptible
52,16.0,31.5446,Susceptible in quarantine,Without screening,Susceptible
53,17.0,33.6456,Susceptible in quarantine,Without screening,Susceptible
54,18.0,35.4975,Susceptible in quarantine,Without screening,Susceptible
55,19.0,36.725699999999996,Susceptible in quarantine,Without screening,Susceptible
56,20.0,37.2433,Susceptible in quarantine,Without screening,Susceptible
57,21.0,37.2252,Susceptible in quarantine,Without screening,Susceptible
58,22.0,37.2162,Susceptible in quarantine,Without screening,Susceptible
59,23.0,36.6997,Susceptible in quarantine,Without screening,Susceptible
60,24.0,35.4895,Susceptible in quarantine,Without screening,Susceptible
61,25.0,33.6807,Susceptible in quarantine,Without screening,Susceptible
62,26.0,31.5255,Susceptible in quarantine,Without screening,Susceptible
63,27.0,28.747700000000002,Susceptible in quarantine,Without screening,Susceptible
64,28.0,26.5005,Susceptible in quarantine,Without screening,Susceptible
65,29.0,24.1562,Susceptible in quarantine,Without screening,Susceptible
66,30.0,22.045099999999998,Susceptible in quarantine,Without screening,Susceptible
67,31.0,20.2412,Susceptible in quarantine,Without screening,Susceptible
68,32.0,18.2502,Susceptible in quarantine,Without screening,Susceptible
69,33.0,16.3323,Susceptible in quarantine,Without screening,Susceptible
70,34.0,14.8089,Susceptible in quarantine,Without screening,Susceptible
71,35.0,13.3243,Susceptible in quarantine,Without screening,Susceptible
72,0.0,0.0,Exposed,Without screening,Exposed
73,1.0,2.4224,Exposed,Without screening,Exposed
74,2.0,4.7708,Exposed,Without screening,Exposed
75,3.0,7.2362,Exposed,Without screening,Exposed
76,4.0,10.2513,Exposed,Without screening,Exposed
77,5.0,13.5455,Exposed,Without screening,Exposed
78,6.0,11.7618,Exposed,Without screening,Exposed
79,7.0,10.4895,Exposed,Without screening,Exposed
80,8.0,17.2452,Exposed,Without screening,Exposed
81,9.0,23.1421,Exposed,Without screening,Exposed
82,10.0,27.961,Exposed,Without screening,Exposed
83,11.0,31.6637,Exposed,Without screening,Exposed
84,12.0,34.6316,Exposed,Without screening,Exposed
85,13.0,25.011,Exposed,Without screening,Exposed
86,14.0,18.4585,Exposed,Without screening,Exposed
87,15.0,26.3794,Exposed,Without screening,Exposed
88,16.0,29.7087,Exposed,Without screening,Exposed
89,17.0,31.5385,Exposed,Without screening,Exposed
90,18.0,31.7848,Exposed,Without screening,Exposed
91,19.0,30.8148,Exposed,Without screening,Exposed
92,20.0,21.3634,Exposed,Without screening,Exposed
93,21.0,15.1391,Exposed,Without screening,Exposed
94,22.0,17.6597,Exposed,Without screening,Exposed
95,23.0,18.0811,Exposed,Without screening,Exposed
96,24.0,17.6687,Exposed,Without screening,Exposed
97,25.0,16.7177,Exposed,Without screening,Exposed
