,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.208200000000005,Total infected,Without screening
2,3.0,1.6056000000000097,Total infected,Without screening
3,4.0,2.1521999999999935,Total infected,Without screening
4,5.0,2.834000000000003,Total infected,Without screening
5,6.0,3.667500000000018,Total infected,Without screening
6,7.0,4.26430000000002,Total infected,Without screening
7,8.0,4.723700000000008,Total infected,Without screening
8,9.0,5.4713999999999885,Total infected,Without screening
9,10.0,6.402300000000025,Total infected,Without screening
10,11.0,7.461500000000001,Total infected,Without screening
11,12.0,8.597499999999968,Total infected,Without screening
12,13.0,9.73769999999999,Total infected,Without screening
13,14.0,10.631699999999995,Total infected,Without screening
14,15.0,11.205099999999987,Total infected,Without screening
15,16.0,12.061000000000007,Total infected,Without screening
16,17.0,13.021000000000015,Total infected,Without screening
17,18.0,14.043999999999983,Total infected,Without screening
18,19.0,15.147199999999998,Total infected,Without screening
19,20.0,16.35329999999996,Total infected,Without screening
20,21.0,17.191200000000038,Total infected,Without screening
21,22.0,17.84190000000001,Total infected,Without screening
22,23.0,18.643500000000017,Total infected,Without screening
23,24.0,19.530500000000018,Total infected,Without screening
24,25.0,20.60759999999999,Total infected,Without screening
25,26.0,21.728800000000007,Total infected,Without screening
26,27.0,22.85900000000001,Total infected,Without screening
27,28.0,23.66980000000001,Total infected,Without screening
28,29.0,24.23429999999999,Total infected,Without screening
29,30.0,25.018899999999974,Total infected,Without screening
30,31.0,25.974999999999994,Total infected,Without screening
31,32.0,26.9409,Total infected,Without screening
32,33.0,27.92689999999999,Total infected,Without screening
33,34.0,29.02109999999999,Total infected,Without screening
34,35.0,29.792800000000028,Total infected,Without screening
35,1.0,1.0001000000000317,Total infected,Screening 25%
36,2.0,1.2281999999999869,Total infected,Screening 25%
37,3.0,1.5066000000000201,Total infected,Screening 25%
38,4.0,1.9314999999999714,Total infected,Screening 25%
39,5.0,2.5578000000000145,Total infected,Screening 25%
40,6.0,3.0523000000000025,Total infected,Screening 25%
41,7.0,3.4723999999999933,Total infected,Screening 25%
42,8.0,3.7799999999999727,Total infected,Screening 25%
43,9.0,4.221000000000004,Total infected,Screening 25%
44,10.0,4.709599999999995,Total infected,Screening 25%
45,11.0,5.138699999999972,Total infected,Screening 25%
46,12.0,5.622099999999989,Total infected,Screening 25%
47,13.0,6.045999999999964,Total infected,Screening 25%
48,14.0,6.394900000000007,Total infected,Screening 25%
49,15.0,6.66840000000002,Total infected,Screening 25%
50,16.0,6.966799999999921,Total infected,Screening 25%
51,17.0,7.283299999999997,Total infected,Screening 25%
52,18.0,7.546599999999984,Total infected,Screening 25%
53,19.0,7.774600000000021,Total infected,Screening 25%
54,20.0,8.003000000000043,Total infected,Screening 25%
55,21.0,8.175799999999981,Total infected,Screening 25%
56,22.0,8.345699999999994,Total infected,Screening 25%
57,23.0,8.494500000000016,Total infected,Screening 25%
58,24.0,8.65930000000003,Total infected,Screening 25%
59,25.0,8.850199999999973,Total infected,Screening 25%
60,26.0,8.998899999999992,Total infected,Screening 25%
61,27.0,9.145699999999977,Total infected,Screening 25%
62,28.0,9.25120000000004,Total infected,Screening 25%
63,29.0,9.318400000000025,Total infected,Screening 25%
64,30.0,9.399099999999976,Total infected,Screening 25%
65,31.0,9.48939999999996,Total infected,Screening 25%
66,32.0,9.566799999999972,Total infected,Screening 25%
67,33.0,9.633000000000038,Total infected,Screening 25%
68,34.0,9.71150000000003,Total infected,Screening 25%
69,35.0,9.754700000000014,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.2391000000000076,Total infected,Screening 50%
72,3.0,1.5164000000000044,Total infected,Screening 50%
73,4.0,1.9858000000000118,Total infected,Screening 50%
74,5.0,2.401999999999987,Total infected,Screening 50%
75,6.0,2.869499999999988,Total infected,Screening 50%
76,7.0,3.2280000000000086,Total infected,Screening 50%
77,8.0,3.450199999999967,Total infected,Screening 50%
78,9.0,3.751800000000003,Total infected,Screening 50%
79,10.0,4.141799999999989,Total infected,Screening 50%
80,11.0,4.464399999999955,Total infected,Screening 50%
81,12.0,4.724599999999953,Total infected,Screening 50%
82,13.0,4.988999999999976,Total infected,Screening 50%
83,14.0,5.180699999999973,Total infected,Screening 50%
84,15.0,5.305599999999998,Total infected,Screening 50%
85,16.0,5.409999999999997,Total infected,Screening 50%
86,17.0,5.55359999999996,Total infected,Screening 50%
87,18.0,5.678399999999954,Total infected,Screening 50%
88,19.0,5.798899999999975,Total infected,Screening 50%
89,20.0,5.91549999999998,Total infected,Screening 50%
90,21.0,5.974900000000019,Total infected,Screening 50%
91,22.0,6.032199999999989,Total infected,Screening 50%
92,23.0,6.100600000000043,Total infected,Screening 50%
93,24.0,6.1556999999999675,Total infected,Screening 50%
94,25.0,6.2009000000000185,Total infected,Screening 50%
95,26.0,6.240200000000016,Total infected,Screening 50%
96,27.0,6.2834,Total infected,Screening 50%
97,28.0,6.309600000000046,Total infected,Screening 50%
98,29.0,6.3256999999999834,Total infected,Screening 50%
99,30.0,6.353800000000007,Total infected,Screening 50%
100,31.0,6.374799999999993,Total infected,Screening 50%
101,32.0,6.386899999999997,Total infected,Screening 50%
102,33.0,6.397999999999996,Total infected,Screening 50%
103,34.0,6.4080000000000155,Total infected,Screening 50%
104,35.0,6.418999999999983,Total infected,Screening 50%
105,1.0,1.0000000000000284,Total infected,Screening 100%
106,2.0,1.2009999999999934,Total infected,Screening 100%
107,3.0,1.4581999999999766,Total infected,Screening 100%
108,4.0,1.7528999999999826,Total infected,Screening 100%
109,5.0,1.9992000000000019,Total infected,Screening 100%
110,6.0,2.21520000000001,Total infected,Screening 100%
111,7.0,2.341700000000003,Total infected,Screening 100%
112,8.0,2.476400000000041,Total infected,Screening 100%
113,9.0,2.57589999999999,Total infected,Screening 100%
114,10.0,2.6462000000000216,Total infected,Screening 100%
115,11.0,2.7367000000000132,Total infected,Screening 100%
116,12.0,2.7939999999999827,Total infected,Screening 100%
117,13.0,2.8432999999999993,Total infected,Screening 100%
118,14.0,2.8855000000000075,Total infected,Screening 100%
119,15.0,2.9055000000000177,Total infected,Screening 100%
120,16.0,2.925499999999971,Total infected,Screening 100%
121,17.0,2.939599999999956,Total infected,Screening 100%
122,18.0,2.9568999999999903,Total infected,Screening 100%
123,19.0,2.968900000000019,Total infected,Screening 100%
124,20.0,2.9819999999999993,Total infected,Screening 100%
125,21.0,2.9840000000000373,Total infected,Screening 100%
126,22.0,2.9931000000000267,Total infected,Screening 100%
127,23.0,2.9990999999999985,Total infected,Screening 100%
128,24.0,3.0041000000000224,Total infected,Screening 100%
129,25.0,3.008100000000013,Total infected,Screening 100%
130,26.0,3.011099999999999,Total infected,Screening 100%
131,27.0,3.0150999999999897,Total infected,Screening 100%
132,28.0,3.016099999999966,Total infected,Screening 100%
133,29.0,3.017099999999971,Total infected,Screening 100%
134,30.0,3.0190999999999804,Total infected,Screening 100%
135,31.0,3.0190999999999804,Total infected,Screening 100%
136,32.0,3.0201000000000136,Total infected,Screening 100%
137,33.0,3.0211000000000183,Total infected,Screening 100%
138,34.0,3.0220999999999947,Total infected,Screening 100%
139,35.0,3.0220999999999947,Total infected,Screening 100%
