,day,agents,type,type_of_screening_pretty
0,1.0,0.9296,Infected,Screening 25%
1,2.0,0.9065,Infected,Screening 25%
2,3.0,0.9709,Infected,Screening 25%
3,4.0,1.0523,Infected,Screening 25%
4,5.0,1.1417,Infected,Screening 25%
5,6.0,1.3347,Infected,Screening 25%
6,7.0,1.5085,Infected,Screening 25%
7,8.0,1.2774,Infected,Screening 25%
8,9.0,1.1638,Infected,Screening 25%
9,10.0,1.0523,Infected,Screening 25%
10,11.0,0.9206,Infected,Screening 25%
11,12.0,0.8281,Infected,Screening 25%
12,13.0,0.9839,Infected,Screening 25%
13,14.0,1.0754,Infected,Screening 25%
14,15.0,0.8473,Infected,Screening 25%
15,16.0,0.7417,Infected,Screening 25%
16,17.0,0.6352,Infected,Screening 25%
17,18.0,0.5176,Infected,Screening 25%
18,19.0,0.4281,Infected,Screening 25%
19,20.0,0.5015,Infected,Screening 25%
20,21.0,0.5106,Infected,Screening 25%
21,22.0,0.4312,Infected,Screening 25%
22,23.0,0.3678,Infected,Screening 25%
23,24.0,0.3246,Infected,Screening 25%
24,25.0,0.3176,Infected,Screening 25%
25,26.0,0.2683,Infected,Screening 25%
26,27.0,0.3025,Infected,Screening 25%
27,28.0,0.3196,Infected,Screening 25%
28,29.0,0.2704,Infected,Screening 25%
29,30.0,0.2422,Infected,Screening 25%
30,31.0,0.209,Infected,Screening 25%
31,32.0,0.1538,Infected,Screening 25%
32,33.0,0.1447,Infected,Screening 25%
33,34.0,0.1688,Infected,Screening 25%
34,35.0,0.1558,Infected,Screening 25%
35,1.0,0.0704,Infected in quarantine,Screening 25%
36,2.0,0.1457,Infected in quarantine,Screening 25%
37,3.0,0.2392,Infected in quarantine,Screening 25%
38,4.0,0.4171,Infected in quarantine,Screening 25%
39,5.0,0.7297,Infected in quarantine,Screening 25%
40,6.0,0.7176,Infected in quarantine,Screening 25%
41,7.0,0.7437,Infected in quarantine,Screening 25%
42,8.0,0.9859,Infected in quarantine,Screening 25%
43,9.0,1.2392,Infected in quarantine,Screening 25%
44,10.0,1.5327,Infected in quarantine,Screening 25%
45,11.0,1.6915,Infected in quarantine,Screening 25%
46,12.0,1.8944999999999999,Infected in quarantine,Screening 25%
47,13.0,1.8603,Infected in quarantine,Screening 25%
48,14.0,1.7648000000000001,Infected in quarantine,Screening 25%
49,15.0,1.8493,Infected in quarantine,Screening 25%
50,16.0,1.9296,Infected in quarantine,Screening 25%
51,17.0,1.9487999999999999,Infected in quarantine,Screening 25%
52,18.0,1.9236,Infected in quarantine,Screening 25%
53,19.0,1.8141,Infected in quarantine,Screening 25%
54,20.0,1.6562999999999999,Infected in quarantine,Screening 25%
55,21.0,1.5206,Infected in quarantine,Screening 25%
56,22.0,1.3880000000000001,Infected in quarantine,Screening 25%
57,23.0,1.2905,Infected in quarantine,Screening 25%
58,24.0,1.1518,Infected in quarantine,Screening 25%
59,25.0,1.0794,Infected in quarantine,Screening 25%
60,26.0,0.9769000000000001,Infected in quarantine,Screening 25%
61,27.0,0.9317,Infected in quarantine,Screening 25%
62,28.0,0.8482000000000001,Infected in quarantine,Screening 25%
63,29.0,0.7808,Infected in quarantine,Screening 25%
64,30.0,0.7026,Infected in quarantine,Screening 25%
65,31.0,0.6472,Infected in quarantine,Screening 25%
66,32.0,0.611,Infected in quarantine,Screening 25%
67,33.0,0.5528,Infected in quarantine,Screening 25%
68,34.0,0.5055000000000001,Infected in quarantine,Screening 25%
69,35.0,0.45630000000000004,Infected in quarantine,Screening 25%
70,1.0,0.8945,Infected,Screening 50%
71,2.0,0.8995,Infected,Screening 50%
72,3.0,0.8653,Infected,Screening 50%
73,4.0,0.8673,Infected,Screening 50%
74,5.0,0.7297,Infected,Screening 50%
75,6.0,0.9035,Infected,Screening 50%
76,7.0,0.9568,Infected,Screening 50%
77,8.0,0.7086,Infected,Screening 50%
78,9.0,0.5347,Infected,Screening 50%
79,10.0,0.4493,Infected,Screening 50%
80,11.0,0.3668,Infected,Screening 50%
81,12.0,0.2312,Infected,Screening 50%
82,13.0,0.3226,Infected,Screening 50%
83,14.0,0.3548,Infected,Screening 50%
84,15.0,0.2804,Infected,Screening 50%
85,16.0,0.2292,Infected,Screening 50%
86,17.0,0.2091,Infected,Screening 50%
87,18.0,0.193,Infected,Screening 50%
88,19.0,0.1136,Infected,Screening 50%
89,20.0,0.1357,Infected,Screening 50%
90,21.0,0.1337,Infected,Screening 50%
91,22.0,0.1146,Infected,Screening 50%
92,23.0,0.0834,Infected,Screening 50%
93,24.0,0.0633,Infected,Screening 50%
94,25.0,0.0623,Infected,Screening 50%
95,26.0,0.0483,Infected,Screening 50%
96,27.0,0.0593,Infected,Screening 50%
97,28.0,0.0663,Infected,Screening 50%
98,29.0,0.0412,Infected,Screening 50%
