,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.00046291666666675724,Total infected,0%
2,3.0,0.0015154166666666432,Total infected,0%
3,4.0,0.002988333333333415,Total infected,0%
4,5.0,0.005513333333333274,Total infected,0%
5,6.0,0.010227083333333315,Total infected,0%
6,7.0,0.013888750000000035,Total infected,0%
7,8.0,0.016287500000000083,Total infected,0%
8,9.0,0.020370416666666693,Total infected,0%
9,10.0,0.02706250000000002,Total infected,0%
10,11.0,0.03560583333333334,Total infected,0%
11,12.0,0.04667541666666655,Total infected,0%
12,13.0,0.06254208333333343,Total infected,0%
13,14.0,0.07281125000000005,Total infected,0%
14,15.0,0.08135541666666661,Total infected,0%
15,16.0,0.09036208333333337,Total infected,0%
16,17.0,0.10202000000000003,Total infected,0%
17,18.0,0.11452000000000002,Total infected,0%
18,19.0,0.13160791666666657,Total infected,0%
19,20.0,0.15075749999999993,Total infected,0%
20,21.0,0.16367833333333348,Total infected,0%
21,22.0,0.17428500000000008,Total infected,0%
22,23.0,0.18539583333333348,Total infected,0%
23,24.0,0.19877958333333332,Total infected,0%
24,25.0,0.21346833333333326,Total infected,0%
25,26.0,0.2306825000000001,Total infected,0%
26,27.0,0.2505474999999999,Total infected,0%
27,28.0,0.2632574999999999,Total infected,0%
28,29.0,0.2739483333333331,Total infected,0%
29,30.0,0.28598499999999993,Total infected,0%
30,31.0,0.2970962500000001,Total infected,0%
31,32.0,0.3106483333333333,Total infected,0%
32,33.0,0.3249583333333335,Total infected,0%
33,34.0,0.3417087500000002,Total infected,0%
34,35.0,0.3534091666666667,Total infected,0%
35,36.0,0.3614054166666668,Total infected,0%
36,37.0,0.3706229166666668,Total infected,0%
37,38.0,0.38026083333333344,Total infected,0%
38,39.0,0.3896887500000001,Total infected,0%
39,40.0,0.40181000000000017,Total infected,0%
40,41.0,0.41372083333333337,Total infected,0%
41,42.0,0.42302249999999997,Total infected,0%
42,43.0,0.42920874999999986,Total infected,0%
