,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.208200000000005,Total infected,Without screening
2,3.0,1.6056000000000097,Total infected,Without screening
3,4.0,2.1521999999999935,Total infected,Without screening
4,5.0,2.834000000000003,Total infected,Without screening
5,6.0,3.667500000000018,Total infected,Without screening
6,7.0,4.26430000000002,Total infected,Without screening
7,8.0,4.723700000000008,Total infected,Without screening
8,9.0,5.4713999999999885,Total infected,Without screening
9,10.0,6.402300000000025,Total infected,Without screening
10,11.0,7.461500000000001,Total infected,Without screening
11,12.0,8.597499999999968,Total infected,Without screening
12,13.0,9.73769999999999,Total infected,Without screening
13,14.0,10.631699999999995,Total infected,Without screening
14,15.0,11.205099999999987,Total infected,Without screening
15,16.0,12.061000000000007,Total infected,Without screening
16,17.0,13.021000000000015,Total infected,Without screening
17,18.0,14.043999999999983,Total infected,Without screening
18,19.0,15.147199999999998,Total infected,Without screening
19,20.0,16.35329999999996,Total infected,Without screening
20,21.0,17.191200000000038,Total infected,Without screening
21,22.0,17.84190000000001,Total infected,Without screening
22,23.0,18.643500000000017,Total infected,Without screening
23,24.0,19.530500000000018,Total infected,Without screening
24,25.0,20.60759999999999,Total infected,Without screening
25,26.0,21.728800000000007,Total infected,Without screening
26,27.0,22.85900000000001,Total infected,Without screening
27,28.0,23.66980000000001,Total infected,Without screening
28,29.0,24.23429999999999,Total infected,Without screening
29,30.0,25.018899999999974,Total infected,Without screening
30,31.0,25.974999999999994,Total infected,Without screening
31,32.0,26.9409,Total infected,Without screening
32,33.0,27.92689999999999,Total infected,Without screening
33,34.0,29.02109999999999,Total infected,Without screening
34,35.0,29.792800000000028,Total infected,Without screening
35,1.0,1.0001000000000033,Total infected,Screening 25%
36,2.0,1.2010000000000218,Total infected,Screening 25%
37,3.0,1.5828000000000202,Total infected,Screening 25%
38,4.0,2.0904000000000167,Total infected,Screening 25%
39,5.0,2.638100000000037,Total infected,Screening 25%
40,6.0,3.4021000000000186,Total infected,Screening 25%
41,7.0,3.9697999999999922,Total infected,Screening 25%
42,8.0,4.44199999999995,Total infected,Screening 25%
43,9.0,4.989900000000006,Total infected,Screening 25%
44,10.0,5.748700000000014,Total infected,Screening 25%
45,11.0,6.608099999999979,Total infected,Screening 25%
46,12.0,7.4874000000000365,Total infected,Screening 25%
47,13.0,8.598000000000042,Total infected,Screening 25%
48,14.0,9.231300000000033,Total infected,Screening 25%
49,15.0,9.73860000000002,Total infected,Screening 25%
50,16.0,10.366800000000012,Total infected,Screening 25%
51,17.0,11.170799999999957,Total infected,Screening 25%
52,18.0,12.014999999999986,Total infected,Screening 25%
53,19.0,12.944599999999951,Total infected,Screening 25%
54,20.0,13.718500000000006,Total infected,Screening 25%
55,21.0,14.356800000000021,Total infected,Screening 25%
56,22.0,14.78879999999998,Total infected,Screening 25%
57,23.0,15.442000000000007,Total infected,Screening 25%
58,24.0,16.115500000000026,Total infected,Screening 25%
59,25.0,16.859399999999994,Total infected,Screening 25%
60,26.0,17.582899999999995,Total infected,Screening 25%
61,27.0,18.361800000000017,Total infected,Screening 25%
62,28.0,18.874300000000005,Total infected,Screening 25%
63,29.0,19.24629999999999,Total infected,Screening 25%
64,30.0,19.768799999999942,Total infected,Screening 25%
65,31.0,20.396899999999988,Total infected,Screening 25%
66,32.0,21.075300000000027,Total infected,Screening 25%
67,33.0,21.74860000000001,Total infected,Screening 25%
68,34.0,22.472399999999965,Total infected,Screening 25%
69,35.0,22.879400000000004,Total infected,Screening 25%
70,1.0,0.9998999999999967,Total infected,Screening 50%
71,2.0,1.145700000000005,Total infected,Screening 50%
72,3.0,1.3718000000000075,Total infected,Screening 50%
73,4.0,1.8643000000000143,Total infected,Screening 50%
74,5.0,2.4119999999999777,Total infected,Screening 50%
75,6.0,3.0250000000000057,Total infected,Screening 50%
76,7.0,3.472399999999965,Total infected,Screening 50%
77,8.0,3.824099999999987,Total infected,Screening 50%
78,9.0,4.230999999999966,Total infected,Screening 50%
79,10.0,4.869299999999981,Total infected,Screening 50%
80,11.0,5.427100000000024,Total infected,Screening 50%
81,12.0,6.070300000000032,Total infected,Screening 50%
82,13.0,6.8040000000000305,Total infected,Screening 50%
83,14.0,7.281300000000016,Total infected,Screening 50%
84,15.0,7.592999999999989,Total infected,Screening 50%
85,16.0,8.095400000000012,Total infected,Screening 50%
86,17.0,8.653299999999973,Total infected,Screening 50%
87,18.0,9.125699999999995,Total infected,Screening 50%
88,19.0,9.62809999999999,Total infected,Screening 50%
89,20.0,10.14070000000001,Total infected,Screening 50%
90,21.0,10.482400000000013,Total infected,Screening 50%
91,22.0,10.753799999999984,Total infected,Screening 50%
92,23.0,11.130799999999994,Total infected,Screening 50%
93,24.0,11.522500000000008,Total infected,Screening 50%
94,25.0,11.97490000000002,Total infected,Screening 50%
95,26.0,12.437099999999987,Total infected,Screening 50%
96,27.0,12.929699999999997,Total infected,Screening 50%
97,28.0,13.25630000000001,Total infected,Screening 50%
98,29.0,13.467400000000026,Total infected,Screening 50%
99,30.0,13.859200000000044,Total infected,Screening 50%
100,31.0,14.251199999999955,Total infected,Screening 50%
101,32.0,14.592900000000014,Total infected,Screening 50%
102,33.0,14.959699999999998,Total infected,Screening 50%
103,34.0,15.241199999999992,Total infected,Screening 50%
104,35.0,15.527499999999975,Total infected,Screening 50%
105,1.0,0.9999000000000251,Total infected,Screening 100%
106,2.0,1.2613000000000056,Total infected,Screening 100%
107,3.0,1.6885000000000048,Total infected,Screening 100%
108,4.0,2.115600000000029,Total infected,Screening 100%
109,5.0,2.6383000000000436,Total infected,Screening 100%
110,6.0,3.256200000000007,Total infected,Screening 100%
111,7.0,3.6633999999999673,Total infected,Screening 100%
112,8.0,3.899400000000014,Total infected,Screening 100%
113,9.0,4.396999999999991,Total infected,Screening 100%
114,10.0,4.9646999999999935,Total infected,Screening 100%
115,11.0,5.492499999999978,Total infected,Screening 100%
116,12.0,6.015199999999965,Total infected,Screening 100%
117,13.0,6.427099999999967,Total infected,Screening 100%
118,14.0,6.874299999999948,Total infected,Screening 100%
119,15.0,7.155700000000024,Total infected,Screening 100%
120,16.0,7.402000000000015,Total infected,Screening 100%
121,17.0,7.753899999999987,Total infected,Screening 100%
122,18.0,8.050299999999993,Total infected,Screening 100%
123,19.0,8.296400000000006,Total infected,Screening 100%
124,20.0,8.567799999999977,Total infected,Screening 100%
125,21.0,8.763800000000003,Total infected,Screening 100%
126,22.0,8.894499999999994,Total infected,Screening 100%
127,23.0,9.120600000000024,Total infected,Screening 100%
128,24.0,9.3416,Total infected,Screening 100%
129,25.0,9.567699999999974,Total infected,Screening 100%
130,26.0,9.71859999999998,Total infected,Screening 100%
131,27.0,9.889499999999998,Total infected,Screening 100%
132,28.0,9.990000000000038,Total infected,Screening 100%
133,29.0,10.05019999999999,Total infected,Screening 100%
134,30.0,10.175899999999984,Total infected,Screening 100%
135,31.0,10.346499999999992,Total infected,Screening 100%
136,32.0,10.437000000000012,Total infected,Screening 100%
137,33.0,10.567700000000002,Total infected,Screening 100%
138,34.0,10.693399999999997,Total infected,Screening 100%
139,35.0,10.748700000000014,Total infected,Screening 100%
