day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457006	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457006	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
2	123457006	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	1
3	123457006	238	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	1
4	123457006	237	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	1
5	123457006	236	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	1
6	123457006	236	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	1
7	123457006	236	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	1
8	123457006	233	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	1
9	123457006	229	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	[]	0	1
10	123457006	228	4	6	2	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	[]	0	1
11	123457006	224	7	6	3	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	[]	0	1
12	123457006	219	9	8	4	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	[]	0	2
13	123457006	219	7	9	5	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	[]	0	2
14	123457006	219	5	11	5	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	[]	0	2
15	123457006	215	8	12	5	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	[]	0	2
16	123457006	199	0	1	0	16	5	13	6	0	0	0	0	0	0	0	0	72	0	0	2	0	0	[2D 3D]	2	3
17	123457006	199	0	1	0	16	3	14	7	0	0	0	0	0	0	0	0	72	0	0	2	0	0	[2D 3D]	2	3
18	123457006	199	0	1	0	16	1	14	9	0	0	0	0	0	0	0	0	72	0	0	2	0	0	[2D 3D]	2	3
19	123457006	198	1	1	0	16	1	13	10	0	0	0	0	0	0	0	0	72	0	0	2	0	0	[2D 3D]	2	3
20	123457006	198	1	1	0	16	0	12	12	0	0	0	0	0	0	0	0	72	0	0	2	0	0	[2D 3D]	2	3
21	123457006	198	0	2	0	16	0	11	13	0	0	0	0	0	0	0	0	72	0	0	2	0	0	[2D 3D]	2	3
22	123457006	197	1	2	0	16	0	9	15	0	0	0	0	0	0	0	0	72	0	0	2	0	0	[2D 3D]	2	3
23	123457006	196	2	1	1	16	0	8	16	0	0	0	0	0	0	0	0	92	0	0	2	0	0	[2D 3D]	2	3
24	123457006	195	2	2	1	16	0	8	16	0	0	0	0	0	0	0	0	92	0	0	2	0	0	[2D 3D]	2	3
25	123457006	195	2	2	1	16	0	8	16	0	0	0	0	0	0	0	0	92	0	0	2	0	0	[2D 3D]	2	3
26	123457006	194	3	2	1	16	0	5	19	0	0	0	0	0	0	0	0	92	0	0	2	0	0	[2D 3D]	2	3
27	123457006	194	3	2	1	16	0	3	21	0	0	0	0	0	0	0	0	92	0	0	2	0	0	[2D 3D]	2	2
28	123457006	194	2	3	1	16	0	3	21	0	0	0	0	0	0	0	0	92	0	0	2	0	0	[2D 3D]	2	2
29	123457006	192	4	3	1	16	0	3	21	0	0	0	0	0	0	0	0	92	0	0	2	0	0	[2D 3D]	2	2
30	123457006	205	5	5	25	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	2	0	0	[]	0	1
31	123457006	202	8	5	25	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	2	0	0	[]	0	1
32	123457006	201	8	6	25	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	2	0	0	[]	0	1
33	123457006	196	10	8	26	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	2	0	0	[]	0	2
34	123457006	196	4	12	28	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	2	0	0	[]	0	2
35	123457006	196	3	12	29	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	2	0	0	[]	0	2
