,day,agents,type,type_of_screening_pretty,group
0,0.0,240.0,Susceptible,Without screening,Susceptible
1,1.0,238.025,Susceptible,Without screening,Susceptible
2,2.0,236.9209,Susceptible,Without screening,Susceptible
3,3.0,235.6827,Susceptible,Without screening,Susceptible
4,4.0,234.3604,Susceptible,Without screening,Susceptible
5,5.0,232.9329,Susceptible,Without screening,Susceptible
6,6.0,232.5616,Susceptible,Without screening,Susceptible
7,7.0,232.1221,Susceptible,Without screening,Susceptible
8,8.0,230.4234,Susceptible,Without screening,Susceptible
9,9.0,228.6657,Susceptible,Without screening,Susceptible
10,10.0,226.8969,Susceptible,Without screening,Susceptible
11,11.0,225.2072,Susceptible,Without screening,Susceptible
12,12.0,223.3994,Susceptible,Without screening,Susceptible
13,13.0,223.1602,Susceptible,Without screening,Susceptible
14,14.0,222.8428,Susceptible,Without screening,Susceptible
15,15.0,221.0531,Susceptible,Without screening,Susceptible
16,16.0,219.7858,Susceptible,Without screening,Susceptible
17,17.0,218.4715,Susceptible,Without screening,Susceptible
18,18.0,217.0531,Susceptible,Without screening,Susceptible
19,19.0,215.5926,Susceptible,Without screening,Susceptible
20,20.0,215.5896,Susceptible,Without screening,Susceptible
21,21.0,215.6456,Susceptible,Without screening,Susceptible
22,22.0,214.1992,Susceptible,Without screening,Susceptible
23,23.0,213.0541,Susceptible,Without screening,Susceptible
24,24.0,211.7467,Susceptible,Without screening,Susceptible
25,25.0,210.5015,Susceptible,Without screening,Susceptible
26,26.0,209.3093,Susceptible,Without screening,Susceptible
27,27.0,209.2232,Susceptible,Without screening,Susceptible
28,28.0,209.1281,Susceptible,Without screening,Susceptible
29,29.0,208.006,Susceptible,Without screening,Susceptible
30,30.0,206.7588,Susceptible,Without screening,Susceptible
31,31.0,205.7387,Susceptible,Without screening,Susceptible
32,32.0,204.7738,Susceptible,Without screening,Susceptible
33,33.0,203.5165,Susceptible,Without screening,Susceptible
34,34.0,203.5455,Susceptible,Without screening,Susceptible
35,35.0,203.6026,Susceptible,Without screening,Susceptible
36,0.0,0.0,Susceptible in quarantine,Without screening,Susceptible
37,1.0,0.19019999999999998,Susceptible in quarantine,Without screening,Susceptible
38,2.0,0.4475,Susceptible in quarantine,Without screening,Susceptible
39,3.0,0.7578,Susceptible in quarantine,Without screening,Susceptible
40,4.0,1.0110000000000001,Susceptible in quarantine,Without screening,Susceptible
41,5.0,1.2222,Susceptible in quarantine,Without screening,Susceptible
42,6.0,1.5936,Susceptible in quarantine,Without screening,Susceptible
43,7.0,2.033,Susceptible in quarantine,Without screening,Susceptible
44,8.0,2.3623,Susceptible in quarantine,Without screening,Susceptible
45,9.0,2.7177,Susceptible in quarantine,Without screening,Susceptible
46,10.0,3.0641,Susceptible in quarantine,Without screening,Susceptible
47,11.0,3.3974,Susceptible in quarantine,Without screening,Susceptible
48,12.0,3.8539,Susceptible in quarantine,Without screening,Susceptible
49,13.0,4.0931,Susceptible in quarantine,Without screening,Susceptible
50,14.0,4.4104,Susceptible in quarantine,Without screening,Susceptible
51,15.0,4.7798,Susceptible in quarantine,Without screening,Susceptible
52,16.0,4.8248,Susceptible in quarantine,Without screening,Susceptible
53,17.0,4.8929,Susceptible in quarantine,Without screening,Susceptible
54,18.0,5.0511,Susceptible in quarantine,Without screening,Susceptible
55,19.0,5.1131,Susceptible in quarantine,Without screening,Susceptible
56,20.0,5.1162,Susceptible in quarantine,Without screening,Susceptible
57,21.0,5.0601,Susceptible in quarantine,Without screening,Susceptible
58,22.0,5.1421,Susceptible in quarantine,Without screening,Susceptible
59,23.0,5.0541,Susceptible in quarantine,Without screening,Susceptible
60,24.0,5.0741,Susceptible in quarantine,Without screening,Susceptible
61,25.0,5.0881,Susceptible in quarantine,Without screening,Susceptible
62,26.0,5.042,Susceptible in quarantine,Without screening,Susceptible
63,27.0,5.1281,Susceptible in quarantine,Without screening,Susceptible
64,28.0,5.2232,Susceptible in quarantine,Without screening,Susceptible
65,29.0,4.997,Susceptible in quarantine,Without screening,Susceptible
66,30.0,5.0291,Susceptible in quarantine,Without screening,Susceptible
67,31.0,4.8869,Susceptible in quarantine,Without screening,Susceptible
68,32.0,4.7127,Susceptible in quarantine,Without screening,Susceptible
69,33.0,4.8169,Susceptible in quarantine,Without screening,Susceptible
70,34.0,4.7878,Susceptible in quarantine,Without screening,Susceptible
71,35.0,4.7307,Susceptible in quarantine,Without screening,Susceptible
72,0.0,0.0,Exposed,Without screening,Exposed
73,1.0,0.7848,Exposed,Without screening,Exposed
74,2.0,1.4174,Exposed,Without screening,Exposed
75,3.0,1.9349,Exposed,Without screening,Exposed
76,4.0,2.4464,Exposed,Without screening,Exposed
77,5.0,2.9489,Exposed,Without screening,Exposed
78,6.0,2.0601,Exposed,Without screening,Exposed
79,7.0,1.4394,Exposed,Without screening,Exposed
80,8.0,2.3644,Exposed,Without screening,Exposed
81,9.0,2.983,Exposed,Without screening,Exposed
82,10.0,3.4715,Exposed,Without screening,Exposed
83,11.0,3.7197,Exposed,Without screening,Exposed
84,12.0,3.8589,Exposed,Without screening,Exposed
85,13.0,2.6947,Exposed,Without screening,Exposed
86,14.0,1.8198,Exposed,Without screening,Exposed
87,15.0,2.6867,Exposed,Without screening,Exposed
88,16.0,3.0691,Exposed,Without screening,Exposed
89,17.0,3.2763,Exposed,Without screening,Exposed
90,18.0,3.4965,Exposed,Without screening,Exposed
91,19.0,3.7968,Exposed,Without screening,Exposed
92,20.0,2.5886,Exposed,Without screening,Exposed
93,21.0,1.7608,Exposed,Without screening,Exposed
94,22.0,2.5265,Exposed,Without screening,Exposed
95,23.0,2.963,Exposed,Without screening,Exposed
96,24.0,3.3704,Exposed,Without screening,Exposed
97,25.0,3.5205,Exposed,Without screening,Exposed
98,26.0,3.5846,Exposed,Without screening,Exposed
99,27.0,2.4314,Exposed,Without screening,Exposed
100,28.0,1.6076,Exposed,Without screening,Exposed
101,29.0,2.4384,Exposed,Without screening,Exposed
102,30.0,2.8949,Exposed,Without screening,Exposed
103,31.0,3.1311,Exposed,Without screening,Exposed
104,32.0,3.3203,Exposed,Without screening,Exposed
105,33.0,3.4474,Exposed,Without screening,Exposed
106,34.0,2.3373,Exposed,Without screening,Exposed
107,35.0,1.5686,Exposed,Without screening,Exposed
108,0.0,0.0,Exposed in quarantine,Without screening,Exposed
109,1.0,0.0,Exposed in quarantine,Without screening,Exposed
110,2.0,0.006,Exposed in quarantine,Without screening,Exposed
111,3.0,0.019,Exposed in quarantine,Without screening,Exposed
112,4.0,0.03,Exposed in quarantine,Without screening,Exposed
113,5.0,0.062,Exposed in quarantine,Without screening,Exposed
114,6.0,0.1172,Exposed in quarantine,Without screening,Exposed
115,7.0,0.1412,Exposed in quarantine,Without screening,Exposed
116,8.0,0.1262,Exposed in quarantine,Without screening,Exposed
117,9.0,0.1622,Exposed in quarantine,Without screening,Exposed
118,10.0,0.1652,Exposed in quarantine,Without screening,Exposed
119,11.0,0.2142,Exposed in quarantine,Without screening,Exposed
120,12.0,0.2903,Exposed in quarantine,Without screening,Exposed
121,13.0,0.3143,Exposed in quarantine,Without screening,Exposed
122,14.0,0.2953,Exposed in quarantine,Without screening,Exposed
123,15.0,0.2753,Exposed in quarantine,Without screening,Exposed
124,16.0,0.2593,Exposed in quarantine,Without screening,Exposed
125,17.0,0.3383,Exposed in quarantine,Without screening,Exposed
126,18.0,0.3553,Exposed in quarantine,Without screening,Exposed
127,19.0,0.3503,Exposed in quarantine,Without screening,Exposed
128,20.0,0.3523,Exposed in quarantine,Without screening,Exposed
129,21.0,0.3423,Exposed in quarantine,Without screening,Exposed
130,22.0,0.2903,Exposed in quarantine,Without screening,Exposed
131,23.0,0.2853,Exposed in quarantine,Without screening,Exposed
132,24.0,0.2783,Exposed in quarantine,Without screening,Exposed
133,25.0,0.2823,Exposed in quarantine,Without screening,Exposed
134,26.0,0.3353,Exposed in quarantine,Without screening,Exposed
135,27.0,0.3583,Exposed in quarantine,Without screening,Exposed
136,28.0,0.3713,Exposed in quarantine,Without screening,Exposed
137,29.0,0.32430000000000003,Exposed in quarantine,Without screening,Exposed
138,30.0,0.2983,Exposed in quarantine,Without screening,Exposed
139,31.0,0.2683,Exposed in quarantine,Without screening,Exposed
140,32.0,0.25229999999999997,Exposed in quarantine,Without screening,Exposed
141,33.0,0.2923,Exposed in quarantine,Without screening,Exposed
142,34.0,0.3083,Exposed in quarantine,Without screening,Exposed
143,35.0,0.3053,Exposed in quarantine,Without screening,Exposed
144,0.0,0.0,Infected,Without screening,Infected
145,1.0,0.99,Infected,Without screening,Infected
146,2.0,1.0521,Infected,Without screening,Infected
147,3.0,1.2743,Infected,Without screening,Infected
148,4.0,1.5936,Infected,Without screening,Infected
149,5.0,1.985,Infected,Without screening,Infected
150,6.0,2.4104,Infected,Without screening,Infected
151,7.0,2.5255,Infected,Without screening,Infected
152,8.0,2.5445,Infected,Without screening,Infected
153,9.0,2.7788,Infected,Without screening,Infected
154,10.0,3.2012,Infected,Without screening,Infected
155,11.0,3.6206,Infected,Without screening,Infected
156,12.0,3.9129,Infected,Without screening,Infected
157,13.0,4.1962,Infected,Without screening,Infected
158,14.0,4.2122,Infected,Without screening,Infected
159,15.0,3.8549,Infected,Without screening,Infected
160,16.0,3.9249,Infected,Without screening,Infected
161,17.0,3.978,Infected,Without screening,Infected
162,18.0,4.006,Infected,Without screening,Infected
163,19.0,4.1842,Infected,Without screening,Infected
164,20.0,4.3854,Infected,Without screening,Infected
165,21.0,4.2953,Infected,Without screening,Infected
166,22.0,3.953,Infected,Without screening,Infected
167,23.0,4.012,Infected,Without screening,Infected
168,24.0,4.0631,Infected,Without screening,Infected
169,25.0,4.2402,Infected,Without screening,Infected
170,26.0,4.4865,Infected,Without screening,Infected
171,27.0,4.6226,Infected,Without screening,Infected
172,28.0,4.3674,Infected,Without screening,Infected
173,29.0,4.01,Infected,Without screening,Infected
174,30.0,3.958,Infected,Without screening,Infected
175,31.0,4.0931,Infected,Without screening,Infected
176,32.0,4.2192,Infected,Without screening,Infected
177,33.0,4.2693,Infected,Without screening,Infected
178,34.0,4.4144,Infected,Without screening,Infected
179,35.0,4.2072,Infected,Without screening,Infected
180,0.0,0.0,Infected in quarantine,Without screening,Infected
181,1.0,0.01,Infected in quarantine,Without screening,Infected
182,2.0,0.027,Infected in quarantine,Without screening,Infected
183,3.0,0.06,Infected in quarantine,Without screening,Infected
184,4.0,0.0991,Infected in quarantine,Without screening,Infected
185,5.0,0.1592,Infected in quarantine,Without screening,Infected
186,6.0,0.2612,Infected in quarantine,Without screening,Infected
187,7.0,0.4034,Infected in quarantine,Without screening,Infected
