,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.208200000000005,Total infected,Without screening
2,3.0,1.6056000000000097,Total infected,Without screening
3,4.0,2.1521999999999935,Total infected,Without screening
4,5.0,2.834000000000003,Total infected,Without screening
5,6.0,3.667500000000018,Total infected,Without screening
6,7.0,4.26430000000002,Total infected,Without screening
7,8.0,4.723700000000008,Total infected,Without screening
8,9.0,5.4713999999999885,Total infected,Without screening
9,10.0,6.402300000000025,Total infected,Without screening
10,11.0,7.461500000000001,Total infected,Without screening
11,12.0,8.597499999999968,Total infected,Without screening
12,13.0,9.73769999999999,Total infected,Without screening
13,14.0,10.631699999999995,Total infected,Without screening
14,15.0,11.205099999999987,Total infected,Without screening
15,16.0,12.061000000000007,Total infected,Without screening
16,17.0,13.021000000000015,Total infected,Without screening
17,18.0,14.043999999999983,Total infected,Without screening
18,19.0,15.147199999999998,Total infected,Without screening
19,20.0,16.35329999999996,Total infected,Without screening
20,21.0,17.191200000000038,Total infected,Without screening
21,22.0,17.84190000000001,Total infected,Without screening
22,23.0,18.643500000000017,Total infected,Without screening
23,24.0,19.530500000000018,Total infected,Without screening
24,25.0,20.60759999999999,Total infected,Without screening
25,26.0,21.728800000000007,Total infected,Without screening
26,27.0,22.85900000000001,Total infected,Without screening
27,28.0,23.66980000000001,Total infected,Without screening
28,29.0,24.23429999999999,Total infected,Without screening
29,30.0,25.018899999999974,Total infected,Without screening
30,31.0,25.974999999999994,Total infected,Without screening
31,32.0,26.9409,Total infected,Without screening
32,33.0,27.92689999999999,Total infected,Without screening
33,34.0,29.02109999999999,Total infected,Without screening
34,35.0,29.792800000000028,Total infected,Without screening
35,1.0,1.0001000000000317,Total infected,Screening 25%
36,2.0,1.2361999999999682,Total infected,Screening 25%
37,3.0,1.492400000000032,Total infected,Screening 25%
38,4.0,1.8591999999999587,Total infected,Screening 25%
39,5.0,2.427099999999996,Total infected,Screening 25%
40,6.0,2.919700000000006,Total infected,Screening 25%
41,7.0,3.331499999999977,Total infected,Screening 25%
42,8.0,3.6381000000000085,Total infected,Screening 25%
43,9.0,4.13069999999999,Total infected,Screening 25%
44,10.0,4.552699999999987,Total infected,Screening 25%
45,11.0,4.939600000000013,Total infected,Screening 25%
46,12.0,5.382000000000005,Total infected,Screening 25%
47,13.0,5.773900000000026,Total infected,Screening 25%
48,14.0,6.09050000000002,Total infected,Screening 25%
49,15.0,6.346600000000052,Total infected,Screening 25%
50,16.0,6.723500000000058,Total infected,Screening 25%
51,17.0,7.055300000000017,Total infected,Screening 25%
52,18.0,7.301400000000001,Total infected,Screening 25%
53,19.0,7.522600000000011,Total infected,Screening 25%
54,20.0,7.738699999999994,Total infected,Screening 25%
55,21.0,7.934599999999989,Total infected,Screening 25%
56,22.0,8.120499999999993,Total infected,Screening 25%
57,23.0,8.331700000000012,Total infected,Screening 25%
58,24.0,8.472200000000015,Total infected,Screening 25%
59,25.0,8.668100000000067,Total infected,Screening 25%
60,26.0,8.828900000000033,Total infected,Screening 25%
61,27.0,8.939600000000013,Total infected,Screening 25%
62,28.0,9.055199999999985,Total infected,Screening 25%
63,29.0,9.145499999999998,Total infected,Screening 25%
64,30.0,9.251300000000015,Total infected,Screening 25%
65,31.0,9.356700000000018,Total infected,Screening 25%
66,32.0,9.447100000000034,Total infected,Screening 25%
67,33.0,9.497399999999999,Total infected,Screening 25%
68,34.0,9.577699999999993,Total infected,Screening 25%
69,35.0,9.623100000000022,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.261300000000034,Total infected,Screening 50%
72,3.0,1.4724000000000501,Total infected,Screening 50%
73,4.0,1.8491000000000213,Total infected,Screening 50%
74,5.0,2.16579999999999,Total infected,Screening 50%
75,6.0,2.628299999999996,Total infected,Screening 50%
76,7.0,2.944699999999983,Total infected,Screening 50%
77,8.0,3.1507999999999754,Total infected,Screening 50%
78,9.0,3.4975000000000023,Total infected,Screening 50%
79,10.0,3.8190999999999633,Total infected,Screening 50%
80,11.0,4.080299999999994,Total infected,Screening 50%
81,12.0,4.251199999999983,Total infected,Screening 50%
82,13.0,4.4722999999999615,Total infected,Screening 50%
83,14.0,4.658199999999994,Total infected,Screening 50%
84,15.0,4.768900000000002,Total infected,Screening 50%
85,16.0,4.859200000000044,Total infected,Screening 50%
86,17.0,4.984800000000007,Total infected,Screening 50%
87,18.0,5.080200000000019,Total infected,Screening 50%
88,19.0,5.200999999999993,Total infected,Screening 50%
89,20.0,5.311499999999995,Total infected,Screening 50%
90,21.0,5.366799999999984,Total infected,Screening 50%
91,22.0,5.407000000000011,Total infected,Screening 50%
92,23.0,5.507600000000025,Total infected,Screening 50%
93,24.0,5.582999999999998,Total infected,Screening 50%
94,25.0,5.618100000000027,Total infected,Screening 50%
95,26.0,5.63330000000002,Total infected,Screening 50%
96,27.0,5.673400000000015,Total infected,Screening 50%
97,28.0,5.733600000000024,Total infected,Screening 50%
98,29.0,5.748700000000014,Total infected,Screening 50%
99,30.0,5.779000000000025,Total infected,Screening 50%
100,31.0,5.8040000000000305,Total infected,Screening 50%
101,32.0,5.809000000000026,Total infected,Screening 50%
102,33.0,5.819000000000017,Total infected,Screening 50%
103,34.0,5.824099999999987,Total infected,Screening 50%
104,35.0,5.839100000000002,Total infected,Screening 50%
105,1.0,1.0000000000000284,Total infected,Screening 100%
106,2.0,1.251199999999983,Total infected,Screening 100%
107,3.0,1.4070999999999856,Total infected,Screening 100%
108,4.0,1.5276999999999816,Total infected,Screening 100%
109,5.0,1.608000000000004,Total infected,Screening 100%
110,6.0,1.6632999999999925,Total infected,Screening 100%
111,7.0,1.7135000000000105,Total infected,Screening 100%
112,8.0,1.7737999999999658,Total infected,Screening 100%
113,9.0,1.8392999999999802,Total infected,Screening 100%
114,10.0,1.8592999999999904,Total infected,Screening 100%
115,11.0,1.9146000000000072,Total infected,Screening 100%
116,12.0,1.9395999999999844,Total infected,Screening 100%
117,13.0,1.9598000000000013,Total infected,Screening 100%
118,14.0,1.9698000000000206,Total infected,Screening 100%
119,15.0,1.9898999999999774,Total infected,Screening 100%
120,16.0,1.999900000000025,Total infected,Screening 100%
121,17.0,2.0100000000000477,Total infected,Screening 100%
122,18.0,2.020100000000042,Total infected,Screening 100%
123,19.0,2.0201000000000136,Total infected,Screening 100%
124,20.0,2.030100000000033,Total infected,Screening 100%
125,21.0,2.030100000000033,Total infected,Screening 100%
126,22.0,2.0351000000000283,Total infected,Screening 100%
127,23.0,2.0352000000000032,Total infected,Screening 100%
128,24.0,2.0401999999999987,Total infected,Screening 100%
129,25.0,2.050299999999993,Total infected,Screening 100%
130,26.0,2.050299999999993,Total infected,Screening 100%
131,27.0,2.0552999999999884,Total infected,Screening 100%
132,28.0,2.0552999999999884,Total infected,Screening 100%
133,29.0,2.0552999999999884,Total infected,Screening 100%
134,30.0,2.0603000000000122,Total infected,Screening 100%
135,31.0,2.0603000000000122,Total infected,Screening 100%
136,32.0,2.0603000000000122,Total infected,Screening 100%
137,33.0,2.0603000000000122,Total infected,Screening 100%
138,34.0,2.0603000000000122,Total infected,Screening 100%
139,35.0,2.0603000000000122,Total infected,Screening 100%
