,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.208200000000005,Total infected,Without screening
2,3.0,1.6056000000000097,Total infected,Without screening
3,4.0,2.1521999999999935,Total infected,Without screening
4,5.0,2.834000000000003,Total infected,Without screening
5,6.0,3.667500000000018,Total infected,Without screening
6,7.0,4.26430000000002,Total infected,Without screening
7,8.0,4.723700000000008,Total infected,Without screening
8,9.0,5.4713999999999885,Total infected,Without screening
9,10.0,6.402300000000025,Total infected,Without screening
10,11.0,7.461500000000001,Total infected,Without screening
11,12.0,8.597499999999968,Total infected,Without screening
12,13.0,9.73769999999999,Total infected,Without screening
13,14.0,10.631699999999995,Total infected,Without screening
14,15.0,11.205099999999987,Total infected,Without screening
15,16.0,12.061000000000007,Total infected,Without screening
16,17.0,13.021000000000015,Total infected,Without screening
17,18.0,14.043999999999983,Total infected,Without screening
18,19.0,15.147199999999998,Total infected,Without screening
19,20.0,16.35329999999996,Total infected,Without screening
20,21.0,17.191200000000038,Total infected,Without screening
21,22.0,17.84190000000001,Total infected,Without screening
22,23.0,18.643500000000017,Total infected,Without screening
23,24.0,19.530500000000018,Total infected,Without screening
24,25.0,20.60759999999999,Total infected,Without screening
25,26.0,21.728800000000007,Total infected,Without screening
26,27.0,22.85900000000001,Total infected,Without screening
27,28.0,23.66980000000001,Total infected,Without screening
28,29.0,24.23429999999999,Total infected,Without screening
29,30.0,25.018899999999974,Total infected,Without screening
30,31.0,25.974999999999994,Total infected,Without screening
31,32.0,26.9409,Total infected,Without screening
32,33.0,27.92689999999999,Total infected,Without screening
33,34.0,29.02109999999999,Total infected,Without screening
34,35.0,29.792800000000028,Total infected,Without screening
35,1.0,1.0001000000000317,Total infected,Screening 25%
36,2.0,1.2361999999999966,Total infected,Screening 25%
37,3.0,1.5427000000000248,Total infected,Screening 25%
38,4.0,1.949700000000007,Total infected,Screening 25%
39,5.0,2.522500000000008,Total infected,Screening 25%
40,6.0,2.9949000000000012,Total infected,Screening 25%
41,7.0,3.4019999999999584,Total infected,Screening 25%
42,8.0,3.7085000000000434,Total infected,Screening 25%
43,9.0,4.205900000000042,Total infected,Screening 25%
44,10.0,4.794000000000011,Total infected,Screening 25%
45,11.0,5.276499999999999,Total infected,Screening 25%
46,12.0,5.743799999999993,Total infected,Screening 25%
47,13.0,6.221199999999982,Total infected,Screening 25%
48,14.0,6.603100000000012,Total infected,Screening 25%
49,15.0,6.874299999999977,Total infected,Screening 25%
50,16.0,7.200999999999993,Total infected,Screening 25%
51,17.0,7.5627999999999815,Total infected,Screening 25%
52,18.0,7.8390999999999735,Total infected,Screening 25%
53,19.0,8.055199999999985,Total infected,Screening 25%
54,20.0,8.256200000000007,Total infected,Screening 25%
55,21.0,8.472300000000018,Total infected,Screening 25%
56,22.0,8.668300000000045,Total infected,Screening 25%
57,23.0,8.839200000000034,Total infected,Screening 25%
58,24.0,9.080400000000026,Total infected,Screening 25%
59,25.0,9.246100000000013,Total infected,Screening 25%
60,26.0,9.39179999999999,Total infected,Screening 25%
61,27.0,9.56770000000003,Total infected,Screening 25%
62,28.0,9.713400000000007,Total infected,Screening 25%
63,29.0,9.788900000000012,Total infected,Screening 25%
64,30.0,9.904400000000038,Total infected,Screening 25%
65,31.0,10.014999999999986,Total infected,Screening 25%
66,32.0,10.120599999999996,Total infected,Screening 25%
67,33.0,10.200999999999993,Total infected,Screening 25%
68,34.0,10.276399999999967,Total infected,Screening 25%
69,35.0,10.33159999999998,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.2613000000000056,Total infected,Screening 50%
72,3.0,1.5878999999999905,Total infected,Screening 50%
73,4.0,2.035000000000025,Total infected,Screening 50%
74,5.0,2.3817999999999984,Total infected,Screening 50%
75,6.0,2.7939999999999543,Total infected,Screening 50%
76,7.0,3.1356999999999857,Total infected,Screening 50%
77,8.0,3.3416999999999746,Total infected,Screening 50%
78,9.0,3.643099999999947,Total infected,Screening 50%
79,10.0,4.185799999999972,Total infected,Screening 50%
80,11.0,4.512400000000014,Total infected,Screening 50%
81,12.0,4.7286,Total infected,Screening 50%
82,13.0,5.020200000000017,Total infected,Screening 50%
83,14.0,5.191000000000031,Total infected,Screening 50%
84,15.0,5.34680000000003,Total infected,Screening 50%
85,16.0,5.4924000000000035,Total infected,Screening 50%
86,17.0,5.633199999999988,Total infected,Screening 50%
87,18.0,5.7286,Total infected,Screening 50%
88,19.0,5.829100000000011,Total infected,Screening 50%
89,20.0,5.949600000000004,Total infected,Screening 50%
90,21.0,5.999899999999997,Total infected,Screening 50%
91,22.0,6.050199999999961,Total infected,Screening 50%
92,23.0,6.115499999999969,Total infected,Screening 50%
93,24.0,6.190999999999974,Total infected,Screening 50%
94,25.0,6.216099999999983,Total infected,Screening 50%
95,26.0,6.271399999999971,Total infected,Screening 50%
96,27.0,6.291499999999985,Total infected,Screening 50%
97,28.0,6.306600000000003,Total infected,Screening 50%
98,29.0,6.316599999999994,Total infected,Screening 50%
99,30.0,6.326600000000013,Total infected,Screening 50%
100,31.0,6.3466999999999985,Total infected,Screening 50%
101,32.0,6.3516999999999655,Total infected,Screening 50%
102,33.0,6.356699999999989,Total infected,Screening 50%
103,34.0,6.3718000000000075,Total infected,Screening 50%
104,35.0,6.381799999999998,Total infected,Screening 50%
105,1.0,1.0000000000000284,Total infected,Screening 100%
106,2.0,1.2512999999999863,Total infected,Screening 100%
107,3.0,1.6280999999999892,Total infected,Screening 100%
108,4.0,1.9045999999999879,Total infected,Screening 100%
109,5.0,2.085499999999996,Total infected,Screening 100%
110,6.0,2.2363,Total infected,Screening 100%
111,7.0,2.3368000000000393,Total infected,Screening 100%
112,8.0,2.4421999999999855,Total infected,Screening 100%
113,9.0,2.52770000000001,Total infected,Screening 100%
114,10.0,2.572900000000004,Total infected,Screening 100%
115,11.0,2.643199999999979,Total infected,Screening 100%
116,12.0,2.6984999999999957,Total infected,Screening 100%
117,13.0,2.7336999999999705,Total infected,Screening 100%
118,14.0,2.7638000000000034,Total infected,Screening 100%
119,15.0,2.783799999999985,Total infected,Screening 100%
120,16.0,2.7889000000000124,Total infected,Screening 100%
121,17.0,2.8140999999999963,Total infected,Screening 100%
122,18.0,2.8341999999999814,Total infected,Screening 100%
123,19.0,2.8341999999999814,Total infected,Screening 100%
124,20.0,2.8442000000000007,Total infected,Screening 100%
125,21.0,2.844200000000029,Total infected,Screening 100%
126,22.0,2.859400000000022,Total infected,Screening 100%
127,23.0,2.859300000000019,Total infected,Screening 100%
128,24.0,2.864299999999986,Total infected,Screening 100%
129,25.0,2.864299999999986,Total infected,Screening 100%
130,26.0,2.864299999999986,Total infected,Screening 100%
131,27.0,2.864299999999986,Total infected,Screening 100%
132,28.0,2.864299999999986,Total infected,Screening 100%
133,29.0,2.864299999999986,Total infected,Screening 100%
134,30.0,2.864299999999986,Total infected,Screening 100%
135,31.0,2.8643000000000143,Total infected,Screening 100%
136,32.0,2.8643000000000143,Total infected,Screening 100%
137,33.0,2.8643000000000143,Total infected,Screening 100%
138,34.0,2.8643000000000143,Total infected,Screening 100%
139,35.0,2.8643000000000143,Total infected,Screening 100%
