,day,agents,type,type_of_screening_pretty,group
0,0.0,240.0,Susceptible,Screening 25%,Susceptible
1,1.0,239.7487,Susceptible,Screening 25%,Susceptible
2,2.0,239.396,Susceptible,Screening 25%,Susceptible
3,3.0,238.9226,Susceptible,Screening 25%,Susceptible
4,4.0,238.1126,Susceptible,Screening 25%,Susceptible
5,5.0,237.2111,Susceptible,Screening 25%,Susceptible
6,6.0,236.8382,Susceptible,Screening 25%,Susceptible
7,7.0,236.2985,Susceptible,Screening 25%,Susceptible
8,8.0,234.4985,Susceptible,Screening 25%,Susceptible
9,9.0,232.1106,Susceptible,Screening 25%,Susceptible
10,10.0,229.4121,Susceptible,Screening 25%,Susceptible
11,11.0,226.4382,Susceptible,Screening 25%,Susceptible
12,12.0,223.3869,Susceptible,Screening 25%,Susceptible
13,13.0,222.1899,Susceptible,Screening 25%,Susceptible
14,14.0,221.199,Susceptible,Screening 25%,Susceptible
15,15.0,217.5146,Susceptible,Screening 25%,Susceptible
16,16.0,213.9276,Susceptible,Screening 25%,Susceptible
17,17.0,209.9538,Susceptible,Screening 25%,Susceptible
18,18.0,205.6573,Susceptible,Screening 25%,Susceptible
19,19.0,200.602,Susceptible,Screening 25%,Susceptible
20,20.0,199.8362,Susceptible,Screening 25%,Susceptible
21,21.0,199.1387,Susceptible,Screening 25%,Susceptible
22,22.0,194.5166,Susceptible,Screening 25%,Susceptible
23,23.0,190.1879,Susceptible,Screening 25%,Susceptible
24,24.0,185.394,Susceptible,Screening 25%,Susceptible
25,25.0,180.9066,Susceptible,Screening 25%,Susceptible
26,26.0,176.4452,Susceptible,Screening 25%,Susceptible
27,27.0,176.208,Susceptible,Screening 25%,Susceptible
28,28.0,176.0563,Susceptible,Screening 25%,Susceptible
29,29.0,170.5337,Susceptible,Screening 25%,Susceptible
30,30.0,165.5497,Susceptible,Screening 25%,Susceptible
31,31.0,161.4854,Susceptible,Screening 25%,Susceptible
32,32.0,157.2995,Susceptible,Screening 25%,Susceptible
33,33.0,153.8442,Susceptible,Screening 25%,Susceptible
34,34.0,153.3839,Susceptible,Screening 25%,Susceptible
35,35.0,153.1206,Susceptible,Screening 25%,Susceptible
36,0.0,0.0,Susceptible in quarantine,Screening 25%,Susceptible
37,1.0,0.0,Susceptible in quarantine,Screening 25%,Susceptible
38,2.0,0.0191,Susceptible in quarantine,Screening 25%,Susceptible
39,3.0,0.0915,Susceptible in quarantine,Screening 25%,Susceptible
40,4.0,0.2925,Susceptible in quarantine,Screening 25%,Susceptible
41,5.0,0.44520000000000004,Susceptible in quarantine,Screening 25%,Susceptible
