,day,agents,type,type_of_screening_pretty,group
0,0.0,240.0,Susceptible,Screening 25%,Susceptible
1,1.0,237.2849,Susceptible,Screening 25%,Susceptible
2,2.0,235.6078,Susceptible,Screening 25%,Susceptible
3,3.0,233.7656,Susceptible,Screening 25%,Susceptible
4,4.0,231.7227,Susceptible,Screening 25%,Susceptible
5,5.0,229.5207,Susceptible,Screening 25%,Susceptible
6,6.0,229.5207,Susceptible,Screening 25%,Susceptible
7,7.0,229.5207,Susceptible,Screening 25%,Susceptible
8,8.0,227.5459,Susceptible,Screening 25%,Susceptible
9,9.0,225.6851,Susceptible,Screening 25%,Susceptible
10,10.0,223.971,Susceptible,Screening 25%,Susceptible
11,11.0,222.4236,Susceptible,Screening 25%,Susceptible
12,12.0,221.0128,Susceptible,Screening 25%,Susceptible
13,13.0,221.0128,Susceptible,Screening 25%,Susceptible
14,14.0,221.0128,Susceptible,Screening 25%,Susceptible
15,15.0,220.6589,Susceptible,Screening 25%,Susceptible
16,16.0,220.4871,Susceptible,Screening 25%,Susceptible
17,17.0,220.4176,Susceptible,Screening 25%,Susceptible
18,18.0,220.5141,Susceptible,Screening 25%,Susceptible
19,19.0,220.8703,Susceptible,Screening 25%,Susceptible
20,20.0,220.8703,Susceptible,Screening 25%,Susceptible
21,21.0,220.8703,Susceptible,Screening 25%,Susceptible
22,22.0,221.1197,Susceptible,Screening 25%,Susceptible
23,23.0,221.2589,Susceptible,Screening 25%,Susceptible
24,24.0,221.3736,Susceptible,Screening 25%,Susceptible
25,25.0,221.405,Susceptible,Screening 25%,Susceptible
26,26.0,221.5093,Susceptible,Screening 25%,Susceptible
27,27.0,221.5093,Susceptible,Screening 25%,Susceptible
28,28.0,221.5093,Susceptible,Screening 25%,Susceptible
29,29.0,221.4767,Susceptible,Screening 25%,Susceptible
30,30.0,221.4885,Susceptible,Screening 25%,Susceptible
31,31.0,221.5301,Susceptible,Screening 25%,Susceptible
32,32.0,221.6487,Susceptible,Screening 25%,Susceptible
33,33.0,221.6815,Susceptible,Screening 25%,Susceptible
34,34.0,221.6815,Susceptible,Screening 25%,Susceptible
35,35.0,221.6815,Susceptible,Screening 25%,Susceptible
36,0.0,0.0,Susceptible in quarantine,Screening 25%,Susceptible
37,1.0,0.951,Susceptible in quarantine,Screening 25%,Susceptible
38,2.0,1.8933,Susceptible in quarantine,Screening 25%,Susceptible
39,3.0,2.9379,Susceptible in quarantine,Screening 25%,Susceptible
40,4.0,4.1255,Susceptible in quarantine,Screening 25%,Susceptible
41,5.0,5.5149,Susceptible in quarantine,Screening 25%,Susceptible
42,6.0,5.5149,Susceptible in quarantine,Screening 25%,Susceptible
43,7.0,5.5149,Susceptible in quarantine,Screening 25%,Susceptible
44,8.0,6.6236,Susceptible in quarantine,Screening 25%,Susceptible
45,9.0,7.667,Susceptible in quarantine,Screening 25%,Susceptible
46,10.0,8.6674,Susceptible in quarantine,Screening 25%,Susceptible
47,11.0,9.5962,Susceptible in quarantine,Screening 25%,Susceptible
48,12.0,10.4546,Susceptible in quarantine,Screening 25%,Susceptible
49,13.0,10.4546,Susceptible in quarantine,Screening 25%,Susceptible
50,14.0,10.4546,Susceptible in quarantine,Screening 25%,Susceptible
51,15.0,10.1712,Susceptible in quarantine,Screening 25%,Susceptible
52,16.0,9.8418,Susceptible in quarantine,Screening 25%,Susceptible
53,17.0,9.423,Susceptible in quarantine,Screening 25%,Susceptible
54,18.0,8.8925,Susceptible in quarantine,Screening 25%,Susceptible
55,19.0,8.1101,Susceptible in quarantine,Screening 25%,Susceptible
56,20.0,8.1101,Susceptible in quarantine,Screening 25%,Susceptible
57,21.0,8.1101,Susceptible in quarantine,Screening 25%,Susceptible
58,22.0,7.3984,Susceptible in quarantine,Screening 25%,Susceptible
59,23.0,6.869,Susceptible in quarantine,Screening 25%,Susceptible
60,24.0,6.3848,Susceptible in quarantine,Screening 25%,Susceptible
61,25.0,6.0032,Susceptible in quarantine,Screening 25%,Susceptible
62,26.0,5.6116,Susceptible in quarantine,Screening 25%,Susceptible
63,27.0,5.6116,Susceptible in quarantine,Screening 25%,Susceptible
64,28.0,5.6116,Susceptible in quarantine,Screening 25%,Susceptible
65,29.0,5.2965,Susceptible in quarantine,Screening 25%,Susceptible
66,30.0,5.0078,Susceptible in quarantine,Screening 25%,Susceptible
67,31.0,4.7115,Susceptible in quarantine,Screening 25%,Susceptible
68,32.0,4.3447,Susceptible in quarantine,Screening 25%,Susceptible
69,33.0,4.0819,Susceptible in quarantine,Screening 25%,Susceptible
70,34.0,4.0819,Susceptible in quarantine,Screening 25%,Susceptible
71,35.0,4.0819,Susceptible in quarantine,Screening 25%,Susceptible
72,0.0,0.0,Exposed,Screening 25%,Exposed
73,1.0,0.7642,Exposed,Screening 25%,Exposed
74,2.0,1.2374,Exposed,Screening 25%,Exposed
75,3.0,1.617,Exposed,Screening 25%,Exposed
76,4.0,1.9237,Exposed,Screening 25%,Exposed
77,5.0,2.022,Exposed,Screening 25%,Exposed
78,6.0,1.4947,Exposed,Screening 25%,Exposed
79,7.0,1.0566,Exposed,Screening 25%,Exposed
