,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,3.4067999999999756,Total infected,0%
2,3.0,10.675299999999993,Total infected,0%
3,4.0,23.024,Total infected,0%
4,5.0,42.14620000000002,Total infected,0%
5,6.0,66.86169999999998,Total infected,0%
6,7.0,86.6132,Total infected,0%
7,8.0,101.93979999999999,Total infected,0%
8,9.0,125.65730000000002,Total infected,0%
9,10.0,151.0421,Total infected,0%
10,11.0,174.45080000000002,Total infected,0%
11,12.0,193.9879,Total infected,0%
12,13.0,209.7756,Total infected,0%
13,14.0,221.0801,Total infected,0%
14,15.0,229.1883,Total infected,0%
15,16.0,235.6352,Total infected,0%
16,17.0,240.6894,Total infected,0%
17,18.0,244.4529,Total infected,0%
18,19.0,247.2885,Total infected,0%
19,20.0,249.38479999999998,Total infected,0%
20,21.0,250.8336,Total infected,0%
21,22.0,251.99599999999998,Total infected,0%
22,23.0,252.7655,Total infected,0%
23,24.0,253.2825,Total infected,0%
24,25.0,253.6914,Total infected,0%
25,26.0,254.002,Total infected,0%
26,27.0,254.2525,Total infected,0%
27,28.0,254.3967,Total infected,0%
28,29.0,254.499,Total infected,0%
29,30.0,254.6012,Total infected,0%
30,31.0,254.68529999999998,Total infected,0%
31,32.0,254.7274,Total infected,0%
32,33.0,254.76749999999998,Total infected,0%
33,34.0,254.7996,Total infected,0%
34,35.0,254.8296,Total infected,0%
35,36.0,254.8496,Total infected,0%
36,37.0,254.8758,Total infected,0%
37,38.0,254.8878,Total infected,0%
38,39.0,254.90179999999998,Total infected,0%
39,40.0,254.9178,Total infected,0%
40,41.0,254.9318,Total infected,0%
41,42.0,254.9419,Total infected,0%
42,43.0,254.9499,Total infected,0%
43,44.0,254.9639,Total infected,0%
44,45.0,254.9779,Total infected,0%
45,46.0,254.98399999999998,Total infected,0%
46,47.0,254.9899,Total infected,0%
47,48.0,255.00799999999998,Total infected,0%
48,49.0,255.01,Total infected,0%
49,50.0,255.014,Total infected,0%
50,51.0,255.022,Total infected,0%
51,52.0,255.0221,Total infected,0%
52,53.0,255.0241,Total infected,0%
53,54.0,255.0281,Total infected,0%
54,55.0,255.0321,Total infected,0%
55,56.0,255.0341,Total infected,0%
56,57.0,255.0401,Total infected,0%
57,58.0,255.0461,Total infected,0%
58,59.0,255.0481,Total infected,0%
59,60.0,255.0501,Total infected,0%
60,1.0,0.0,Total infected,10%
61,2.0,3.144299999999987,Total infected,10%
62,3.0,9.673400000000015,Total infected,10%
63,4.0,20.64330000000001,Total infected,10%
64,5.0,37.24449999999999,Total infected,10%
65,6.0,59.2285,Total infected,10%
66,7.0,76.43689999999998,Total infected,10%
67,8.0,90.30860000000001,Total infected,10%
68,9.0,111.61519999999999,Total infected,10%
69,10.0,135.1022,Total infected,10%
70,11.0,157.0962,Total infected,10%
71,12.0,176.038,Total infected,10%
72,13.0,191.7375,Total infected,10%
73,14.0,203.1223,Total infected,10%
74,15.0,211.2024,Total infected,10%
75,16.0,218.0241,Total infected,10%
76,17.0,223.1624,Total infected,10%
77,18.0,227.0782,Total infected,10%
78,19.0,230.0501,Total infected,10%
79,20.0,232.1883,Total infected,10%
80,21.0,233.77960000000002,Total infected,10%
81,22.0,234.8336,Total infected,10%
82,23.0,235.7435,Total infected,10%
83,24.0,236.33859999999999,Total infected,10%
84,25.0,236.7956,Total infected,10%
85,26.0,237.1463,Total infected,10%
86,27.0,237.4248,Total infected,10%
87,28.0,237.6633,Total infected,10%
88,29.0,237.82760000000002,Total infected,10%
89,30.0,237.9118,Total infected,10%
90,31.0,238.0,Total infected,10%
91,32.0,238.0861,Total infected,10%
92,33.0,238.1283,Total infected,10%
93,34.0,238.16230000000002,Total infected,10%
94,35.0,238.2004,Total infected,10%
95,36.0,238.2224,Total infected,10%
96,37.0,238.2524,Total infected,10%
97,38.0,238.2766,Total infected,10%
98,39.0,238.2966,Total infected,10%
99,40.0,238.3066,Total infected,10%
100,41.0,238.3246,Total infected,10%
101,42.0,238.3306,Total infected,10%
102,43.0,238.3346,Total infected,10%
103,44.0,238.3467,Total infected,10%
104,45.0,238.3527,Total infected,10%
105,46.0,238.3607,Total infected,10%
106,47.0,238.36270000000002,Total infected,10%
107,48.0,238.3707,Total infected,10%
108,49.0,238.3848,Total infected,10%
109,50.0,238.3868,Total infected,10%
110,51.0,238.3868,Total infected,10%
111,52.0,238.3928,Total infected,10%
112,53.0,238.4008,Total infected,10%
113,54.0,238.4068,Total infected,10%
114,55.0,238.4148,Total infected,10%
115,56.0,238.4169,Total infected,10%
116,57.0,238.4229,Total infected,10%
117,58.0,238.4289,Total infected,10%
118,59.0,238.4369,Total infected,10%
119,60.0,238.4389,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,2.4750000000000227,Total infected,40%
122,3.0,7.404800000000023,Total infected,40%
123,4.0,15.168299999999988,Total infected,40%
124,5.0,26.5831,Total infected,40%
125,6.0,41.59519999999998,Total infected,40%
