,day,cumulative_infected,left,right,type_pretty,efficacy,policy
42,43.0,0.6765806896551724,0.6841220689655172,0.6690396551724138,0%,Vaccine Efficacy 100%,D1
43,44.0,0.6817155172413792,0.6890824137931034,0.674348275862069,0%,Vaccine Efficacy 100%,D1
44,45.0,0.6868427586206896,0.6940551724137931,0.6796303448275861,0%,Vaccine Efficacy 100%,D1
45,46.0,0.6919013793103448,0.6989358620689655,0.6848662068965518,0%,Vaccine Efficacy 100%,D1
46,47.0,0.6972913793103448,0.7041431034482759,0.6904393103448275,0%,Vaccine Efficacy 100%,D1
47,48.0,0.7022251724137931,0.7087824137931035,0.6956679310344828,0%,Vaccine Efficacy 100%,D1
48,49.0,0.7063710344827586,0.7126848275862069,0.7000575862068966,0%,Vaccine Efficacy 100%,D1
49,50.0,0.7097575862068966,0.7156741379310345,0.7038406896551724,0%,Vaccine Efficacy 100%,D1
50,51.0,0.7133858620689655,0.7191262068965517,0.7076441379310345,0%,Vaccine Efficacy 100%,D1
51,52.0,0.7168751724137931,0.7224462068965517,0.7113041379310345,0%,Vaccine Efficacy 100%,D1
52,53.0,0.7209796551724137,0.72637,0.71559,0%,Vaccine Efficacy 100%,D1
53,54.0,0.7250086206896552,0.7303424137931035,0.7196748275862068,0%,Vaccine Efficacy 100%,D1
54,55.0,0.7293551724137931,0.7344758620689655,0.7242341379310344,0%,Vaccine Efficacy 100%,D1
55,56.0,0.7327410344827586,0.7376544827586207,0.727828275862069,0%,Vaccine Efficacy 100%,D1
56,57.0,0.735491724137931,0.7402503448275861,0.7307324137931034,0%,Vaccine Efficacy 100%,D1
57,58.0,0.7384837931034482,0.7431527586206896,0.7338151724137931,0%,Vaccine Efficacy 100%,D1
58,59.0,0.7415106896551724,0.7461034482758621,0.7369179310344828,0%,Vaccine Efficacy 100%,D1
59,60.0,0.7446824137931034,0.7491496551724138,0.7402148275862069,0%,Vaccine Efficacy 100%,D1
60,1.0,0.0,0.0012420689655171153,-0.0012420689655171153,10%,Vaccine Efficacy 100%,D1
61,2.0,0.0044086206896552,0.006703103448275811,0.002114482758620711,10%,Vaccine Efficacy 100%,D1
62,3.0,0.013696551724137862,0.018034482758620754,0.00935793103448273,10%,Vaccine Efficacy 100%,D1
63,4.0,0.02975586206896541,0.03666034482758607,0.022852068965517187,10%,Vaccine Efficacy 100%,D1
64,5.0,0.05444689655172416,0.06391344827586204,0.044979999999999964,10%,Vaccine Efficacy 100%,D1
65,6.0,0.08973827586206888,0.0993596551724138,0.08011689655172435,10%,Vaccine Efficacy 100%,D1
66,7.0,0.11831965517241372,0.12808448275862078,0.10855448275862084,10%,Vaccine Efficacy 100%,D1
67,8.0,0.14093724137931038,0.15758344827586213,0.1242910344827586,10%,Vaccine Efficacy 100%,D1
68,9.0,0.16978793103448261,0.18686448275862066,0.15271137931034487,10%,Vaccine Efficacy 100%,D1
69,10.0,0.20255000000000006,0.2198451724137932,0.18525448275862072,10%,Vaccine Efficacy 100%,D1
70,11.0,0.2395620689655173,0.2565341379310345,0.22258965517241375,10%,Vaccine Efficacy 100%,D1
71,12.0,0.2789444827586206,0.29587034482758623,0.2620172413793104,10%,Vaccine Efficacy 100%,D1
72,13.0,0.3183058620689655,0.33446758620689665,0.3021431034482758,10%,Vaccine Efficacy 100%,D1
73,14.0,0.34841379310344833,0.3635879310344828,0.3332400000000001,10%,Vaccine Efficacy 100%,D1
74,15.0,0.37041655172413795,0.38401896551724135,0.3568141379310344,10%,Vaccine Efficacy 100%,D1
75,16.0,0.388073448275862,0.4010324137931034,0.3751131034482759,10%,Vaccine Efficacy 100%,D1
76,17.0,0.40400827586206894,0.41652586206896547,0.39148965517241385,10%,Vaccine Efficacy 100%,D1
77,18.0,0.4177665517241379,0.42986586206896543,0.40566689655172417,10%,Vaccine Efficacy 100%,D1
78,19.0,0.429901724137931,0.4415665517241379,0.41823482758620684,10%,Vaccine Efficacy 100%,D1
79,20.0,0.44048827586206896,0.45180413793103447,0.4291713793103448,10%,Vaccine Efficacy 100%,D1
80,21.0,0.44799206896551735,0.45916620689655163,0.4368186206896551,10%,Vaccine Efficacy 100%,D1
81,22.0,0.45342379310344827,0.4656162068965517,0.44123137931034484,10%,Vaccine Efficacy 100%,D1
82,23.0,0.4584344827586207,0.4703896551724138,0.4464786206896551,10%,Vaccine Efficacy 100%,D1
83,24.0,0.4640520689655173,0.47566551724137923,0.4524386206896552,10%,Vaccine Efficacy 100%,D1
84,25.0,0.4693389655172413,0.4807220689655173,0.45795482758620687,10%,Vaccine Efficacy 100%,D1
85,26.0,0.47556482758620683,0.4866289655172414,0.4645013793103448,10%,Vaccine Efficacy 100%,D1
86,27.0,0.48262793103448265,0.4930972413793103,0.47215689655172416,10%,Vaccine Efficacy 100%,D1
87,28.0,0.48890241379310345,0.4991365517241379,0.4786675862068965,10%,Vaccine Efficacy 100%,D1
88,29.0,0.4942575862068965,0.5036668965517241,0.48484827586206897,10%,Vaccine Efficacy 100%,D1
89,30.0,0.5011606896551725,0.5102634482758621,0.49205758620689655,10%,Vaccine Efficacy 100%,D1
90,31.0,0.5099027586206897,0.51898,0.5008255172413792,10%,Vaccine Efficacy 100%,D1
91,32.0,0.519598275862069,0.5284241379310345,0.5107720689655172,10%,Vaccine Efficacy 100%,D1
92,33.0,0.5303572413793103,0.5391403448275862,0.5215748275862069,10%,Vaccine Efficacy 100%,D1
93,34.0,0.5418420689655172,0.5501489655172414,0.5335358620689655,10%,Vaccine Efficacy 100%,D1
94,35.0,0.5507844827586207,0.5586210344827587,0.5429475862068965,10%,Vaccine Efficacy 100%,D1
95,36.0,0.5579572413793102,0.5659248275862069,0.5499896551724138,10%,Vaccine Efficacy 100%,D1
96,37.0,0.5654693103448276,0.5733627586206896,0.557574827586207,10%,Vaccine Efficacy 100%,D1
97,38.0,0.5735748275862069,0.5814203448275862,0.5657289655172414,10%,Vaccine Efficacy 100%,D1
98,39.0,0.5809762068965517,0.5886451724137932,0.5733068965517242,10%,Vaccine Efficacy 100%,D1
99,40.0,0.5885772413793103,0.5961244827586207,0.5810299999999999,10%,Vaccine Efficacy 100%,D1
100,41.0,0.5958055172413793,0.6031,0.5885110344827587,10%,Vaccine Efficacy 100%,D1
101,42.0,0.6019903448275862,0.6089534482758621,0.5950272413793104,10%,Vaccine Efficacy 100%,D1
102,43.0,0.6064541379310345,0.6134065517241379,0.5995024137931035,10%,Vaccine Efficacy 100%,D1
103,44.0,0.6112568965517241,0.6180465517241379,0.6044679310344828,10%,Vaccine Efficacy 100%,D1
104,45.0,0.6160320689655172,0.6227055172413793,0.6093589655172413,10%,Vaccine Efficacy 100%,D1
105,46.0,0.6210006896551723,0.6274827586206897,0.614518275862069,10%,Vaccine Efficacy 100%,D1
106,47.0,0.6258444827586207,0.6322424137931034,0.6194475862068965,10%,Vaccine Efficacy 100%,D1
107,48.0,0.6305437931034482,0.6366827586206897,0.624405172413793,10%,Vaccine Efficacy 100%,D1
108,49.0,0.6343306896551724,0.6402637931034483,0.628398275862069,10%,Vaccine Efficacy 100%,D1
109,50.0,0.6374679310344827,0.6428710344827586,0.6320658620689655,10%,Vaccine Efficacy 100%,D1
110,51.0,0.6406744827586207,0.6459162068965517,0.6354327586206897,10%,Vaccine Efficacy 100%,D1
111,52.0,0.6441641379310344,0.649256551724138,0.6390713793103449,10%,Vaccine Efficacy 100%,D1
112,53.0,0.6478475862068965,0.6528458620689656,0.6428489655172414,10%,Vaccine Efficacy 100%,D1
113,54.0,0.6514689655172413,0.6563479310344827,0.6465889655172414,10%,Vaccine Efficacy 100%,D1
114,55.0,0.6550275862068965,0.6597037931034483,0.6503510344827587,10%,Vaccine Efficacy 100%,D1
115,56.0,0.6579782758620689,0.6625086206896552,0.653446896551724,10%,Vaccine Efficacy 100%,D1
116,57.0,0.660631724137931,0.6650296551724137,0.6562341379310346,10%,Vaccine Efficacy 100%,D1
117,58.0,0.663043448275862,0.6673544827586207,0.6587331034482758,10%,Vaccine Efficacy 100%,D1
118,59.0,0.6656072413793103,0.6698255172413793,0.6613893103448276,10%,Vaccine Efficacy 100%,D1
119,60.0,0.6683779310344827,0.6724775862068966,0.6642789655172413,10%,Vaccine Efficacy 100%,D1
120,1.0,0.0,0.001022413793103577,-0.001022413793103577,40%,Vaccine Efficacy 100%,D1
121,2.0,0.002999310344827579,0.004662068965517157,0.0013358620689653685,40%,Vaccine Efficacy 100%,D1
122,3.0,0.008983448275861958,0.011593793103448378,0.0063734482758620505,40%,Vaccine Efficacy 100%,D1
123,4.0,0.017994482758620797,0.021910344827586154,0.014078965517241363,40%,Vaccine Efficacy 100%,D1
124,5.0,0.031006551724137885,0.03605344827586217,0.025960000000000115,40%,Vaccine Efficacy 100%,D1
125,6.0,0.048303448275862006,0.05347103448275859,0.0431355172413793,40%,Vaccine Efficacy 100%,D1
126,7.0,0.06344379310344835,0.06866586206896547,0.05822241379310346,40%,Vaccine Efficacy 100%,D1
127,8.0,0.07609000000000002,0.08569724137931048,0.06648310344827568,40%,Vaccine Efficacy 100%,D1
128,9.0,0.0929517241379311,0.10292310344827578,0.08297965517241378,40%,Vaccine Efficacy 100%,D1
129,10.0,0.11297827586206886,0.12329724137931027,0.10265827586206891,40%,Vaccine Efficacy 100%,D1
130,11.0,0.1348696551724137,0.14531896551724133,0.12442068965517239,40%,Vaccine Efficacy 100%,D1
131,12.0,0.15812965517241376,0.16862275862068965,0.14763758620689663,40%,Vaccine Efficacy 100%,D1
132,13.0,0.1831044827586207,0.1934086206896552,0.17279965517241386,40%,Vaccine Efficacy 100%,D1
133,14.0,0.2020527586206897,0.2119727586206897,0.19213206896551724,40%,Vaccine Efficacy 100%,D1
134,15.0,0.217296551724138,0.22742655172413784,0.20716655172413798,40%,Vaccine Efficacy 100%,D1
135,16.0,0.23129034482758618,0.24124103448275863,0.2213393103448276,40%,Vaccine Efficacy 100%,D1
136,17.0,0.2446406896551725,0.25439586206896564,0.23488586206896556,40%,Vaccine Efficacy 100%,D1
137,18.0,0.2576806896551724,0.26720517241379316,0.2481565517241379,40%,Vaccine Efficacy 100%,D1
138,19.0,0.2701055172413793,0.27932448275862065,0.26088724137931024,40%,Vaccine Efficacy 100%,D1
139,20.0,0.2821851724137931,0.2910572413793103,0.2733127586206896,40%,Vaccine Efficacy 100%,D1
140,21.0,0.29101,0.299481724137931,0.282538275862069,40%,Vaccine Efficacy 100%,D1
141,22.0,0.2974848275862069,0.30633241379310344,0.28863724137931035,40%,Vaccine Efficacy 100%,D1
142,23.0,0.30335172413793104,0.31201448275862065,0.2946889655172414,40%,Vaccine Efficacy 100%,D1
143,24.0,0.3093086206896552,0.31767655172413795,0.30094034482758625,40%,Vaccine Efficacy 100%,D1
144,25.0,0.31469827586206894,0.32288,0.3065172413793103,40%,Vaccine Efficacy 100%,D1
145,26.0,0.3201713793103448,0.3280682758620689,0.3122741379310344,40%,Vaccine Efficacy 100%,D1
146,27.0,0.3251951724137931,0.3326796551724138,0.3177110344827586,40%,Vaccine Efficacy 100%,D1
147,28.0,0.32939655172413795,0.3366255172413793,0.322168275862069,40%,Vaccine Efficacy 100%,D1
148,29.0,0.33310034482758616,0.3395165517241379,0.32668482758620687,40%,Vaccine Efficacy 100%,D1
149,30.0,0.3373296551724138,0.34348965517241375,0.33116999999999996,40%,Vaccine Efficacy 100%,D1
150,31.0,0.34198103448275863,0.3479575862068966,0.3360037931034483,40%,Vaccine Efficacy 100%,D1
151,32.0,0.3467351724137931,0.35258482758620685,0.340884827586207,40%,Vaccine Efficacy 100%,D1
152,33.0,0.35173793103448275,0.3574713793103448,0.3460048275862069,40%,Vaccine Efficacy 100%,D1
153,34.0,0.3569551724137931,0.3624424137931034,0.351468275862069,40%,Vaccine Efficacy 100%,D1
154,35.0,0.3613713793103448,0.3666882758620689,0.3560548275862069,40%,Vaccine Efficacy 100%,D1
155,36.0,0.3649444827586207,0.3699875862068966,0.35990034482758626,40%,Vaccine Efficacy 100%,D1
156,37.0,0.36881379310344825,0.3738655172413793,0.36376172413793106,40%,Vaccine Efficacy 100%,D1
157,38.0,0.37322206896551724,0.3781593103448276,0.36828551724137926,40%,Vaccine Efficacy 100%,D1
158,39.0,0.3775203448275862,0.3824231034482758,0.37261827586206897,40%,Vaccine Efficacy 100%,D1
159,40.0,0.3823162068965517,0.38717206896551726,0.3774603448275862,40%,Vaccine Efficacy 100%,D1
160,41.0,0.387388275862069,0.39207482758620693,0.38270241379310344,40%,Vaccine Efficacy 100%,D1
161,42.0,0.3915968965517241,0.39613241379310343,0.3870620689655172,40%,Vaccine Efficacy 100%,D1
162,43.0,0.3948862068965517,0.3993968965517241,0.3903748275862069,40%,Vaccine Efficacy 100%,D1
163,44.0,0.39834137931034486,0.40281,0.3938731034482758,40%,Vaccine Efficacy 100%,D1
164,45.0,0.40192793103448277,0.4062410344827586,0.3976148275862069,40%,Vaccine Efficacy 100%,D1
165,46.0,0.40561758620689653,0.4098451724137931,0.40139068965517244,40%,Vaccine Efficacy 100%,D1
166,47.0,0.4091565517241379,0.41332896551724135,0.4049837931034483,40%,Vaccine Efficacy 100%,D1
167,48.0,0.4129844827586207,0.4169796551724138,0.40898931034482755,40%,Vaccine Efficacy 100%,D1
168,49.0,0.4158175862068965,0.41962310344827586,0.41201275862068965,40%,Vaccine Efficacy 100%,D1
169,50.0,0.41829172413793103,0.4219889655172414,0.41459482758620686,40%,Vaccine Efficacy 100%,D1
170,51.0,0.4209034482758621,0.42448862068965515,0.4173193103448276,40%,Vaccine Efficacy 100%,D1
171,52.0,0.4233775862068966,0.42690793103448277,0.41984758620689655,40%,Vaccine Efficacy 100%,D1
172,53.0,0.42576206896551727,0.42922965517241385,0.42229379310344833,40%,Vaccine Efficacy 100%,D1
173,54.0,0.4283675862068965,0.4317172413793104,0.4250168965517241,40%,Vaccine Efficacy 100%,D1
174,55.0,0.43084068965517247,0.4340513793103448,0.4276303448275862,40%,Vaccine Efficacy 100%,D1
175,56.0,0.43290724137931036,0.43606413793103443,0.42975034482758623,40%,Vaccine Efficacy 100%,D1
176,57.0,0.43469034482758623,0.4376962068965517,0.4316837931034483,40%,Vaccine Efficacy 100%,D1
177,58.0,0.4366665517241379,0.4396403448275862,0.4336927586206896,40%,Vaccine Efficacy 100%,D1
178,59.0,0.438608275862069,0.441531724137931,0.4356851724137931,40%,Vaccine Efficacy 100%,D1
179,60.0,0.4406813793103448,0.44350103448275857,0.437861724137931,40%,Vaccine Efficacy 100%,D1
180,1.0,0.0,0.0006689655172414373,-0.0006689655172414373,70%,Vaccine Efficacy 100%,D1
181,2.0,0.0013751724137930836,0.002330344827586142,0.00041965517241390537,70%,Vaccine Efficacy 100%,D1
182,3.0,0.0038493103448276685,0.00511827586206903,0.00257999999999999,70%,Vaccine Efficacy 100%,D1
183,4.0,0.0077396551724138495,0.009453793103448294,0.0060255172413792085,70%,Vaccine Efficacy 100%,D1
184,5.0,0.012839310344827482,0.014956206896551819,0.010722758620689657,70%,Vaccine Efficacy 100%,D1
185,6.0,0.018678965517241373,0.02084551724137939,0.016512068965517237,70%,Vaccine Efficacy 100%,D1
186,7.0,0.02381310344827586,0.026040000000000025,0.021586206896551694,70%,Vaccine Efficacy 100%,D1
187,8.0,0.028615517241379274,0.032037586206896625,0.025193793103448242,70%,Vaccine Efficacy 100%,D1
188,9.0,0.03473827586206892,0.038392758620689596,0.031084137931034563,70%,Vaccine Efficacy 100%,D1
189,10.0,0.04169689655172419,0.04547413793103448,0.03792000000000002,70%,Vaccine Efficacy 100%,D1
190,11.0,0.04936103448275868,0.05326344827586201,0.04545793103448271,70%,Vaccine Efficacy 100%,D1
191,12.0,0.05772275862068964,0.06181448275862067,0.05363034482758618,70%,Vaccine Efficacy 100%,D1
192,13.0,0.06654724137931034,0.07073206896551718,0.06236137931034474,70%,Vaccine Efficacy 100%,D1
193,14.0,0.07405862068965509,0.07813103448275867,0.06998551724137926,70%,Vaccine Efficacy 100%,D1
194,15.0,0.08004275862068966,0.08461862068965517,0.07546724137931027,70%,Vaccine Efficacy 100%,D1
195,16.0,0.0866906896551725,0.09123931034482764,0.08214206896551716,70%,Vaccine Efficacy 100%,D1
196,17.0,0.09359413793103441,0.09815137931034491,0.08903655172413798,70%,Vaccine Efficacy 100%,D1
197,18.0,0.1006013793103448,0.10519275862068965,0.09600999999999996,70%,Vaccine Efficacy 100%,D1
198,19.0,0.1076568965517242,0.11225758620689665,0.1030555172413793,70%,Vaccine Efficacy 100%,D1
199,20.0,0.11529310344827587,0.1198248275862069,0.11075965517241375,70%,Vaccine Efficacy 100%,D1
200,21.0,0.12098000000000003,0.12538793103448279,0.11657172413793115,70%,Vaccine Efficacy 100%,D1
201,22.0,0.12562379310344832,0.1300210344827586,0.1212262068965517,70%,Vaccine Efficacy 100%,D1
202,23.0,0.1304610344827586,0.13480931034482754,0.12611241379310342,70%,Vaccine Efficacy 100%,D1
203,24.0,0.13495310344827588,0.1392910344827586,0.13061482758620688,70%,Vaccine Efficacy 100%,D1
204,25.0,0.13961655172413792,0.14388103448275866,0.13535344827586207,70%,Vaccine Efficacy 100%,D1
205,26.0,0.14443379310344834,0.14865103448275863,0.14021620689655173,70%,Vaccine Efficacy 100%,D1
206,27.0,0.14909103448275862,0.15312310344827584,0.14505965517241376,70%,Vaccine Efficacy 100%,D1
207,28.0,0.15282275862068967,0.15672068965517247,0.1489255172413793,70%,Vaccine Efficacy 100%,D1
208,29.0,0.1559396551724138,0.15962724137931034,0.1522520689655172,70%,Vaccine Efficacy 100%,D1
209,30.0,0.1589524137931035,0.16260724137931037,0.1552979310344828,70%,Vaccine Efficacy 100%,D1
210,31.0,0.16180620689655173,0.1653679310344828,0.15824448275862066,70%,Vaccine Efficacy 100%,D1
211,32.0,0.16504758620689655,0.1685644827586207,0.16153034482758616,70%,Vaccine Efficacy 100%,D1
212,33.0,0.1678941379310345,0.17136241379310344,0.16442620689655177,70%,Vaccine Efficacy 100%,D1
213,34.0,0.17111482758620689,0.17448620689655173,0.16774344827586207,70%,Vaccine Efficacy 100%,D1
214,35.0,0.17371310344827587,0.17695379310344825,0.17047206896551717,70%,Vaccine Efficacy 100%,D1
215,36.0,0.17558551724137933,0.1785768965517242,0.17259413793103448,70%,Vaccine Efficacy 100%,D1
216,37.0,0.17788034482758627,0.1808344827586207,0.17492551724137928,70%,Vaccine Efficacy 100%,D1
217,38.0,0.18018793103448277,0.1831286206896552,0.17724724137931036,70%,Vaccine Efficacy 100%,D1
218,39.0,0.18253758620689656,0.1853875862068966,0.17968689655172418,70%,Vaccine Efficacy 100%,D1
219,40.0,0.18474862068965517,0.18758655172413796,0.18191137931034482,70%,Vaccine Efficacy 100%,D1
220,41.0,0.18691206896551724,0.1896179310344827,0.18420586206896553,70%,Vaccine Efficacy 100%,D1
221,42.0,0.18894344827586207,0.19153413793103444,0.1863527586206897,70%,Vaccine Efficacy 100%,D1
222,43.0,0.1905810344827586,0.19304172413793105,0.18812068965517242,70%,Vaccine Efficacy 100%,D1
223,44.0,0.19234344827586203,0.19476999999999994,0.1899168965517241,70%,Vaccine Efficacy 100%,D1
224,45.0,0.19375310344827587,0.19615896551724138,0.19134689655172413,70%,Vaccine Efficacy 100%,D1
225,46.0,0.19534931034482755,0.1977058620689655,0.19299310344827583,70%,Vaccine Efficacy 100%,D1
226,47.0,0.19706965517241373,0.19938586206896552,0.19475379310344829,70%,Vaccine Efficacy 100%,D1
227,48.0,0.19877689655172412,0.2010041379310345,0.19654965517241382,70%,Vaccine Efficacy 100%,D1
228,49.0,0.20015862068965515,0.2023203448275862,0.19799758620689653,70%,Vaccine Efficacy 100%,D1
229,50.0,0.20129896551724138,0.20341827586206895,0.19918000000000002,70%,Vaccine Efficacy 100%,D1
230,51.0,0.2028124137931034,0.20489965517241376,0.2007258620689655,70%,Vaccine Efficacy 100%,D1
231,52.0,0.20409793103448276,0.20611793103448278,0.20207793103448274,70%,Vaccine Efficacy 100%,D1
232,53.0,0.205431724137931,0.20741827586206893,0.20344482758620688,70%,Vaccine Efficacy 100%,D1
233,54.0,0.20669620689655174,0.20866241379310346,0.2047296551724138,70%,Vaccine Efficacy 100%,D1
234,55.0,0.2079055172413793,0.20981689655172417,0.20599413793103452,70%,Vaccine Efficacy 100%,D1
235,56.0,0.2090734482758621,0.21091379310344824,0.20723310344827586,70%,Vaccine Efficacy 100%,D1
236,57.0,0.21002689655172416,0.21184310344827592,0.2082103448275862,70%,Vaccine Efficacy 100%,D1
237,58.0,0.21109137931034483,0.21288137931034484,0.20930068965517246,70%,Vaccine Efficacy 100%,D1
238,59.0,0.21199,0.213788275862069,0.2101906896551724,70%,Vaccine Efficacy 100%,D1
239,60.0,0.21299896551724137,0.21473724137931033,0.21125931034482756,70%,Vaccine Efficacy 100%,D1
240,1.0,0.0,0.0013055172413793303,-0.0013055172413793303,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
241,2.0,0.004332758620689517,0.0067017241379309376,0.0019641379310346096,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
242,3.0,0.014878275862069022,0.019770689655172584,0.00998551724137934,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
243,4.0,0.03306620689655174,0.04112655172413787,0.025005862068965615,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
244,5.0,0.062303793103448135,0.07335655172413806,0.05125172413793103,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
245,6.0,0.10398034482758632,0.11553655172413779,0.09242413793103448,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
246,7.0,0.13722655172413797,0.1492072413793103,0.1252451724137931,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
247,8.0,0.16459103448275855,0.17897896551724135,0.15020344827586207,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
248,9.0,0.2149055172413793,0.23056999999999997,0.19924172413793104,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
249,10.0,0.27900620689655165,0.2949544827586207,0.26305827586206887,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
250,11.0,0.34983793103448285,0.36584275862068966,0.3338317241379311,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
251,12.0,0.41907931034482765,0.4344165517241379,0.4037420689655172,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
252,13.0,0.48226103448275864,0.4965531034482759,0.4679693103448275,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
253,14.0,0.5291896551724138,0.542526551724138,0.515851724137931,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
254,15.0,0.5635272413793103,0.5758493103448276,0.5512044827586207,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
255,16.0,0.5974362068965517,0.6088837931034483,0.5859889655172414,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
256,17.0,0.626791724137931,0.6375124137931034,0.6160710344827586,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
257,18.0,0.6510403448275861,0.6613327586206896,0.6407468965517241,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
258,19.0,0.6706934482758621,0.6804413793103449,0.6609444827586207,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
259,20.0,0.6863037931034482,0.6958279310344827,0.6767789655172414,0%,Vaccine Efficacy 100%,W0 (Nov/Dec)
