,day,agents,type,type_of_screening_pretty,group
0,0.0,240.0,Susceptible,Screening 25%,Susceptible
1,1.0,237.6703,Susceptible,Screening 25%,Susceptible
2,2.0,236.5819,Susceptible,Screening 25%,Susceptible
3,3.0,235.3256,Susceptible,Screening 25%,Susceptible
4,4.0,233.7658,Susceptible,Screening 25%,Susceptible
5,5.0,232.1407,Susceptible,Screening 25%,Susceptible
6,6.0,231.9226,Susceptible,Screening 25%,Susceptible
7,7.0,231.591,Susceptible,Screening 25%,Susceptible
8,8.0,229.5206,Susceptible,Screening 25%,Susceptible
9,9.0,227.81,Susceptible,Screening 25%,Susceptible
10,10.0,226.2301,Susceptible,Screening 25%,Susceptible
11,11.0,224.791,Susceptible,Screening 25%,Susceptible
12,12.0,223.1719,Susceptible,Screening 25%,Susceptible
13,13.0,222.8633,Susceptible,Screening 25%,Susceptible
14,14.0,222.7206,Susceptible,Screening 25%,Susceptible
15,15.0,221.5789,Susceptible,Screening 25%,Susceptible
16,16.0,220.4603,Susceptible,Screening 25%,Susceptible
17,17.0,219.5266,Susceptible,Screening 25%,Susceptible
18,18.0,218.594,Susceptible,Screening 25%,Susceptible
19,19.0,217.5216,Susceptible,Screening 25%,Susceptible
20,20.0,217.5276,Susceptible,Screening 25%,Susceptible
21,21.0,217.3718,Susceptible,Screening 25%,Susceptible
22,22.0,216.8462,Susceptible,Screening 25%,Susceptible
23,23.0,216.1789,Susceptible,Screening 25%,Susceptible
24,24.0,215.2854,Susceptible,Screening 25%,Susceptible
25,25.0,214.4121,Susceptible,Screening 25%,Susceptible
26,26.0,213.8241,Susceptible,Screening 25%,Susceptible
27,27.0,213.9698,Susceptible,Screening 25%,Susceptible
28,28.0,213.9176,Susceptible,Screening 25%,Susceptible
29,29.0,213.4332,Susceptible,Screening 25%,Susceptible
30,30.0,212.8884,Susceptible,Screening 25%,Susceptible
31,31.0,212.3136,Susceptible,Screening 25%,Susceptible
32,32.0,211.7457,Susceptible,Screening 25%,Susceptible
33,33.0,211.2593,Susceptible,Screening 25%,Susceptible
34,34.0,211.3457,Susceptible,Screening 25%,Susceptible
35,35.0,211.5688,Susceptible,Screening 25%,Susceptible
36,0.0,0.0,Susceptible in quarantine,Screening 25%,Susceptible
37,1.0,0.5537,Susceptible in quarantine,Screening 25%,Susceptible
38,2.0,0.9578,Susceptible in quarantine,Screening 25%,Susceptible
39,3.0,1.4111,Susceptible in quarantine,Screening 25%,Susceptible
40,4.0,1.9256,Susceptible in quarantine,Screening 25%,Susceptible
41,5.0,2.3839,Susceptible in quarantine,Screening 25%,Susceptible
42,6.0,2.602,Susceptible in quarantine,Screening 25%,Susceptible
43,7.0,2.9337,Susceptible in quarantine,Screening 25%,Susceptible
44,8.0,3.8210999999999995,Susceptible in quarantine,Screening 25%,Susceptible
45,9.0,4.4825,Susceptible in quarantine,Screening 25%,Susceptible
46,10.0,4.9709,Susceptible in quarantine,Screening 25%,Susceptible
47,11.0,5.3779,Susceptible in quarantine,Screening 25%,Susceptible
48,12.0,5.8924,Susceptible in quarantine,Screening 25%,Susceptible
49,13.0,6.2010000000000005,Susceptible in quarantine,Screening 25%,Susceptible
50,14.0,6.3437,Susceptible in quarantine,Screening 25%,Susceptible
51,15.0,6.3749,Susceptible in quarantine,Screening 25%,Susceptible
52,16.0,6.5326,Susceptible in quarantine,Screening 25%,Susceptible
53,17.0,6.5517,Susceptible in quarantine,Screening 25%,Susceptible
54,18.0,6.541600000000001,Susceptible in quarantine,Screening 25%,Susceptible
55,19.0,6.6,Susceptible in quarantine,Screening 25%,Susceptible
56,20.0,6.5939,Susceptible in quarantine,Screening 25%,Susceptible
57,21.0,6.749699999999999,Susceptible in quarantine,Screening 25%,Susceptible
58,22.0,6.2704,Susceptible in quarantine,Screening 25%,Susceptible
59,23.0,6.0091,Susceptible in quarantine,Screening 25%,Susceptible
60,24.0,5.900500000000001,Susceptible in quarantine,Screening 25%,Susceptible
61,25.0,5.9548,Susceptible in quarantine,Screening 25%,Susceptible
62,26.0,5.8774,Susceptible in quarantine,Screening 25%,Susceptible
