,day,agents,type,type_of_screening_pretty,group
0,0.0,240.0,Susceptible,Screening 25%,Susceptible
1,1.0,237.7236,Susceptible,Screening 25%,Susceptible
2,2.0,234.199,Susceptible,Screening 25%,Susceptible
3,3.0,228.8131,Susceptible,Screening 25%,Susceptible
4,4.0,220.5025,Susceptible,Screening 25%,Susceptible
5,5.0,209.3256,Susceptible,Screening 25%,Susceptible
6,6.0,205.5719,Susceptible,Screening 25%,Susceptible
7,7.0,202.0141,Susceptible,Screening 25%,Susceptible
8,8.0,184.1116,Susceptible,Screening 25%,Susceptible
9,9.0,165.396,Susceptible,Screening 25%,Susceptible
10,10.0,146.404,Susceptible,Screening 25%,Susceptible
11,11.0,127.5729,Susceptible,Screening 25%,Susceptible
12,12.0,109.0764,Susceptible,Screening 25%,Susceptible
13,13.0,106.3638,Susceptible,Screening 25%,Susceptible
14,14.0,103.199,Susceptible,Screening 25%,Susceptible
15,15.0,85.792,Susceptible,Screening 25%,Susceptible
16,16.0,72.2121,Susceptible,Screening 25%,Susceptible
17,17.0,61.0683,Susceptible,Screening 25%,Susceptible
18,18.0,53.8734,Susceptible,Screening 25%,Susceptible
19,19.0,50.0372,Susceptible,Screening 25%,Susceptible
20,20.0,50.2734,Susceptible,Screening 25%,Susceptible
21,21.0,50.394,Susceptible,Screening 25%,Susceptible
22,22.0,52.3347,Susceptible,Screening 25%,Susceptible
23,23.0,56.0221,Susceptible,Screening 25%,Susceptible
24,24.0,61.0563,Susceptible,Screening 25%,Susceptible
25,25.0,67.0844,Susceptible,Screening 25%,Susceptible
26,26.0,73.5729,Susceptible,Screening 25%,Susceptible
27,27.0,73.9628,Susceptible,Screening 25%,Susceptible
28,28.0,74.9226,Susceptible,Screening 25%,Susceptible
29,29.0,79.1578,Susceptible,Screening 25%,Susceptible
30,30.0,82.3296,Susceptible,Screening 25%,Susceptible
31,31.0,84.9508,Susceptible,Screening 25%,Susceptible
32,32.0,85.7136,Susceptible,Screening 25%,Susceptible
33,33.0,85.8211,Susceptible,Screening 25%,Susceptible
34,34.0,85.3708,Susceptible,Screening 25%,Susceptible
35,35.0,84.8231,Susceptible,Screening 25%,Susceptible
36,0.0,0.0,Susceptible in quarantine,Screening 25%,Susceptible
37,1.0,0.0,Susceptible in quarantine,Screening 25%,Susceptible
38,2.0,0.5246,Susceptible in quarantine,Screening 25%,Susceptible
39,3.0,2.1196,Susceptible in quarantine,Screening 25%,Susceptible
40,4.0,5.7939,Susceptible in quarantine,Screening 25%,Susceptible
41,5.0,11.3407,Susceptible in quarantine,Screening 25%,Susceptible
42,6.0,13.0673,Susceptible in quarantine,Screening 25%,Susceptible
43,7.0,14.5729,Susceptible in quarantine,Screening 25%,Susceptible
44,8.0,24.3326,Susceptible in quarantine,Screening 25%,Susceptible
45,9.0,34.6704,Susceptible in quarantine,Screening 25%,Susceptible
46,10.0,45.4071,Susceptible in quarantine,Screening 25%,Susceptible
