,day,agents,type,type_of_screening_pretty
0,1.0,0.0,Infected,Screening 25%
1,2.0,0.6452,Infected,Screening 25%
2,3.0,1.7367,Infected,Screening 25%
3,4.0,3.1517,Infected,Screening 25%
4,5.0,4.7467,Infected,Screening 25%
5,6.0,7.2462,Infected,Screening 25%
6,7.0,9.0322,Infected,Screening 25%
7,8.0,9.0583,Infected,Screening 25%
8,9.0,9.9297,Infected,Screening 25%
9,10.0,11.0734,Infected,Screening 25%
10,11.0,12.0171,Infected,Screening 25%
11,12.0,11.7598,Infected,Screening 25%
12,13.0,14.7206,Infected,Screening 25%
13,14.0,15.7266,Infected,Screening 25%
14,15.0,12.8171,Infected,Screening 25%
15,16.0,11.3729,Infected,Screening 25%
16,17.0,9.9759,Infected,Screening 25%
17,18.0,8.9357,Infected,Screening 25%
18,19.0,7.6342,Infected,Screening 25%
19,20.0,8.804,Infected,Screening 25%
20,21.0,9.1859,Infected,Screening 25%
21,22.0,7.0995,Infected,Screening 25%
22,23.0,5.8422,Infected,Screening 25%
23,24.0,4.8221,Infected,Screening 25%
24,25.0,4.2714,Infected,Screening 25%
25,26.0,3.8613,Infected,Screening 25%
26,27.0,4.7347,Infected,Screening 25%
27,28.0,5.1678,Infected,Screening 25%
28,29.0,4.4724,Infected,Screening 25%
29,30.0,4.4111,Infected,Screening 25%
30,31.0,4.5296,Infected,Screening 25%
31,32.0,4.603,Infected,Screening 25%
32,33.0,4.8603,Infected,Screening 25%
33,34.0,5.9276,Infected,Screening 25%
34,35.0,6.5106,Infected,Screening 25%
35,1.0,0.0,Infected in quarantine,Screening 25%
36,2.0,0.0281,Infected in quarantine,Screening 25%
37,3.0,0.1387,Infected in quarantine,Screening 25%
38,4.0,0.47640000000000005,Infected in quarantine,Screening 25%
39,5.0,1.0814,Infected in quarantine,Screening 25%
40,6.0,1.3145,Infected in quarantine,Screening 25%
41,7.0,1.6050999999999997,Infected in quarantine,Screening 25%
42,8.0,3.1015999999999995,Infected in quarantine,Screening 25%
43,9.0,4.9005,Infected in quarantine,Screening 25%
44,10.0,7.3698999999999995,Infected in quarantine,Screening 25%
45,11.0,10.3286,Infected in quarantine,Screening 25%
46,12.0,14.129700000000001,Infected in quarantine,Screening 25%
47,13.0,14.5577,Infected in quarantine,Screening 25%
48,14.0,14.6472,Infected in quarantine,Screening 25%
49,15.0,17.5629,Infected in quarantine,Screening 25%
50,16.0,19.9557,Infected in quarantine,Screening 25%
51,17.0,22.217,Infected in quarantine,Screening 25%
52,18.0,24.1226,Infected in quarantine,Screening 25%
53,19.0,25.606099999999998,Infected in quarantine,Screening 25%
54,20.0,24.4874,Infected in quarantine,Screening 25%
55,21.0,22.8844,Infected in quarantine,Screening 25%
56,22.0,22.7498,Infected in quarantine,Screening 25%
57,23.0,22.300600000000003,Infected in quarantine,Screening 25%
58,24.0,21.5157,Infected in quarantine,Screening 25%
59,25.0,20.38,Infected in quarantine,Screening 25%
60,26.0,18.9207,Infected in quarantine,Screening 25%
61,27.0,17.337699999999998,Infected in quarantine,Screening 25%
62,28.0,15.7106,Infected in quarantine,Screening 25%
63,29.0,14.5739,Infected in quarantine,Screening 25%
64,30.0,13.1287,Infected in quarantine,Screening 25%
65,31.0,11.825099999999999,Infected in quarantine,Screening 25%
66,32.0,11.069300000000002,Infected in quarantine,Screening 25%
67,33.0,10.278400000000001,Infected in quarantine,Screening 25%
68,34.0,9.588000000000001,Infected in quarantine,Screening 25%
69,35.0,8.8543,Infected in quarantine,Screening 25%
70,1.0,0.0,Infected,Screening 50%
71,2.0,0.4653,Infected,Screening 50%
72,3.0,1.4794,Infected,Screening 50%
73,4.0,2.5588,Infected,Screening 50%
74,5.0,3.6482,Infected,Screening 50%
75,6.0,6.1337,Infected,Screening 50%
76,7.0,7.8623,Infected,Screening 50%
77,8.0,7.2372,Infected,Screening 50%
78,9.0,7.2563,Infected,Screening 50%
79,10.0,7.2895,Infected,Screening 50%
80,11.0,7.007,Infected,Screening 50%
81,12.0,6.198,Infected,Screening 50%
82,13.0,8.0623,Infected,Screening 50%
83,14.0,9.1407,Infected,Screening 50%
84,15.0,6.8905,Infected,Screening 50%
