,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,0.0,Total infected,Without screening
1,2.0,0.015099999999989677,Total infected,Without screening
2,3.0,0.028999999999996362,Total infected,Without screening
3,4.0,0.054099999999976944,Total infected,Without screening
4,5.0,0.07900000000000773,Total infected,Without screening
5,6.0,0.11320000000000618,Total infected,Without screening
6,7.0,0.15319999999999823,Total infected,Without screening
7,8.0,0.19020000000000437,Total infected,Without screening
8,9.0,0.25620000000000687,Total infected,Without screening
9,10.0,0.34039999999995985,Total infected,Without screening
10,11.0,0.4864000000000033,Total infected,Without screening
11,12.0,0.6256999999999948,Total infected,Without screening
12,13.0,0.801900000000046,Total infected,Without screening
13,14.0,0.9488999999999805,Total infected,Without screening
14,15.0,1.052000000000021,Total infected,Without screening
15,16.0,1.2231999999999914,Total infected,Without screening
16,17.0,1.4445000000000334,Total infected,Without screening
17,18.0,1.703800000000001,Total infected,Without screening
18,19.0,1.9819999999999993,Total infected,Without screening
19,20.0,2.3144000000000062,Total infected,Without screening
20,21.0,2.5855999999999995,Total infected,Without screening
21,22.0,2.764800000000008,Total infected,Without screening
22,23.0,3.038099999999986,Total infected,Without screening
23,24.0,3.374300000000005,Total infected,Without screening
24,25.0,3.7567999999999984,Total infected,Without screening
25,26.0,4.139199999999988,Total infected,Without screening
26,27.0,4.602699999999999,Total infected,Without screening
27,28.0,4.974000000000018,Total infected,Without screening
28,29.0,5.226200000000006,Total infected,Without screening
29,30.0,5.61269999999999,Total infected,Without screening
30,31.0,6.1162000000000205,Total infected,Without screening
31,32.0,6.711600000000004,Total infected,Without screening
32,33.0,7.317200000000014,Total infected,Without screening
33,34.0,8.007000000000033,Total infected,Without screening
34,35.0,8.488399999999984,Total infected,Without screening
35,1.0,0.0,Total infected,Screening 25%
36,2.0,0.010099999999994225,Total infected,Screening 25%
37,3.0,0.02010000000001355,Total infected,Screening 25%
38,4.0,0.03510000000002833,Total infected,Screening 25%
39,5.0,0.08540000000004966,Total infected,Screening 25%
40,6.0,0.14560000000003015,Total infected,Screening 25%
41,7.0,0.17080000000004247,Total infected,Screening 25%
42,8.0,0.19590000000002306,Total infected,Screening 25%
43,9.0,0.2512000000000114,Total infected,Screening 25%
44,10.0,0.3015000000000043,Total infected,Screening 25%
45,11.0,0.40200000000001523,Total infected,Screening 25%
46,12.0,0.46230000000002747,Total infected,Screening 25%
47,13.0,0.537700000000001,Total infected,Screening 25%
48,14.0,0.6081000000000074,Total infected,Screening 25%
49,15.0,0.6985000000000241,Total infected,Screening 25%
50,16.0,0.8091000000000008,Total infected,Screening 25%
51,17.0,0.974899999999991,Total infected,Screening 25%
52,18.0,1.0753999999999735,Total infected,Screening 25%
53,19.0,1.221100000000007,Total infected,Screening 25%
54,20.0,1.371799999999979,Total infected,Screening 25%
55,21.0,1.522500000000008,Total infected,Screening 25%
56,22.0,1.5576000000000079,Total infected,Screening 25%
57,23.0,1.7035000000000196,Total infected,Screening 25%
58,24.0,1.8843000000000245,Total infected,Screening 25%
59,25.0,2.0854000000000212,Total infected,Screening 25%
60,26.0,2.2914000000000385,Total infected,Screening 25%
61,27.0,2.492400000000032,Total infected,Screening 25%
62,28.0,2.6683000000000163,Total infected,Screening 25%
63,29.0,2.8141999999999996,Total infected,Screening 25%
64,30.0,3.0302000000000078,Total infected,Screening 25%
65,31.0,3.231200000000001,Total infected,Screening 25%
66,32.0,3.4423000000000172,Total infected,Screening 25%
67,33.0,3.748800000000017,Total infected,Screening 25%
68,34.0,3.989800000000031,Total infected,Screening 25%
69,35.0,4.206000000000017,Total infected,Screening 25%
70,1.0,0.0,Total infected,Screening 50%
71,2.0,0.0,Total infected,Screening 50%
72,3.0,0.02010000000001355,Total infected,Screening 50%
73,4.0,0.030200000000007776,Total infected,Screening 50%
74,5.0,0.07540000000000191,Total infected,Screening 50%
75,6.0,0.1255999999999915,Total infected,Screening 50%
76,7.0,0.15569999999999595,Total infected,Screening 50%
77,8.0,0.1909000000000276,Total infected,Screening 50%
78,9.0,0.2261000000000024,Total infected,Screening 50%
79,10.0,0.3014999999999759,Total infected,Screening 50%
80,11.0,0.39189999999996417,Total infected,Screening 50%
81,12.0,0.4673000000000229,Total infected,Screening 50%
82,13.0,0.5627000000000066,Total infected,Screening 50%
83,14.0,0.6381999999999834,Total infected,Screening 50%
84,15.0,0.7085999999999899,Total infected,Screening 50%
85,16.0,0.8392999999999802,Total infected,Screening 50%
86,17.0,0.9447999999999865,Total infected,Screening 50%
87,18.0,1.0853999999999644,Total infected,Screening 50%
88,19.0,1.1557999999999993,Total infected,Screening 50%
89,20.0,1.3818999999999733,Total infected,Screening 50%
90,21.0,1.4873999999999796,Total infected,Screening 50%
91,22.0,1.5929999999999893,Total infected,Screening 50%
92,23.0,1.7338000000000306,Total infected,Screening 50%
93,24.0,1.8644000000000176,Total infected,Screening 50%
94,25.0,2.020200000000017,Total infected,Screening 50%
95,26.0,2.12560000000002,Total infected,Screening 50%
96,27.0,2.2814000000000476,Total infected,Screening 50%
97,28.0,2.3868000000000222,Total infected,Screening 50%
98,29.0,2.4723999999999933,Total infected,Screening 50%
99,30.0,2.572800000000001,Total infected,Screening 50%
100,31.0,2.728499999999997,Total infected,Screening 50%
101,32.0,2.8693000000000097,Total infected,Screening 50%
102,33.0,3.0299999999999727,Total infected,Screening 50%
103,34.0,3.1957999999999913,Total infected,Screening 50%
104,35.0,3.386899999999997,Total infected,Screening 50%
105,1.0,0.0,Total infected,Screening 100%
106,2.0,0.010000000000019327,Total infected,Screening 100%
107,3.0,0.02009999999998513,Total infected,Screening 100%
108,4.0,0.030100000000004457,Total infected,Screening 100%
109,5.0,0.06530000000000769,Total infected,Screening 100%
110,6.0,0.10550000000000637,Total infected,Screening 100%
111,7.0,0.1255999999999915,Total infected,Screening 100%
112,8.0,0.14569999999997663,Total infected,Screening 100%
113,9.0,0.18080000000000496,Total infected,Screening 100%
114,10.0,0.23109999999999786,Total infected,Screening 100%
115,11.0,0.26619999999996935,Total infected,Screening 100%
116,12.0,0.3316000000000088,Total infected,Screening 100%
117,13.0,0.3919999999999959,Total infected,Screening 100%
118,14.0,0.4573000000000036,Total infected,Screening 100%
119,15.0,0.4975000000000023,Total infected,Screening 100%
120,16.0,0.5376000000000261,Total infected,Screening 100%
121,17.0,0.6180999999999983,Total infected,Screening 100%
122,18.0,0.6784000000000106,Total infected,Screening 100%
123,19.0,0.758700000000033,Total infected,Screening 100%
124,20.0,0.8140000000000214,Total infected,Screening 100%
125,21.0,0.88930000000002,Total infected,Screening 100%
126,22.0,0.9345000000000141,Total infected,Screening 100%
127,23.0,1.025100000000009,Total infected,Screening 100%
128,24.0,1.1004000000000076,Total infected,Screening 100%
129,25.0,1.1657999999999902,Total infected,Screening 100%
130,26.0,1.2162000000000148,Total infected,Screening 100%
131,27.0,1.3015000000000043,Total infected,Screening 100%
132,28.0,1.4019999999999868,Total infected,Screening 100%
133,29.0,1.4473000000000127,Total infected,Screening 100%
134,30.0,1.5275999999999783,Total infected,Screening 100%
135,31.0,1.5929999999999893,Total infected,Screening 100%
136,32.0,1.6581999999999653,Total infected,Screening 100%
137,33.0,1.6783000000000072,Total infected,Screening 100%
138,34.0,1.7487999999999886,Total infected,Screening 100%
139,35.0,1.8039999999999736,Total infected,Screening 100%
