,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.208200000000005,Total infected,Without screening
2,3.0,1.6056000000000097,Total infected,Without screening
3,4.0,2.1521999999999935,Total infected,Without screening
4,5.0,2.834000000000003,Total infected,Without screening
5,6.0,3.667500000000018,Total infected,Without screening
6,7.0,4.26430000000002,Total infected,Without screening
7,8.0,4.723700000000008,Total infected,Without screening
8,9.0,5.4713999999999885,Total infected,Without screening
9,10.0,6.402300000000025,Total infected,Without screening
10,11.0,7.461500000000001,Total infected,Without screening
11,12.0,8.597499999999968,Total infected,Without screening
12,13.0,9.73769999999999,Total infected,Without screening
13,14.0,10.631699999999995,Total infected,Without screening
14,15.0,11.205099999999987,Total infected,Without screening
15,16.0,12.061000000000007,Total infected,Without screening
16,17.0,13.021000000000015,Total infected,Without screening
17,18.0,14.043999999999983,Total infected,Without screening
18,19.0,15.147199999999998,Total infected,Without screening
19,20.0,16.35329999999996,Total infected,Without screening
20,21.0,17.191200000000038,Total infected,Without screening
21,22.0,17.84190000000001,Total infected,Without screening
22,23.0,18.643500000000017,Total infected,Without screening
23,24.0,19.530500000000018,Total infected,Without screening
24,25.0,20.60759999999999,Total infected,Without screening
25,26.0,21.728800000000007,Total infected,Without screening
26,27.0,22.85900000000001,Total infected,Without screening
27,28.0,23.66980000000001,Total infected,Without screening
28,29.0,24.23429999999999,Total infected,Without screening
29,30.0,25.018899999999974,Total infected,Without screening
30,31.0,25.974999999999994,Total infected,Without screening
31,32.0,26.9409,Total infected,Without screening
32,33.0,27.92689999999999,Total infected,Without screening
33,34.0,29.02109999999999,Total infected,Without screening
34,35.0,29.792800000000028,Total infected,Without screening
35,1.0,1.0001000000000317,Total infected,Screening 25%
36,2.0,1.2361999999999966,Total infected,Screening 25%
37,3.0,1.5426999999999964,Total infected,Screening 25%
38,4.0,2.0451999999999657,Total infected,Screening 25%
39,5.0,2.8592999999999904,Total infected,Screening 25%
40,6.0,3.391900000000021,Total infected,Screening 25%
41,7.0,3.8292000000000144,Total infected,Screening 25%
42,8.0,4.140599999999978,Total infected,Screening 25%
43,9.0,4.55770000000004,Total infected,Screening 25%
44,10.0,5.075299999999999,Total infected,Screening 25%
45,11.0,5.487300000000005,Total infected,Screening 25%
46,12.0,6.025100000000009,Total infected,Screening 25%
47,13.0,6.472300000000018,Total infected,Screening 25%
48,14.0,6.808900000000023,Total infected,Screening 25%
49,15.0,7.1004999999999825,Total infected,Screening 25%
50,16.0,7.36190000000002,Total infected,Screening 25%
51,17.0,7.658200000000022,Total infected,Screening 25%
52,18.0,7.889399999999995,Total infected,Screening 25%
53,19.0,8.110399999999998,Total infected,Screening 25%
54,20.0,8.39179999999999,Total infected,Screening 25%
55,21.0,8.557800000000015,Total infected,Screening 25%
56,22.0,8.723700000000008,Total infected,Screening 25%
57,23.0,8.854199999999992,Total infected,Screening 25%
58,24.0,8.999900000000025,Total infected,Screening 25%
59,25.0,9.216000000000008,Total infected,Screening 25%
60,26.0,9.346599999999967,Total infected,Screening 25%
61,27.0,9.532599999999974,Total infected,Screening 25%
62,28.0,9.602899999999948,Total infected,Screening 25%
63,29.0,9.668199999999985,Total infected,Screening 25%
64,30.0,9.688400000000001,Total infected,Screening 25%
65,31.0,9.748700000000014,Total infected,Screening 25%
66,32.0,9.788800000000009,Total infected,Screening 25%
67,33.0,9.874300000000005,Total infected,Screening 25%
68,34.0,9.944600000000008,Total infected,Screening 25%
69,35.0,9.969899999999996,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.2613000000000056,Total infected,Screening 50%
72,3.0,1.5878999999999905,Total infected,Screening 50%
73,4.0,2.170800000000014,Total infected,Screening 50%
74,5.0,2.8089000000000226,Total infected,Screening 50%
75,6.0,3.38179999999997,Total infected,Screening 50%
76,7.0,3.8442000000000007,Total infected,Screening 50%
77,8.0,4.095399999999984,Total infected,Screening 50%
78,9.0,4.457199999999972,Total infected,Screening 50%
79,10.0,4.869299999999953,Total infected,Screening 50%
80,11.0,5.261199999999974,Total infected,Screening 50%
81,12.0,5.728699999999975,Total infected,Screening 50%
82,13.0,6.065299999999979,Total infected,Screening 50%
83,14.0,6.336600000000004,Total infected,Screening 50%
84,15.0,6.477399999999989,Total infected,Screening 50%
85,16.0,6.603000000000009,Total infected,Screening 50%
86,17.0,6.829000000000008,Total infected,Screening 50%
87,18.0,6.994999999999976,Total infected,Screening 50%
88,19.0,7.206099999999964,Total infected,Screening 50%
89,20.0,7.381899999999973,Total infected,Screening 50%
90,21.0,7.502499999999998,Total infected,Screening 50%
91,22.0,7.633100000000013,Total infected,Screening 50%
92,23.0,7.733599999999967,Total infected,Screening 50%
93,24.0,7.793900000000008,Total infected,Screening 50%
94,25.0,7.849199999999996,Total infected,Screening 50%
95,26.0,7.919500000000028,Total infected,Screening 50%
96,27.0,7.994900000000058,Total infected,Screening 50%
97,28.0,8.005000000000052,Total infected,Screening 50%
98,29.0,8.040100000000024,Total infected,Screening 50%
99,30.0,8.08540000000005,Total infected,Screening 50%
100,31.0,8.125500000000017,Total infected,Screening 50%
101,32.0,8.155700000000024,Total infected,Screening 50%
102,33.0,8.18089999999998,Total infected,Screening 50%
103,34.0,8.190999999999946,Total infected,Screening 50%
104,35.0,8.205999999999989,Total infected,Screening 50%
105,1.0,1.0000000000000284,Total infected,Screening 100%
106,2.0,1.2512999999999863,Total infected,Screening 100%
107,3.0,1.6280999999999892,Total infected,Screening 100%
108,4.0,2.1657000000000437,Total infected,Screening 100%
109,5.0,2.778899999999993,Total infected,Screening 100%
110,6.0,3.351699999999994,Total infected,Screening 100%
111,7.0,3.653299999999973,Total infected,Screening 100%
112,8.0,3.9547000000000025,Total infected,Screening 100%
113,9.0,4.1457000000000335,Total infected,Screening 100%
114,10.0,4.326600000000013,Total infected,Screening 100%
115,11.0,4.512400000000014,Total infected,Screening 100%
116,12.0,4.653199999999998,Total infected,Screening 100%
117,13.0,4.7686999999999955,Total infected,Screening 100%
118,14.0,4.874299999999977,Total infected,Screening 100%
119,15.0,4.914600000000007,Total infected,Screening 100%
120,16.0,4.9798000000000116,Total infected,Screening 100%
121,17.0,5.005000000000024,Total infected,Screening 100%
122,18.0,5.040299999999974,Total infected,Screening 100%
123,19.0,5.085399999999993,Total infected,Screening 100%
124,20.0,5.115499999999997,Total infected,Screening 100%
125,21.0,5.115499999999997,Total infected,Screening 100%
126,22.0,5.135700000000014,Total infected,Screening 100%
127,23.0,5.165999999999997,Total infected,Screening 100%
128,24.0,5.175899999999984,Total infected,Screening 100%
129,25.0,5.185900000000004,Total infected,Screening 100%
130,26.0,5.200999999999993,Total infected,Screening 100%
131,27.0,5.216000000000008,Total infected,Screening 100%
132,28.0,5.221100000000007,Total infected,Screening 100%
133,29.0,5.226200000000006,Total infected,Screening 100%
134,30.0,5.226100000000002,Total infected,Screening 100%
135,31.0,5.226100000000002,Total infected,Screening 100%
136,32.0,5.231200000000001,Total infected,Screening 100%
137,33.0,5.236099999999993,Total infected,Screening 100%
138,34.0,5.241099999999989,Total infected,Screening 100%
139,35.0,5.241099999999989,Total infected,Screening 100%
