,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.2241999999999962,Total infected,Without screening
2,3.0,1.6295999999999822,Total infected,Without screening
3,4.0,2.1561000000000092,Total infected,Without screening
4,5.0,2.9579999999999984,Total infected,Without screening
5,6.0,3.8559000000000196,Total infected,Without screening
6,7.0,4.530500000000018,Total infected,Without screening
7,8.0,5.0120000000000005,Total infected,Without screening
8,9.0,5.888900000000007,Total infected,Without screening
9,10.0,7.042100000000005,Total infected,Without screening
10,11.0,8.286200000000008,Total infected,Without screening
11,12.0,9.7868,Total infected,Without screening
12,13.0,11.469499999999982,Total infected,Without screening
13,14.0,12.600599999999986,Total infected,Without screening
14,15.0,13.405400000000014,Total infected,Without screening
15,16.0,14.694699999999983,Total infected,Without screening
16,17.0,16.2372,Total infected,Without screening
17,18.0,17.96289999999999,Total infected,Without screening
18,19.0,19.84880000000001,Total infected,Without screening
19,20.0,22.028999999999996,Total infected,Without screening
20,21.0,23.535500000000013,Total infected,Without screening
21,22.0,24.594599999999986,Total infected,Without screening
22,23.0,26.21520000000001,Total infected,Without screening
23,24.0,28.160200000000003,Total infected,Without screening
24,25.0,30.38730000000001,Total infected,Without screening
25,26.0,32.9169,Total infected,Without screening
26,27.0,35.517499999999984,Total infected,Without screening
27,28.0,37.4434,Total infected,Without screening
28,29.0,38.846900000000005,Total infected,Without screening
29,30.0,40.9529,Total infected,Without screening
30,31.0,43.433400000000006,Total infected,Without screening
31,32.0,46.137100000000004,Total infected,Without screening
32,33.0,49.08009999999999,Total infected,Without screening
33,34.0,52.397399999999976,Total infected,Without screening
34,35.0,54.67259999999999,Total infected,Without screening
35,1.0,1.0,Total infected,Screening 25%
36,2.0,1.2421999999999969,Total infected,Screening 25%
37,3.0,1.6475999999999829,Total infected,Screening 25%
38,4.0,2.1761999999999944,Total infected,Screening 25%
39,5.0,2.911900000000003,Total infected,Screening 25%
40,6.0,3.5816000000000088,Total infected,Screening 25%
41,7.0,4.11220000000003,Total infected,Screening 25%
42,8.0,4.460499999999996,Total infected,Screening 25%
43,9.0,4.925000000000011,Total infected,Screening 25%
44,10.0,5.523499999999984,Total infected,Screening 25%
45,11.0,6.241299999999967,Total infected,Screening 25%
46,12.0,7.058099999999996,Total infected,Screening 25%
47,13.0,7.6906999999999925,Total infected,Screening 25%
48,14.0,8.157099999999986,Total infected,Screening 25%
49,15.0,8.511499999999984,Total infected,Screening 25%
50,16.0,8.931999999999988,Total infected,Screening 25%
51,17.0,9.38039999999998,Total infected,Screening 25%
52,18.0,9.863899999999973,Total infected,Screening 25%
53,19.0,10.4375,Total infected,Screening 25%
54,20.0,10.919000000000011,Total infected,Screening 25%
55,21.0,11.29940000000002,Total infected,Screening 25%
56,22.0,11.555599999999998,Total infected,Screening 25%
57,23.0,11.875899999999973,Total infected,Screening 25%
58,24.0,12.214100000000002,Total infected,Screening 25%
59,25.0,12.60159999999999,Total infected,Screening 25%
60,26.0,13.062999999999988,Total infected,Screening 25%
61,27.0,13.439400000000006,Total infected,Screening 25%
62,28.0,13.72969999999998,Total infected,Screening 25%
63,29.0,13.912900000000008,Total infected,Screening 25%
64,30.0,14.1661,Total infected,Screening 25%
65,31.0,14.431399999999996,Total infected,Screening 25%
66,32.0,14.735700000000008,Total infected,Screening 25%
67,33.0,15.090000000000003,Total infected,Screening 25%
68,34.0,15.385400000000004,Total infected,Screening 25%
69,35.0,15.582599999999985,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.2112000000000194,Total infected,Screening 50%
72,3.0,1.6216000000000008,Total infected,Screening 50%
73,4.0,2.1581999999999937,Total infected,Screening 50%
74,5.0,2.8739999999999952,Total infected,Screening 50%
75,6.0,3.4686000000000092,Total infected,Screening 50%
76,7.0,3.884900000000016,Total infected,Screening 50%
77,8.0,4.219199999999972,Total infected,Screening 50%
78,9.0,4.583699999999993,Total infected,Screening 50%
79,10.0,4.977100000000007,Total infected,Screening 50%
80,11.0,5.388300000000015,Total infected,Screening 50%
81,12.0,5.863799999999969,Total infected,Screening 50%
82,13.0,6.236199999999997,Total infected,Screening 50%
83,14.0,6.491399999999999,Total infected,Screening 50%
84,15.0,6.681699999999978,Total infected,Screening 50%
85,16.0,6.867899999999992,Total infected,Screening 50%
86,17.0,7.083100000000002,Total infected,Screening 50%
87,18.0,7.310299999999984,Total infected,Screening 50%
88,19.0,7.570600000000013,Total infected,Screening 50%
89,20.0,7.7577,Total infected,Screening 50%
90,21.0,7.905900000000003,Total infected,Screening 50%
91,22.0,7.9909999999999854,Total infected,Screening 50%
92,23.0,8.107100000000003,Total infected,Screening 50%
93,24.0,8.230199999999968,Total infected,Screening 50%
94,25.0,8.355399999999975,Total infected,Screening 50%
95,26.0,8.493500000000012,Total infected,Screening 50%
96,27.0,8.601500000000016,Total infected,Screening 50%
97,28.0,8.677600000000012,Total infected,Screening 50%
98,29.0,8.728700000000003,Total infected,Screening 50%
99,30.0,8.769699999999972,Total infected,Screening 50%
100,31.0,8.828800000000001,Total infected,Screening 50%
101,32.0,8.893900000000002,Total infected,Screening 50%
102,33.0,8.963999999999999,Total infected,Screening 50%
103,34.0,9.01909999999998,Total infected,Screening 50%
104,35.0,9.064099999999996,Total infected,Screening 50%
105,1.0,1.0,Total infected,Screening 100%
106,2.0,1.2132000000000005,Total infected,Screening 100%
107,3.0,1.6036000000000001,Total infected,Screening 100%
108,4.0,2.1300999999999988,Total infected,Screening 100%
109,5.0,2.830800000000039,Total infected,Screening 100%
110,6.0,3.353400000000022,Total infected,Screening 100%
111,7.0,3.7378000000000213,Total infected,Screening 100%
112,8.0,4.0049999999999955,Total infected,Screening 100%
113,9.0,4.2313000000000045,Total infected,Screening 100%
114,10.0,4.4454000000000065,Total infected,Screening 100%
115,11.0,4.62360000000001,Total infected,Screening 100%
116,12.0,4.842799999999983,Total infected,Screening 100%
117,13.0,4.992899999999992,Total infected,Screening 100%
118,14.0,5.091000000000008,Total infected,Screening 100%
119,15.0,5.157100000000014,Total infected,Screening 100%
120,16.0,5.21520000000001,Total infected,Screening 100%
121,17.0,5.278199999999998,Total infected,Screening 100%
122,18.0,5.3414000000000215,Total infected,Screening 100%
123,19.0,5.38949999999997,Total infected,Screening 100%
124,20.0,5.430499999999967,Total infected,Screening 100%
125,21.0,5.45750000000001,Total infected,Screening 100%
