,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.2241999999999962,Total infected,Without screening
2,3.0,1.6295999999999822,Total infected,Without screening
3,4.0,2.1561000000000092,Total infected,Without screening
4,5.0,2.9579999999999984,Total infected,Without screening
5,6.0,3.8559000000000196,Total infected,Without screening
6,7.0,4.530500000000018,Total infected,Without screening
7,8.0,5.0120000000000005,Total infected,Without screening
8,9.0,5.888900000000007,Total infected,Without screening
9,10.0,7.042100000000005,Total infected,Without screening
10,11.0,8.286200000000008,Total infected,Without screening
11,12.0,9.7868,Total infected,Without screening
12,13.0,11.469499999999982,Total infected,Without screening
13,14.0,12.600599999999986,Total infected,Without screening
14,15.0,13.405400000000014,Total infected,Without screening
15,16.0,14.694699999999983,Total infected,Without screening
16,17.0,16.2372,Total infected,Without screening
17,18.0,17.96289999999999,Total infected,Without screening
18,19.0,19.84880000000001,Total infected,Without screening
19,20.0,22.028999999999996,Total infected,Without screening
20,21.0,23.535500000000013,Total infected,Without screening
21,22.0,24.594599999999986,Total infected,Without screening
22,23.0,26.21520000000001,Total infected,Without screening
23,24.0,28.160200000000003,Total infected,Without screening
24,25.0,30.38730000000001,Total infected,Without screening
25,26.0,32.9169,Total infected,Without screening
26,27.0,35.517499999999984,Total infected,Without screening
27,28.0,37.4434,Total infected,Without screening
28,29.0,38.846900000000005,Total infected,Without screening
29,30.0,40.9529,Total infected,Without screening
30,31.0,43.433400000000006,Total infected,Without screening
31,32.0,46.137100000000004,Total infected,Without screening
32,33.0,49.08009999999999,Total infected,Without screening
33,34.0,52.397399999999976,Total infected,Without screening
34,35.0,54.67259999999999,Total infected,Without screening
35,1.0,1.0,Total infected,Screening 25%
36,2.0,1.243300000000005,Total infected,Screening 25%
37,3.0,1.6476000000000113,Total infected,Screening 25%
38,4.0,2.2031000000000063,Total infected,Screening 25%
39,5.0,2.9509999999999934,Total infected,Screening 25%
40,6.0,3.747700000000009,Total infected,Screening 25%
41,7.0,4.352300000000014,Total infected,Screening 25%
42,8.0,4.780799999999971,Total infected,Screening 25%
43,9.0,5.480500000000006,Total infected,Screening 25%
44,10.0,6.478500000000025,Total infected,Screening 25%
45,11.0,7.627600000000001,Total infected,Screening 25%
46,12.0,8.787800000000004,Total infected,Screening 25%
47,13.0,10.044100000000014,Total infected,Screening 25%
48,14.0,10.945999999999998,Total infected,Screening 25%
49,15.0,11.60759999999999,Total infected,Screening 25%
50,16.0,12.60560000000001,Total infected,Screening 25%
51,17.0,13.751800000000003,Total infected,Screening 25%
52,18.0,15.004000000000019,Total infected,Screening 25%
53,19.0,16.32639999999998,Total infected,Screening 25%
54,20.0,17.734800000000007,Total infected,Screening 25%
55,21.0,18.698799999999977,Total infected,Screening 25%
56,22.0,19.384499999999974,Total infected,Screening 25%
57,23.0,20.355400000000003,Total infected,Screening 25%
58,24.0,21.525599999999997,Total infected,Screening 25%
59,25.0,22.86990000000003,Total infected,Screening 25%
60,26.0,24.236199999999997,Total infected,Screening 25%
61,27.0,25.667700000000025,Total infected,Screening 25%
62,28.0,26.7098,Total infected,Screening 25%
63,29.0,27.436499999999995,Total infected,Screening 25%
64,30.0,28.494500000000016,Total infected,Screening 25%
65,31.0,29.784899999999993,Total infected,Screening 25%
66,32.0,31.20919999999998,Total infected,Screening 25%
67,33.0,32.65169999999998,Total infected,Screening 25%
68,34.0,34.15519999999998,Total infected,Screening 25%
69,35.0,35.200199999999995,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.2012,Total infected,Screening 50%
72,3.0,1.6075999999999908,Total infected,Screening 50%
73,4.0,2.1991999999999905,Total infected,Screening 50%
74,5.0,2.8468999999999767,Total infected,Screening 50%
75,6.0,3.56959999999998,Total infected,Screening 50%
76,7.0,4.139199999999988,Total infected,Screening 50%
77,8.0,4.527599999999978,Total infected,Screening 50%
78,9.0,5.2172999999999945,Total infected,Screening 50%
79,10.0,6.107200000000006,Total infected,Screening 50%
80,11.0,7.185200000000009,Total infected,Screening 50%
81,12.0,8.184200000000004,Total infected,Screening 50%
82,13.0,9.163099999999986,Total infected,Screening 50%
83,14.0,9.809799999999996,Total infected,Screening 50%
84,15.0,10.31620000000001,Total infected,Screening 50%
85,16.0,11.039999999999992,Total infected,Screening 50%
86,17.0,11.91889999999998,Total infected,Screening 50%
87,18.0,12.90100000000001,Total infected,Screening 50%
88,19.0,13.84190000000001,Total infected,Screening 50%
89,20.0,14.780800000000028,Total infected,Screening 50%
90,21.0,15.493600000000015,Total infected,Screening 50%
91,22.0,15.971100000000007,Total infected,Screening 50%
92,23.0,16.61160000000001,Total infected,Screening 50%
93,24.0,17.436499999999995,Total infected,Screening 50%
94,25.0,18.391400000000004,Total infected,Screening 50%
95,26.0,19.299300000000017,Total infected,Screening 50%
96,27.0,20.167100000000005,Total infected,Screening 50%
97,28.0,20.80880000000002,Total infected,Screening 50%
98,29.0,21.253299999999996,Total infected,Screening 50%
99,30.0,21.96089999999998,Total infected,Screening 50%
100,31.0,22.750699999999995,Total infected,Screening 50%
101,32.0,23.594499999999982,Total infected,Screening 50%
102,33.0,24.42439999999999,Total infected,Screening 50%
103,34.0,25.227100000000007,Total infected,Screening 50%
104,35.0,25.84880000000001,Total infected,Screening 50%
105,1.0,1.0,Total infected,Screening 100%
106,2.0,1.2241999999999962,Total infected,Screening 100%
107,3.0,1.676700000000011,Total infected,Screening 100%
108,4.0,2.260199999999969,Total infected,Screening 100%
109,5.0,2.842800000000011,Total infected,Screening 100%
110,6.0,3.4754000000000076,Total infected,Screening 100%
111,7.0,3.913899999999984,Total infected,Screening 100%
112,8.0,4.2420999999999935,Total infected,Screening 100%
113,9.0,4.758700000000005,Total infected,Screening 100%
114,10.0,5.3962999999999965,Total infected,Screening 100%
115,11.0,6.219200000000001,Total infected,Screening 100%
116,12.0,6.906900000000007,Total infected,Screening 100%
117,13.0,7.540500000000009,Total infected,Screening 100%
118,14.0,7.960000000000008,Total infected,Screening 100%
119,15.0,8.290300000000002,Total infected,Screening 100%
120,16.0,8.688700000000011,Total infected,Screening 100%
121,17.0,9.1841,Total infected,Screening 100%
122,18.0,9.74369999999999,Total infected,Screening 100%
123,19.0,10.264199999999988,Total infected,Screening 100%
124,20.0,10.73169999999999,Total infected,Screening 100%
125,21.0,11.040999999999997,Total infected,Screening 100%
