,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence
59,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
60,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
61,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
62,3.0,1.2293142857142851,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
63,4.0,1.5813000000000028,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
64,5.0,2.2222857142857158,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
65,6.0,3.0515285714285723,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
66,7.0,3.9842642857142847,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
67,8.0,4.9971428571428556,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
68,9.0,5.8811928571428576,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
69,10.0,6.510585714285712,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
70,11.0,7.156592857142852,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
71,12.0,7.886057142857136,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
72,13.0,8.523335714285711,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
73,14.0,9.01145,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
74,15.0,9.337957142857142,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
75,16.0,9.572007142857142,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
76,17.0,9.738485714285712,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
77,18.0,9.762814285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
78,19.0,9.612799999999998,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
79,20.0,9.331792857142856,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
80,21.0,8.954464285714282,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
81,22.0,8.48453571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
82,23.0,8.025471428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
83,24.0,7.691542857142855,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
84,25.0,7.336835714285716,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
85,26.0,6.8505571428571495,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
86,27.0,6.325800000000004,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
87,28.0,5.80762142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
88,29.0,5.304471428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
89,30.0,4.871885714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
90,31.0,4.55079285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
91,32.0,4.225000000000002,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
92,33.0,3.8461285714285696,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
93,34.0,3.4746785714285693,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
94,35.0,3.128257142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
95,36.0,2.805607142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
96,37.0,2.534507142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
97,38.0,2.359449999999999,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
98,39.0,2.20842857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
99,40.0,2.0322071428571418,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
100,41.0,1.8582785714285703,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
101,42.0,1.6895214285714266,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
102,43.0,1.5280642857142854,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
