,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence
59,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
60,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
61,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
62,3.0,0.4532000000000055,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
63,4.0,0.5841714285714374,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
64,5.0,0.8172000000000057,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
65,6.0,1.1502928571428583,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
66,7.0,1.5813071428571437,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
67,8.0,2.1155142857142835,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
68,9.0,2.634121428571424,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
69,10.0,3.006442857142851,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
70,11.0,3.431864285714279,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
71,12.0,4.0257714285714234,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
72,13.0,4.709707142857138,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
73,14.0,5.4830999999999985,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
74,15.0,6.315057142857146,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
75,16.0,7.032207142857146,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
76,17.0,7.554385714285718,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
77,18.0,8.044514285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
78,19.0,8.61408571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
79,20.0,9.197249999999997,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
80,21.0,9.680649999999998,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
81,22.0,10.020328571428566,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
82,23.0,10.236757142857137,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
83,24.0,10.365157142857136,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
84,25.0,10.40351428571428,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
85,26.0,10.31405,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
86,27.0,10.054685714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
87,28.0,9.672921428571431,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
88,29.0,9.200685714285717,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
89,30.0,8.748357142857145,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
90,31.0,8.442471428571428,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
91,32.0,8.08747142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
92,33.0,7.542800000000002,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
93,34.0,6.925421428571431,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
94,35.0,6.274978571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
95,36.0,5.596192857142855,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
96,37.0,5.012878571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
97,38.0,4.570985714285716,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
98,39.0,4.145714285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
99,40.0,3.68795714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
100,41.0,3.2271714285714257,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
101,42.0,2.770821428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
102,43.0,2.352992857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
