,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence
59,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
60,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
61,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
62,3.0,1.2346142857142866,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
63,4.0,1.6086428571428582,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
64,5.0,2.3220714285714297,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
65,6.0,3.2851428571428585,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
66,7.0,4.430142857142856,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
67,8.0,5.728878571428566,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
68,9.0,6.889628571428565,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
69,10.0,7.735178571428568,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
70,11.0,8.61695,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
71,12.0,9.667192857142854,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
72,13.0,10.677492857142855,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
73,14.0,11.507878571428574,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
74,15.0,12.112664285714292,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
75,16.0,12.530635714285717,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
76,17.0,12.801607142857145,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
77,18.0,12.87389285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
78,19.0,12.642428571428573,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
79,20.0,12.118521428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
80,21.0,11.39048571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
81,22.0,10.498278571428568,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
82,23.0,9.659464285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
83,24.0,9.068142857142856,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
84,25.0,8.446328571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
85,26.0,7.628828571428573,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
86,27.0,6.75265,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
87,28.0,5.905678571428572,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
88,29.0,5.114092857142856,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
89,30.0,4.45820714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
90,31.0,3.9713714285714254,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
91,32.0,3.5078642857142825,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
92,33.0,3.016599999999997,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
93,34.0,2.576871428571426,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
94,35.0,2.190814285714284,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
95,36.0,1.84125,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
96,37.0,1.5704214285714293,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
97,38.0,1.387914285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
98,39.0,1.225592857142859,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
99,40.0,1.0628428571428583,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
100,41.0,0.9212714285714279,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
101,42.0,0.7973071428571419,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
102,43.0,0.6832214285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
