,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence
59,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
60,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
61,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
62,3.0,1.2974499999999978,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
63,4.0,1.7374785714285719,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
64,5.0,2.5848928571428593,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
65,6.0,3.764828571428568,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
66,7.0,5.204985714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
67,8.0,6.843828571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
68,9.0,8.299457142857136,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
69,10.0,9.339964285714284,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
70,11.0,10.333092857142859,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
71,12.0,11.373742857142853,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
72,13.0,12.228871428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
73,14.0,12.79028571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
74,15.0,13.02448571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
75,16.0,13.075878571428575,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
76,17.0,13.089185714285716,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
77,18.0,12.900957142857138,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
78,19.0,12.417992857142858,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
79,20.0,11.714164285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
80,21.0,10.818800000000001,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
81,22.0,9.78342142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
82,23.0,8.851264285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
83,24.0,8.183214285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
84,25.0,7.508000000000001,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
85,26.0,6.673057142857142,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
86,27.0,5.797457142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
87,28.0,4.969078571428572,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
88,29.0,4.223735714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
89,30.0,3.633571428571428,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
90,31.0,3.2180214285714284,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
91,32.0,2.833385714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
92,33.0,2.419828571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
93,34.0,2.045071428571426,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
94,35.0,1.735464285714282,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
95,36.0,1.4646428571428567,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
96,37.0,1.238914285714287,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
97,38.0,1.0776000000000017,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
98,39.0,0.950342857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
99,40.0,0.8351071428571422,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
100,41.0,0.7306071428571446,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
101,42.0,0.6316928571428602,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
102,43.0,0.5399357142857164,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
