,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence
59,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
60,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
61,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
62,3.0,1.0741428571428497,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
63,4.0,1.3866428571428577,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
64,5.0,1.978121428571435,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
65,6.0,2.8435571428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
66,7.0,3.9345928571428517,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
67,8.0,5.2129928571428525,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
68,9.0,6.37273571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
69,10.0,7.211564285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
70,11.0,7.975657142857142,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
71,12.0,8.788128571428564,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
72,13.0,9.611635714285711,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
73,14.0,10.32421428571429,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
74,15.0,10.814914285714288,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
75,16.0,11.157021428571428,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
76,17.0,11.387621428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
77,18.0,11.475371428571426,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
78,19.0,11.394500000000003,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
79,20.0,11.073007142857147,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
80,21.0,10.5514,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
81,22.0,9.906542857142858,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
82,23.0,9.290292857142859,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
83,24.0,8.837535714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
84,25.0,8.369321428571428,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
85,26.0,7.749071428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
86,27.0,7.018321428571425,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
87,28.0,6.258207142857139,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
88,29.0,5.496821428571429,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
89,30.0,4.831521428571429,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
90,31.0,4.365735714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
91,32.0,3.9742357142857134,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
92,33.0,3.56055,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
93,34.0,3.167050000000001,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
94,35.0,2.786157142857145,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
95,36.0,2.422414285714288,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
96,37.0,2.132685714285716,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
97,38.0,1.92012142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
98,39.0,1.7446214285714305,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
99,40.0,1.5681214285714282,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
100,41.0,1.3823214285714278,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
101,42.0,1.2013999999999982,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
102,43.0,1.0284928571428529,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low
