,day,new-infected,type,type_of_screening_pretty
0,1.0,1.0,Nuovi infetti,Senza screening
1,2.0,0.2512000000000114,Nuovi infetti,Senza screening
2,3.0,0.4154999999999802,Nuovi infetti,Senza screening
3,4.0,0.6726999999999919,Nuovi infetti,Senza screening
4,5.0,0.7907000000000153,Nuovi infetti,Senza screening
5,6.0,0.9590000000000032,Nuovi infetti,Senza screening
6,7.0,0.6805999999999983,Nuovi infetti,Senza screening
7,8.0,0.4995999999999867,Nuovi infetti,Senza screening
8,9.0,0.9168999999999983,Nuovi infetti,Senza screening
9,10.0,1.075000000000017,Nuovi infetti,Senza screening
10,11.0,1.2813000000000159,Nuovi infetti,Senza screening
11,12.0,1.4534999999999911,Nuovi infetti,Senza screening
12,13.0,1.5845999999999947,Nuovi infetti,Senza screening
13,14.0,1.1781000000000006,Nuovi infetti,Senza screening
14,15.0,0.831799999999987,Nuovi infetti,Senza screening
15,16.0,1.2253000000000043,Nuovi infetti,Senza screening
16,17.0,1.4665000000000248,Nuovi infetti,Senza screening
17,18.0,1.6245999999999583,Nuovi infetti,Senza screening
18,19.0,1.745800000000031,Nuovi infetti,Senza screening
19,20.0,2.0449999999999875,Nuovi infetti,Senza screening
20,21.0,1.440400000000011,Nuovi infetti,Senza screening
21,22.0,1.0351,Nuovi infetti,Senza screening
22,23.0,1.4713999999999885,Nuovi infetti,Senza screening
23,24.0,1.8119000000000085,Nuovi infetti,Senza screening
24,25.0,2.008999999999986,Nuovi infetti,Senza screening
25,26.0,2.2613000000000056,Nuovi infetti,Senza screening
26,27.0,2.323299999999989,Nuovi infetti,Senza screening
27,28.0,1.7557000000000187,Nuovi infetti,Senza screening
28,29.0,1.1881999999999948,Nuovi infetti,Senza screening
29,30.0,1.873899999999992,Nuovi infetti,Senza screening
30,31.0,2.2001000000000204,Nuovi infetti,Senza screening
31,32.0,2.5105999999999824,Nuovi infetti,Senza screening
32,33.0,2.6306000000000154,Nuovi infetti,Senza screening
33,34.0,2.7626999999999953,Nuovi infetti,Senza screening
34,35.0,2.032100000000014,Nuovi infetti,Senza screening
35,1.0,1.0,Nuovi infetti,Screening 25%
36,2.0,0.22320000000001983,Nuovi infetti,Screening 25%
37,3.0,0.4223999999999819,Nuovi infetti,Screening 25%
38,4.0,0.5555999999999983,Nuovi infetti,Screening 25%
39,5.0,0.6947999999999865,Nuovi infetti,Screening 25%
40,6.0,0.8166999999999973,Nuovi infetti,Screening 25%
41,7.0,0.5826000000000136,Nuovi infetti,Screening 25%
42,8.0,0.3973999999999762,Nuovi infetti,Screening 25%
43,9.0,0.7188000000000159,Nuovi infetti,Screening 25%
44,10.0,0.9157999999999902,Nuovi infetti,Screening 25%
45,11.0,1.0691000000000201,Nuovi infetti,Screening 25%
46,12.0,1.098099999999988,Nuovi infetti,Screening 25%
47,13.0,1.1821999999999946,Nuovi infetti,Screening 25%
48,14.0,0.8718000000000075,Nuovi infetti,Screening 25%
49,15.0,0.5987000000000364,Nuovi infetti,Screening 25%
50,16.0,0.8257999999999868,Nuovi infetti,Screening 25%
51,17.0,1.0319999999999823,Nuovi infetti,Screening 25%
52,18.0,1.0901999999999816,Nuovi infetti,Screening 25%
53,19.0,1.133100000000013,Nuovi infetti,Screening 25%
54,20.0,1.2210999999999785,Nuovi infetti,Screening 25%
55,21.0,0.8730000000000189,Nuovi infetti,Screening 25%
56,22.0,0.6365000000000123,Nuovi infetti,Screening 25%
57,23.0,0.8858999999999924,Nuovi infetti,Screening 25%
58,24.0,1.011099999999999,Nuovi infetti,Screening 25%
59,25.0,1.18719999999999,Nuovi infetti,Screening 25%
60,26.0,1.1631000000000142,Nuovi infetti,Screening 25%
61,27.0,1.2241999999999962,Nuovi infetti,Screening 25%
62,28.0,0.8147999999999911,Nuovi infetti,Screening 25%
63,29.0,0.6436999999999955,Nuovi infetti,Screening 25%
64,30.0,0.8438000000000443,Nuovi infetti,Screening 25%
65,31.0,1.024000000000001,Nuovi infetti,Screening 25%
66,32.0,1.1082000000000107,Nuovi infetti,Screening 25%
67,33.0,1.0920999999999594,Nuovi infetti,Screening 25%
68,34.0,1.0981999999999914,Nuovi infetti,Screening 25%
69,35.0,0.7697000000000287,Nuovi infetti,Screening 25%
70,1.0,1.0,Nuovi infetti,Screening 50%
71,2.0,0.21819999999999595,Nuovi infetti,Screening 50%
72,3.0,0.3843999999999994,Nuovi infetti,Screening 50%
73,4.0,0.5766000000000133,Nuovi infetti,Screening 50%
74,5.0,0.669700000000006,Nuovi infetti,Screening 50%
75,6.0,0.7556999999999903,Nuovi infetti,Screening 50%
76,7.0,0.5286000000000115,Nuovi infetti,Screening 50%
77,8.0,0.41739999999998645,Nuovi infetti,Screening 50%
