day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457224	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457224	237	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
2	123457224	235	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
3	123457224	230	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
4	123457224	217	2	1	0	11	6	3	0	0	0	0	0	0	0	0	0	24	0	0	1	0	0	[3C]	1	2
5	123457224	214	4	2	0	11	2	7	0	0	0	0	0	0	0	0	0	24	0	0	1	0	0	[3C]	1	2
6	123457224	214	4	2	0	11	1	5	3	0	0	0	0	0	0	0	0	24	0	0	1	0	0	[3C]	1	2
7	123457224	214	3	2	1	11	1	2	6	0	0	0	0	0	0	0	0	24	0	0	1	0	0	[3C]	1	2
8	123457224	213	4	2	1	11	0	3	6	0	0	0	0	0	0	0	0	24	0	0	1	0	0	[3C]	1	2
9	123457224	212	5	1	2	11	0	2	7	0	0	0	0	0	0	0	0	24	0	0	1	0	0	[3C]	1	2
10	123457224	211	5	2	2	11	0	2	7	0	0	0	0	0	0	0	0	24	0	0	1	0	0	[3C]	1	2
11	123457224	209	6	2	3	11	0	2	7	0	0	0	0	0	0	0	0	46	0	0	1	0	0	[3C]	1	3
12	123457224	208	6	3	3	11	0	2	7	0	0	0	0	0	0	0	0	46	0	0	1	0	0	[3C]	1	4
13	123457224	208	4	5	3	11	0	2	7	0	0	0	0	0	0	0	0	46	0	0	1	0	0	[3C]	1	4
14	123457224	208	3	6	3	11	0	1	8	0	0	0	0	0	0	0	0	46	0	0	1	0	0	[3C]	1	4
15	123457224	202	6	8	4	11	0	1	8	0	0	0	0	0	0	0	0	46	0	0	1	0	0	[3C]	1	4
16	123457224	201	6	6	7	11	0	1	8	0	0	0	0	0	0	0	0	46	0	0	1	0	0	[3C]	1	4
17	123457224	200	6	5	9	11	0	1	8	0	0	0	0	0	0	0	0	46	0	0	1	0	0	[3C]	1	4
18	123457224	193	4	6	17	16	1	2	1	0	0	0	0	0	0	0	0	70	0	0	2	0	0	[2B]	1	3
19	123457224	188	9	5	18	16	0	2	2	0	0	0	0	0	0	0	0	70	0	0	2	0	0	[2B]	1	3
20	123457224	188	5	9	18	16	0	2	2	0	0	0	0	0	0	0	0	70	0	0	2	0	0	[2B]	1	3
21	123457224	188	2	12	18	16	0	2	2	0	0	0	0	0	0	0	0	70	0	0	2	0	0	[2B]	1	3
22	123457224	182	7	10	21	16	0	2	2	0	0	0	0	0	0	0	0	70	0	0	2	0	0	[2B]	1	4
23	123457224	179	7	12	22	16	0	1	3	0	0	0	0	0	0	0	0	70	0	0	2	0	0	[2B]	1	4
24	123457224	173	9	15	23	16	0	1	3	0	0	0	0	0	0	0	0	70	0	0	2	0	0	[2B]	1	4
25	123457224	170	11	13	26	16	0	1	3	0	0	0	0	0	0	0	0	92	0	0	2	0	0	[2B]	1	4
26	123457224	169	8	15	28	16	0	1	3	0	0	0	0	0	0	0	0	92	0	0	2	0	0	[2B]	1	4
27	123457224	169	5	16	30	16	0	1	3	0	0	0	0	0	0	0	0	92	0	0	2	0	0	[2B]	1	4
28	123457224	169	4	16	31	16	0	1	3	0	0	0	0	0	0	0	0	92	0	0	2	0	0	[2B]	1	5
29	123457224	166	6	17	31	16	0	1	3	0	0	0	0	0	0	0	0	92	0	0	2	0	0	[2B]	1	5
30	123457224	163	7	15	35	16	0	1	3	0	0	0	0	0	0	0	0	92	0	0	2	0	0	[2B]	1	5
31	123457224	157	9	17	37	16	0	1	3	0	0	0	0	0	0	0	0	92	0	0	2	0	0	[2B]	1	5
32	123457224	163	4	5	28	7	5	14	14	0	0	0	0	0	0	0	0	116	0	0	4	0	0	[3A 3B]	2	5
33	123457224	163	3	5	29	7	4	11	18	0	0	0	0	0	0	0	0	116	0	0	4	0	0	[3A 3B]	2	5
34	123457224	163	3	2	32	7	4	9	20	0	0	0	0	0	0	0	0	116	0	0	4	0	0	[3A 3B]	2	4
35	123457224	163	3	2	32	7	3	9	21	0	0	0	0	0	0	0	0	116	0	0	4	0	0	[3A 3B]	2	4
