,day,agents,type,type_of_screening_pretty
0,1.0,1.0,Infetti,Senza screening
1,2.0,1.1211,Infetti,Senza screening
2,3.0,1.4034,Infetti,Senza screening
3,4.0,1.8639,Infetti,Senza screening
4,5.0,2.4274,Infetti,Senza screening
5,6.0,3.0601,Infetti,Senza screening
6,7.0,3.3383,Infetti,Senza screening
7,8.0,3.4094,Infetti,Senza screening
8,9.0,3.8348,Infetti,Senza screening
9,10.0,4.3764,Infetti,Senza screening
10,11.0,5.0851,Infetti,Senza screening
11,12.0,5.8779,Infetti,Senza screening
12,13.0,6.6747,Infetti,Senza screening
13,14.0,6.958,Infetti,Senza screening
14,15.0,6.8759,Infetti,Senza screening
15,16.0,7.1552,Infetti,Senza screening
16,17.0,7.6557,Infetti,Senza screening
17,18.0,8.2633,Infetti,Senza screening
18,19.0,8.953,Infetti,Senza screening
19,20.0,9.7788,Infetti,Senza screening
20,21.0,9.954,Infetti,Senza screening
21,22.0,9.6837,Infetti,Senza screening
22,23.0,9.8178,Infetti,Senza screening
23,24.0,10.3343,Infetti,Senza screening
24,25.0,10.9379,Infetti,Senza screening
25,26.0,11.6987,Infetti,Senza screening
26,27.0,12.4364,Infetti,Senza screening
27,28.0,12.5996,Infetti,Senza screening
28,29.0,12.1211,Infetti,Senza screening
29,30.0,12.3874,Infetti,Senza screening
30,31.0,12.8919,Infetti,Senza screening
31,32.0,13.6987,Infetti,Senza screening
32,33.0,14.4865,Infetti,Senza screening
33,34.0,15.3153,Infetti,Senza screening
34,35.0,15.4214,Infetti,Senza screening
35,1.0,0.0,Infetti in quarantena,Senza screening
36,2.0,0.0,Infetti in quarantena,Senza screening
37,3.0,0.0,Infetti in quarantena,Senza screening
38,4.0,0.0,Infetti in quarantena,Senza screening
39,5.0,0.0,Infetti in quarantena,Senza screening
40,6.0,0.0,Infetti in quarantena,Senza screening
41,7.0,0.0,Infetti in quarantena,Senza screening
42,8.0,0.0,Infetti in quarantena,Senza screening
43,9.0,0.0,Infetti in quarantena,Senza screening
44,10.0,0.0,Infetti in quarantena,Senza screening
45,11.0,0.0,Infetti in quarantena,Senza screening
46,12.0,0.0,Infetti in quarantena,Senza screening
47,13.0,0.0,Infetti in quarantena,Senza screening
48,14.0,0.0,Infetti in quarantena,Senza screening
49,15.0,0.0,Infetti in quarantena,Senza screening
50,16.0,0.0,Infetti in quarantena,Senza screening
51,17.0,0.0,Infetti in quarantena,Senza screening
52,18.0,0.0,Infetti in quarantena,Senza screening
53,19.0,0.0,Infetti in quarantena,Senza screening
54,20.0,0.0,Infetti in quarantena,Senza screening
55,21.0,0.0,Infetti in quarantena,Senza screening
56,22.0,0.0,Infetti in quarantena,Senza screening
57,23.0,0.0,Infetti in quarantena,Senza screening
58,24.0,0.0,Infetti in quarantena,Senza screening
