day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456816	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	[]	0	0
1	123456816	238	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	50	2	[]	0	0
2	123456816	235	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	50	5	[]	0	0
3	123456816	232	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	50	7	[]	0	1
4	123456816	210	9	1	0	19	0	1	0	0	0	0	0	0	0	0	0	120	3	0	1	0	0	0	0	0	50	9	[3A]	1	2
5	123456816	207	10	3	0	19	0	0	1	0	0	0	0	0	0	0	0	120	3	0	1	0	0	0	0	0	50	10	[3A]	1	2
6	123456816	204	11	5	0	19	0	0	1	0	0	0	0	0	0	0	0	120	4	0	1	0	0	0	0	0	50	13	[3A]	1	3
7	123456816	201	10	8	1	19	0	0	1	0	0	0	0	0	0	0	0	120	4	0	1	0	0	0	0	0	50	16	[3A]	1	4
8	123456816	194	15	7	4	19	0	0	1	0	0	0	0	0	0	0	0	120	6	0	1	0	0	0	0	0	50	17	[3A]	1	4
9	123456816	187	20	8	5	19	0	0	1	0	0	0	0	0	0	0	0	120	6	0	1	0	0	0	0	0	50	18	[3A]	1	4
10	123456816	170	15	12	3	19	0	0	1	0	0	0	0	10	2	6	2	120	6	1	1	0	1	0	0	0	50	18	[3A 2C]	2	7
11	123456816	89	7	2	2	99	5	12	4	0	0	0	0	10	2	6	2	220	9	1	9	0	1	0	0	0	50	18	[3A 2C 1A 1C 1D 2D 3C]	7	8
12	123456816	87	7	4	2	99	4	12	5	0	0	0	0	10	1	7	2	220	9	1	9	0	1	0	0	0	50	18	[3A 2C 1A 1C 1D 2D 3C]	7	7
13	123456816	86	5	6	3	99	4	12	5	0	0	0	0	10	1	7	2	220	10	1	9	0	1	0	0	0	50	19	[3A 2C 1A 1C 1D 2D 3C]	7	8
14	123456816	86	3	8	3	99	1	13	7	0	0	0	0	10	1	6	3	220	10	1	9	0	1	0	0	0	50	19	[3A 2C 1A 1C 1D 2D 3C]	7	7
15	123456816	80	7	9	4	99	1	11	9	0	0	0	0	10	1	5	4	220	10	1	9	0	1	0	0	0	50	20	[3A 2C 1A 1C 1D 2D 3C]	7	8
16	123456816	61	3	9	7	99	1	10	10	0	0	0	0	28	2	4	6	220	12	2	9	0	2	0	0	0	50	21	[3A 2C 1A 1C 1D 2D 3C 3D]	8	8
17	123456816	55	8	9	8	99	0	10	11	0	0	0	0	28	2	4	6	220	12	2	9	0	2	0	0	0	50	22	[3A 2C 1A 1C 1D 2D 3C 3D]	8	8
18	123456816	38	1	0	1	115	5	16	24	0	0	0	0	28	2	3	7	270	12	2	16	0	2	0	0	0	50	23	[2C 1A 1C 1D 2D 3C 3D 2A 2B 3B]	10	8
19	123456816	37	1	1	1	115	3	17	25	0	0	0	0	28	2	2	8	270	12	2	16	0	2	0	0	0	50	24	[2C 1A 1C 1D 2D 3C 3D 2A 2B 3B]	10	8
20	123456816	36	1	1	2	115	2	15	28	0	0	0	0	28	1	3	8	270	12	2	16	0	2	0	0	0	50	25	[2C 1A 1C 1D 2D 3C 3D 2A 2B 3B]	10	8
21	123456816	36	1	1	2	115	2	12	31	0	0	0	0	28	0	4	8	270	13	2	16	0	2	0	0	0	50	25	[2C 1A 1C 1D 2D 3C 3D 2A 2B 3B]	10	8
22	123456816	35	2	1	2	115	0	11	34	0	0	0	0	28	0	3	9	270	13	2	16	0	2	0	0	0	50	26	[2C 1A 1C 1D 2D 3C 3D 2A 2B 3B]	10	9
23	123456816	35	1	2	2	115	0	8	37	0	0	0	0	28	0	3	9	270	13	2	16	0	2	0	0	0	50	26	[2C 1A 1C 1D 2D 3C 3D 2A 2B 3B]	10	8
24	123456816	44	2	2	12	115	0	7	38	0	0	0	0	18	0	1	1	270	13	2	16	0	2	0	0	0	50	26	[1A 1C 1D 2D 3C 3D 2A 2B 3B]	9	7
25	123456816	108	0	1	31	50	3	5	22	0	0	0	0	18	0	1	1	350	14	2	17	0	2	0	0	0	50	27	[3D 2A 2B 3B 3A]	5	5
26	123456816	106	2	1	31	50	2	5	23	0	0	0	0	18	0	1	1	350	14	2	17	0	2	0	0	0	50	28	[3D 2A 2B 3B 3A]	5	5
