,day,agents,type,type_of_screening_pretty
0,1.0,0.0,Infected,Without screening
1,2.0,0.0771,Infected,Without screening
2,3.0,0.1962,Infected,Without screening
3,4.0,0.3564,Infected,Without screening
4,5.0,0.6026,Infected,Without screening
5,6.0,0.9109,Infected,Without screening
6,7.0,1.0971,Infected,Without screening
7,8.0,1.2753,Infected,Without screening
8,9.0,1.6657,Infected,Without screening
9,10.0,2.1291,Infected,Without screening
10,11.0,2.7908,Infected,Without screening
11,12.0,3.5225,Infected,Without screening
12,13.0,4.2663,Infected,Without screening
13,14.0,4.6567,Infected,Without screening
14,15.0,4.7237,Infected,Without screening
15,16.0,5.2412,Infected,Without screening
16,17.0,6.044,Infected,Without screening
17,18.0,6.8248,Infected,Without screening
18,19.0,7.96,Infected,Without screening
19,20.0,9.1331,Infected,Without screening
20,21.0,9.3383,Infected,Without screening
21,22.0,9.1702,Infected,Without screening
22,23.0,9.4995,Infected,Without screening
23,24.0,10.3854,Infected,Without screening
24,25.0,11.1862,Infected,Without screening
25,26.0,12.2112,Infected,Without screening
26,27.0,13.4805,Infected,Without screening
27,28.0,13.4294,Infected,Without screening
28,29.0,12.7007,Infected,Without screening
29,30.0,13.1211,Infected,Without screening
30,31.0,13.8799,Infected,Without screening
31,32.0,14.6777,Infected,Without screening
32,33.0,15.5475,Infected,Without screening
33,34.0,16.2513,Infected,Without screening
34,35.0,15.7357,Infected,Without screening
35,1.0,0.0,Infected in quarantine,Without screening
36,2.0,0.0,Infected in quarantine,Without screening
37,3.0,0.001,Infected in quarantine,Without screening
38,4.0,0.005,Infected in quarantine,Without screening
39,5.0,0.02,Infected in quarantine,Without screening
40,6.0,0.043,Infected in quarantine,Without screening
41,7.0,0.0711,Infected in quarantine,Without screening
42,8.0,0.09409999999999999,Infected in quarantine,Without screening
43,9.0,0.1201,Infected in quarantine,Without screening
44,10.0,0.1892,Infected in quarantine,Without screening
45,11.0,0.2643,Infected in quarantine,Without screening
46,12.0,0.3804,Infected in quarantine,Without screening
47,13.0,0.6386000000000001,Infected in quarantine,Without screening
48,14.0,0.8498,Infected in quarantine,Without screening
49,15.0,0.972,Infected in quarantine,Without screening
50,16.0,1.1171,Infected in quarantine,Without screening
51,17.0,1.3374,Infected in quarantine,Without screening
52,18.0,1.7318,Infected in quarantine,Without screening
53,19.0,1.9979999999999998,Infected in quarantine,Without screening
54,20.0,2.4124,Infected in quarantine,Without screening
55,21.0,2.7828,Infected in quarantine,Without screening
56,22.0,3.014,Infected in quarantine,Without screening
57,23.0,3.3003,Infected in quarantine,Without screening
58,24.0,3.5655,Infected in quarantine,Without screening
59,25.0,4.1030999999999995,Infected in quarantine,Without screening
60,26.0,4.5575,Infected in quarantine,Without screening
61,27.0,4.7898,Infected in quarantine,Without screening
62,28.0,5.1041,Infected in quarantine,Without screening
63,29.0,5.3364,Infected in quarantine,Without screening
64,30.0,5.435499999999999,Infected in quarantine,Without screening
