,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.2522000000000162,Total infected,Without screening
2,3.0,1.6676999999999964,Total infected,Without screening
3,4.0,2.3403999999999883,Total infected,Without screening
4,5.0,3.1311000000000035,Total infected,Without screening
5,6.0,4.0911000000000115,Total infected,Without screening
6,7.0,4.770700000000005,Total infected,Without screening
7,8.0,5.272300000000001,Total infected,Without screening
8,9.0,6.185200000000009,Total infected,Without screening
9,10.0,7.261200000000002,Total infected,Without screening
10,11.0,8.543599999999998,Total infected,Without screening
11,12.0,9.997000000000014,Total infected,Without screening
12,13.0,11.5856,Total infected,Without screening
13,14.0,12.7637,Total infected,Without screening
14,15.0,13.595499999999987,Total infected,Without screening
15,16.0,14.820799999999991,Total infected,Without screening
16,17.0,16.289299999999997,Total infected,Without screening
17,18.0,17.913899999999984,Total infected,Without screening
18,19.0,19.657700000000006,Total infected,Without screening
19,20.0,21.703699999999998,Total infected,Without screening
20,21.0,23.143200000000007,Total infected,Without screening
21,22.0,24.1772,Total infected,Without screening
22,23.0,25.6456,Total infected,Without screening
23,24.0,27.45750000000001,Total infected,Without screening
24,25.0,29.4675,Total infected,Without screening
25,26.0,31.726799999999997,Total infected,Without screening
26,27.0,34.0471,Total infected,Without screening
27,28.0,35.805800000000005,Total infected,Without screening
28,29.0,36.994,Total infected,Without screening
29,30.0,38.86790000000002,Total infected,Without screening
30,31.0,41.06400000000002,Total infected,Without screening
31,32.0,43.574600000000004,Total infected,Without screening
32,33.0,46.202200000000005,Total infected,Without screening
33,34.0,48.96289999999999,Total infected,Without screening
34,35.0,50.992999999999995,Total infected,Without screening
35,1.0,1.0,Total infected,Screening 25%
36,2.0,1.1881999999999948,Total infected,Screening 25%
37,3.0,1.5775999999999897,Total infected,Screening 25%
38,4.0,2.1392000000000166,Total infected,Screening 25%
39,5.0,2.674599999999998,Total infected,Screening 25%
40,6.0,3.2361999999999966,Total infected,Screening 25%
41,7.0,3.6676999999999964,Total infected,Screening 25%
42,8.0,3.9579999999999984,Total infected,Screening 25%
43,9.0,4.4173999999999864,Total infected,Screening 25%
44,10.0,5.020999999999987,Total infected,Screening 25%
45,11.0,5.7757000000000005,Total infected,Screening 25%
46,12.0,6.4214000000000055,Total infected,Screening 25%
47,13.0,6.982900000000001,Total infected,Screening 25%
48,14.0,7.391399999999976,Total infected,Screening 25%
49,15.0,7.699700000000007,Total infected,Screening 25%
50,16.0,8.093099999999993,Total infected,Screening 25%
51,17.0,8.528500000000008,Total infected,Screening 25%
52,18.0,9.000900000000001,Total infected,Screening 25%
53,19.0,9.413399999999996,Total infected,Screening 25%
54,20.0,9.813799999999986,Total infected,Screening 25%
55,21.0,10.105999999999995,Total infected,Screening 25%
56,22.0,10.271199999999965,Total infected,Screening 25%
57,23.0,10.531599999999997,Total infected,Screening 25%
58,24.0,10.80080000000001,Total infected,Screening 25%
59,25.0,11.151100000000014,Total infected,Screening 25%
60,26.0,11.44440000000003,Total infected,Screening 25%
61,27.0,11.697600000000023,Total infected,Screening 25%
62,28.0,11.850799999999992,Total infected,Screening 25%
63,29.0,11.982,Total infected,Screening 25%
64,30.0,12.124099999999999,Total infected,Screening 25%
65,31.0,12.325200000000024,Total infected,Screening 25%
66,32.0,12.534599999999955,Total infected,Screening 25%
67,33.0,12.713799999999992,Total infected,Screening 25%
68,34.0,12.880899999999997,Total infected,Screening 25%
69,35.0,12.999099999999999,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.2241999999999962,Total infected,Screening 50%
72,3.0,1.6216000000000008,Total infected,Screening 50%
73,4.0,2.1672000000000082,Total infected,Screening 50%
74,5.0,2.690700000000021,Total infected,Screening 50%
75,6.0,3.137100000000032,Total infected,Screening 50%
76,7.0,3.4825000000000443,Total infected,Screening 50%
77,8.0,3.6857000000000255,Total infected,Screening 50%
78,9.0,4.03400000000002,Total infected,Screening 50%
79,10.0,4.440500000000014,Total infected,Screening 50%
80,11.0,4.928899999999999,Total infected,Screening 50%
81,12.0,5.326300000000003,Total infected,Screening 50%
82,13.0,5.6325999999999965,Total infected,Screening 50%
83,14.0,5.848899999999986,Total infected,Screening 50%
84,15.0,5.994900000000001,Total infected,Screening 50%
85,16.0,6.184100000000001,Total infected,Screening 50%
86,17.0,6.401399999999995,Total infected,Screening 50%
87,18.0,6.608599999999996,Total infected,Screening 50%
88,19.0,6.79079999999999,Total infected,Screening 50%
89,20.0,6.920999999999992,Total infected,Screening 50%
90,21.0,7.028099999999995,Total infected,Screening 50%
91,22.0,7.090100000000007,Total infected,Screening 50%
92,23.0,7.17519999999999,Total infected,Screening 50%
93,24.0,7.261299999999977,Total infected,Screening 50%
94,25.0,7.351300000000009,Total infected,Screening 50%
95,26.0,7.434400000000039,Total infected,Screening 50%
96,27.0,7.502400000000023,Total infected,Screening 50%
97,28.0,7.545400000000029,Total infected,Screening 50%
98,29.0,7.584600000000023,Total infected,Screening 50%
99,30.0,7.618600000000015,Total infected,Screening 50%
100,31.0,7.65470000000002,Total infected,Screening 50%
101,32.0,7.710800000000006,Total infected,Screening 50%
102,33.0,7.742799999999988,Total infected,Screening 50%
103,34.0,7.772899999999993,Total infected,Screening 50%
104,35.0,7.799900000000008,Total infected,Screening 50%
105,1.0,1.0,Total infected,Screening 100%
106,2.0,1.222200000000015,Total infected,Screening 100%
107,3.0,1.6356000000000108,Total infected,Screening 100%
108,4.0,2.1891999999999996,Total infected,Screening 100%
109,5.0,2.606700000000018,Total infected,Screening 100%
110,6.0,2.8870000000000005,Total infected,Screening 100%
111,7.0,3.099199999999996,Total infected,Screening 100%
112,8.0,3.261299999999977,Total infected,Screening 100%
113,9.0,3.3904999999999745,Total infected,Screening 100%
114,10.0,3.5244999999999607,Total infected,Screening 100%
115,11.0,3.676700000000011,Total infected,Screening 100%
116,12.0,3.7779000000000167,Total infected,Screening 100%
117,13.0,3.8500000000000227,Total infected,Screening 100%
118,14.0,3.9029999999999916,Total infected,Screening 100%
119,15.0,3.936000000000007,Total infected,Screening 100%
120,16.0,3.9680000000000177,Total infected,Screening 100%
121,17.0,4.009100000000018,Total infected,Screening 100%
122,18.0,4.039999999999964,Total infected,Screening 100%
123,19.0,4.052999999999969,Total infected,Screening 100%
124,20.0,4.073099999999982,Total infected,Screening 100%
125,21.0,4.080099999999987,Total infected,Screening 100%
126,22.0,4.090099999999978,Total infected,Screening 100%
127,23.0,4.095100000000002,Total infected,Screening 100%
128,24.0,4.101099999999974,Total infected,Screening 100%
129,25.0,4.107099999999974,Total infected,Screening 100%
130,26.0,4.1100999999999885,Total infected,Screening 100%
131,27.0,4.11209999999997,Total infected,Screening 100%
132,28.0,4.11209999999997,Total infected,Screening 100%
133,29.0,4.113099999999974,Total infected,Screening 100%
134,30.0,4.114099999999979,Total infected,Screening 100%
135,31.0,4.114099999999979,Total infected,Screening 100%
136,32.0,4.114100000000008,Total infected,Screening 100%
137,33.0,4.114100000000008,Total infected,Screening 100%
138,34.0,4.114100000000008,Total infected,Screening 100%
