,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,0.0,Total infected,Without screening
1,2.0,0.07699999999999818,Total infected,Without screening
2,3.0,0.2061999999999955,Total infected,Without screening
3,4.0,0.3932999999999822,Total infected,Without screening
4,5.0,0.6978000000000009,Total infected,Without screening
5,6.0,1.107100000000031,Total infected,Without screening
6,7.0,1.457400000000007,Total infected,Without screening
7,8.0,1.81280000000001,Total infected,Without screening
8,9.0,2.3974000000000046,Total infected,Without screening
9,10.0,3.166200000000032,Total infected,Without screening
10,11.0,4.2242999999999995,Total infected,Without screening
11,12.0,5.504499999999979,Total infected,Without screening
12,13.0,7.032999999999987,Total infected,Without screening
13,14.0,8.278199999999998,Total infected,Without screening
14,15.0,9.168199999999956,Total infected,Without screening
15,16.0,10.573600000000027,Total infected,Without screening
16,17.0,12.40440000000001,Total infected,Without screening
17,18.0,14.588600000000014,Total infected,Without screening
18,19.0,17.133200000000016,Total infected,Without screening
19,20.0,20.070999999999998,Total infected,Without screening
20,21.0,22.21029999999999,Total infected,Without screening
21,22.0,23.836700000000008,Total infected,Without screening
22,23.0,26.171099999999996,Total infected,Without screening
23,24.0,29.07310000000001,Total infected,Without screening
24,25.0,32.25020000000001,Total infected,Without screening
25,26.0,35.827799999999996,Total infected,Without screening
26,27.0,39.6576,Total infected,Without screening
27,28.0,42.45150000000001,Total infected,Without screening
28,29.0,44.49139999999997,Total infected,Without screening
29,30.0,47.39839999999998,Total infected,Without screening
30,31.0,50.83680000000004,Total infected,Without screening
31,32.0,54.57850000000002,Total infected,Without screening
32,33.0,58.55660000000003,Total infected,Without screening
33,34.0,62.74370000000002,Total infected,Without screening
34,35.0,65.71159999999998,Total infected,Without screening
35,1.0,0.0,Total infected,Screening 25%
36,2.0,0.08549999999999613,Total infected,Screening 25%
37,3.0,0.23950000000002092,Total infected,Screening 25%
38,4.0,0.44720000000000937,Total infected,Screening 25%
39,5.0,0.7655000000000314,Total infected,Screening 25%
40,6.0,1.1759000000000412,Total infected,Screening 25%
41,7.0,1.5863000000000227,Total infected,Screening 25%
42,8.0,1.9816000000000145,Total infected,Screening 25%
43,9.0,2.5007999999999697,Total infected,Screening 25%
44,10.0,3.3016000000000076,Total infected,Screening 25%
45,11.0,4.340099999999978,Total infected,Screening 25%
46,12.0,5.487400000000008,Total infected,Screening 25%
47,13.0,7.163999999999987,Total infected,Screening 25%
48,14.0,8.336600000000033,Total infected,Screening 25%
49,15.0,9.185900000000004,Total infected,Screening 25%
50,16.0,10.561200000000014,Total infected,Screening 25%
51,17.0,12.185799999999972,Total infected,Screening 25%
52,18.0,14.202699999999993,Total infected,Screening 25%
53,19.0,16.517600000000044,Total infected,Screening 25%
54,20.0,19.01679999999999,Total infected,Screening 25%
55,21.0,21.01189999999997,Total infected,Screening 25%
56,22.0,22.27969999999999,Total infected,Screening 25%
57,23.0,24.29819999999998,Total infected,Screening 25%
58,24.0,26.681699999999978,Total infected,Screening 25%
59,25.0,29.194200000000052,Total infected,Screening 25%
60,26.0,32.09899999999996,Total infected,Screening 25%
61,27.0,35.1876,Total infected,Screening 25%
62,28.0,37.35680000000002,Total infected,Screening 25%
63,29.0,38.89450000000002,Total infected,Screening 25%
64,30.0,41.18100000000001,Total infected,Screening 25%
65,31.0,43.86100000000002,Total infected,Screening 25%
66,32.0,46.832400000000035,Total infected,Screening 25%
67,33.0,49.82760000000002,Total infected,Screening 25%
68,34.0,53.010099999999966,Total infected,Screening 25%
69,35.0,55.179100000000005,Total infected,Screening 25%
70,1.0,0.0,Total infected,Screening 50%
71,2.0,0.07030000000000314,Total infected,Screening 50%
72,3.0,0.19610000000000127,Total infected,Screening 50%
73,4.0,0.42210000000000036,Total infected,Screening 50%
74,5.0,0.7203000000000088,Total infected,Screening 50%
75,6.0,1.1539999999999964,Total infected,Screening 50%
76,7.0,1.6080000000000325,Total infected,Screening 50%
77,8.0,1.860900000000015,Total infected,Screening 50%
78,9.0,2.4238,Total infected,Screening 50%
79,10.0,3.180799999999948,Total infected,Screening 50%
80,11.0,4.174200000000013,Total infected,Screening 50%
81,12.0,5.20599999999996,Total infected,Screening 50%
82,13.0,6.552699999999987,Total infected,Screening 50%
83,14.0,7.561099999999982,Total infected,Screening 50%
84,15.0,8.358600000000024,Total infected,Screening 50%
85,16.0,9.545900000000017,Total infected,Screening 50%
86,17.0,10.954700000000003,Total infected,Screening 50%
87,18.0,12.609700000000032,Total infected,Screening 50%
88,19.0,14.651700000000005,Total infected,Screening 50%
89,20.0,16.56940000000003,Total infected,Screening 50%
90,21.0,18.222699999999946,Total infected,Screening 50%
91,22.0,19.370100000000036,Total infected,Screening 50%
92,23.0,20.969600000000042,Total infected,Screening 50%
93,24.0,23.030100000000004,Total infected,Screening 50%
94,25.0,25.06710000000001,Total infected,Screening 50%
95,26.0,27.3467,Total infected,Screening 50%
96,27.0,29.747100000000017,Total infected,Screening 50%
97,28.0,31.482400000000013,Total infected,Screening 50%
98,29.0,32.7739,Total infected,Screening 50%
99,30.0,34.592899999999986,Total infected,Screening 50%
