,day,agents,type,type_of_screening_pretty,group
0,0.0,240.0,Susceptible,Screening 25%,Susceptible
1,1.0,239.7337,Susceptible,Screening 25%,Susceptible
2,2.0,239.4442,Susceptible,Screening 25%,Susceptible
3,3.0,238.7588,Susceptible,Screening 25%,Susceptible
4,4.0,238.001,Susceptible,Screening 25%,Susceptible
5,5.0,236.6412,Susceptible,Screening 25%,Susceptible
6,6.0,236.2412,Susceptible,Screening 25%,Susceptible
7,7.0,235.9517,Susceptible,Screening 25%,Susceptible
8,8.0,233.7337,Susceptible,Screening 25%,Susceptible
9,9.0,231.0492,Susceptible,Screening 25%,Susceptible
10,10.0,227.9186,Susceptible,Screening 25%,Susceptible
11,11.0,224.8422,Susceptible,Screening 25%,Susceptible
12,12.0,221.1266,Susceptible,Screening 25%,Susceptible
13,13.0,220.3688,Susceptible,Screening 25%,Susceptible
14,14.0,219.9789,Susceptible,Screening 25%,Susceptible
15,15.0,215.4794,Susceptible,Screening 25%,Susceptible
16,16.0,211.1166,Susceptible,Screening 25%,Susceptible
17,17.0,206.8904,Susceptible,Screening 25%,Susceptible
18,18.0,202.3196,Susceptible,Screening 25%,Susceptible
19,19.0,197.6874,Susceptible,Screening 25%,Susceptible
20,20.0,197.0372,Susceptible,Screening 25%,Susceptible
21,21.0,196.0905,Susceptible,Screening 25%,Susceptible
22,22.0,191.6523,Susceptible,Screening 25%,Susceptible
23,23.0,187.9457,Susceptible,Screening 25%,Susceptible
24,24.0,184.9176,Susceptible,Screening 25%,Susceptible
25,25.0,181.6,Susceptible,Screening 25%,Susceptible
26,26.0,179.0231,Susceptible,Screening 25%,Susceptible
27,27.0,178.9749,Susceptible,Screening 25%,Susceptible
28,28.0,178.2915,Susceptible,Screening 25%,Susceptible
29,29.0,175.4332,Susceptible,Screening 25%,Susceptible
30,30.0,173.2664,Susceptible,Screening 25%,Susceptible
31,31.0,171.208,Susceptible,Screening 25%,Susceptible
32,32.0,169.3387,Susceptible,Screening 25%,Susceptible
33,33.0,167.992,Susceptible,Screening 25%,Susceptible
34,34.0,167.8543,Susceptible,Screening 25%,Susceptible
35,35.0,167.9648,Susceptible,Screening 25%,Susceptible
36,0.0,0.0,Susceptible in quarantine,Screening 25%,Susceptible
37,1.0,0.0,Susceptible in quarantine,Screening 25%,Susceptible
38,2.0,0.0191,Susceptible in quarantine,Screening 25%,Susceptible
39,3.0,0.3026,Susceptible in quarantine,Screening 25%,Susceptible
40,4.0,0.6312,Susceptible in quarantine,Screening 25%,Susceptible
41,5.0,1.2925,Susceptible in quarantine,Screening 25%,Susceptible
42,6.0,1.4061,Susceptible in quarantine,Screening 25%,Susceptible
