day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457636	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457636	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
2	123457636	236	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
3	123457636	235	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	1
4	123457636	233	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	1
5	123457636	230	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	2
6	123457636	230	4	5	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	4
7	123457636	230	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	4
8	123457636	227	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	4
9	123457636	222	7	8	3	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	4
10	123457636	194	4	2	0	26	4	6	4	0	0	0	0	0	0	0	0	120	0	0	2	0	0	[2C 3C]	2	4
11	123457636	191	5	4	0	26	2	6	6	0	0	0	0	0	0	0	0	120	0	0	2	0	0	[2C 3C]	2	4
12	123457636	188	4	8	0	26	2	6	6	0	0	0	0	0	0	0	0	120	0	0	2	0	0	[2C 3C]	2	4
13	123457636	188	0	8	4	26	0	7	7	0	0	0	0	0	0	0	0	120	0	0	2	0	0	[2C 3C]	2	4
14	123457636	188	0	7	5	26	0	7	7	0	0	0	0	0	0	0	0	120	0	0	2	0	0	[2C 3C]	2	4
15	123457636	186	2	6	6	26	0	7	7	0	0	0	0	0	0	0	0	120	0	0	2	0	0	[2C 3C]	2	4
16	123457636	185	3	6	6	26	0	7	7	0	0	0	0	0	0	0	0	120	0	0	2	0	0	[2C 3C]	2	4
17	123457636	183	4	7	6	26	0	5	9	0	0	0	0	0	0	0	0	170	0	0	2	0	0	[2C 3C]	2	4
18	123457636	179	8	6	7	26	0	4	10	0	0	0	0	0	0	0	0	170	0	0	2	0	0	[2C 3C]	2	4
19	123457636	178	7	8	7	26	0	4	10	0	0	0	0	0	0	0	0	170	0	0	2	0	0	[2C 3C]	2	4
20	123457636	178	5	9	8	26	0	4	10	0	0	0	0	0	0	0	0	170	0	0	2	0	0	[2C 3C]	2	4
21	123457636	178	3	10	9	26	0	2	12	0	0	0	0	0	0	0	0	170	0	0	2	0	0	[2C 3C]	2	4
22	123457636	177	4	7	12	26	0	1	13	0	0	0	0	0	0	0	0	170	0	0	2	0	0	[2C 3C]	2	3
23	123457636	175	5	7	13	26	0	1	13	0	0	0	0	0	0	0	0	170	0	0	2	0	0	[2C 3C]	2	2
24	123457636	199	1	0	20	2	2	8	8	0	0	0	0	0	0	0	0	230	0	0	4	0	0	[1A]	1	1
25	123457636	199	1	0	20	2	2	8	8	0	0	0	0	0	0	0	0	230	0	0	4	0	0	[1A]	1	1
26	123457636	199	0	1	20	2	1	8	9	0	0	0	0	0	0	0	0	230	0	0	4	0	0	[1A]	1	2
27	123457636	199	0	1	20	2	1	7	10	0	0	0	0	0	0	0	0	230	0	0	4	0	0	[1A]	1	2
28	123457636	199	0	1	20	2	0	8	10	0	0	0	0	0	0	0	0	230	0	0	4	0	0	[1A]	1	2
29	123457636	199	0	0	21	2	0	8	10	0	0	0	0	0	0	0	0	230	0	0	4	0	0	[1A]	1	1
30	123457636	199	0	0	21	2	0	6	12	0	0	0	0	0	0	0	0	230	0	0	4	0	0	[1A]	1	1
31	123457636	199	0	0	21	2	0	5	13	0	0	0	0	0	0	0	0	285	0	0	4	0	0	[1A]	1	1
32	123457636	199	0	0	21	2	0	5	13	0	0	0	0	0	0	0	0	285	0	0	4	0	0	[1A]	1	1
33	123457636	199	0	0	21	2	0	3	15	0	0	0	0	0	0	0	0	285	0	0	4	0	0	[1A]	1	1
34	123457636	199	0	0	21	2	0	2	16	0	0	0	0	0	0	0	0	285	0	0	4	0	0	[1A]	1	1
35	123457636	199	0	0	21	2	0	2	16	0	0	0	0	0	0	0	0	285	0	0	4	0	0	[1A]	1	1
