,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.208200000000005,Total infected,Without screening
2,3.0,1.6056000000000097,Total infected,Without screening
3,4.0,2.1521999999999935,Total infected,Without screening
4,5.0,2.834000000000003,Total infected,Without screening
5,6.0,3.667500000000018,Total infected,Without screening
6,7.0,4.26430000000002,Total infected,Without screening
7,8.0,4.723700000000008,Total infected,Without screening
8,9.0,5.4713999999999885,Total infected,Without screening
9,10.0,6.402300000000025,Total infected,Without screening
10,11.0,7.461500000000001,Total infected,Without screening
11,12.0,8.597499999999968,Total infected,Without screening
12,13.0,9.73769999999999,Total infected,Without screening
13,14.0,10.631699999999995,Total infected,Without screening
14,15.0,11.205099999999987,Total infected,Without screening
15,16.0,12.061000000000007,Total infected,Without screening
16,17.0,13.021000000000015,Total infected,Without screening
17,18.0,14.043999999999983,Total infected,Without screening
18,19.0,15.147199999999998,Total infected,Without screening
19,20.0,16.35329999999996,Total infected,Without screening
20,21.0,17.191200000000038,Total infected,Without screening
21,22.0,17.84190000000001,Total infected,Without screening
22,23.0,18.643500000000017,Total infected,Without screening
23,24.0,19.530500000000018,Total infected,Without screening
24,25.0,20.60759999999999,Total infected,Without screening
25,26.0,21.728800000000007,Total infected,Without screening
26,27.0,22.85900000000001,Total infected,Without screening
27,28.0,23.66980000000001,Total infected,Without screening
28,29.0,24.23429999999999,Total infected,Without screening
29,30.0,25.018899999999974,Total infected,Without screening
30,31.0,25.974999999999994,Total infected,Without screening
31,32.0,26.9409,Total infected,Without screening
32,33.0,27.92689999999999,Total infected,Without screening
33,34.0,29.02109999999999,Total infected,Without screening
34,35.0,29.792800000000028,Total infected,Without screening
35,1.0,1.0001000000000033,Total infected,Screening 25%
36,2.0,1.2010000000000218,Total infected,Screening 25%
37,3.0,1.5828000000000202,Total infected,Screening 25%
38,4.0,2.090300000000042,Total infected,Screening 25%
39,5.0,2.6432000000000357,Total infected,Screening 25%
40,6.0,3.4020000000000152,Total infected,Screening 25%
41,7.0,3.9598000000000297,Total infected,Screening 25%
42,8.0,4.427099999999967,Total infected,Screening 25%
43,9.0,5.12579999999997,Total infected,Screening 25%
44,10.0,5.854299999999995,Total infected,Screening 25%
45,11.0,6.8192000000000235,Total infected,Screening 25%
46,12.0,7.703399999999988,Total infected,Screening 25%
47,13.0,8.482399999999984,Total infected,Screening 25%
48,14.0,9.200900000000019,Total infected,Screening 25%
49,15.0,9.693399999999997,Total infected,Screening 25%
50,16.0,10.34669999999997,Total infected,Screening 25%
51,17.0,10.99490000000003,Total infected,Screening 25%
52,18.0,11.84420000000003,Total infected,Screening 25%
53,19.0,12.547799999999995,Total infected,Screening 25%
54,20.0,13.271300000000025,Total infected,Screening 25%
55,21.0,13.844099999999969,Total infected,Screening 25%
56,22.0,14.241100000000017,Total infected,Screening 25%
57,23.0,14.753899999999959,Total infected,Screening 25%
58,24.0,15.34669999999997,Total infected,Screening 25%
59,25.0,15.954699999999974,Total infected,Screening 25%
60,26.0,16.56790000000001,Total infected,Screening 25%
61,27.0,17.246100000000013,Total infected,Screening 25%
62,28.0,17.613100000000003,Total infected,Screening 25%
63,29.0,17.959699999999998,Total infected,Screening 25%
64,30.0,18.427099999999967,Total infected,Screening 25%
65,31.0,18.989900000000006,Total infected,Screening 25%
66,32.0,19.51249999999999,Total infected,Screening 25%
67,33.0,19.924600000000027,Total infected,Screening 25%
68,34.0,20.38190000000003,Total infected,Screening 25%
69,35.0,20.698499999999996,Total infected,Screening 25%
70,1.0,0.9998999999999967,Total infected,Screening 50%
71,2.0,1.145700000000005,Total infected,Screening 50%
72,3.0,1.3719000000000108,Total infected,Screening 50%
73,4.0,1.8895000000000266,Total infected,Screening 50%
74,5.0,2.487400000000008,Total infected,Screening 50%
75,6.0,3.1304999999999836,Total infected,Screening 50%
76,7.0,3.6332000000000164,Total infected,Screening 50%
77,8.0,3.9747999999999877,Total infected,Screening 50%
78,9.0,4.497599999999949,Total infected,Screening 50%
79,10.0,5.105599999999981,Total infected,Screening 50%
80,11.0,5.808900000000051,Total infected,Screening 50%
81,12.0,6.407200000000046,Total infected,Screening 50%
82,13.0,7.130700000000019,Total infected,Screening 50%
83,14.0,7.517700000000019,Total infected,Screening 50%
84,15.0,7.864299999999986,Total infected,Screening 50%
85,16.0,8.236099999999993,Total infected,Screening 50%
86,17.0,8.723599999999976,Total infected,Screening 50%
87,18.0,9.256199999999978,Total infected,Screening 50%
88,19.0,9.808999999999997,Total infected,Screening 50%
89,20.0,10.417099999999948,Total infected,Screening 50%
90,21.0,10.748899999999963,Total infected,Screening 50%
91,22.0,11.055399999999992,Total infected,Screening 50%
92,23.0,11.467500000000001,Total infected,Screening 50%
93,24.0,11.979799999999955,Total infected,Screening 50%
94,25.0,12.396999999999963,Total infected,Screening 50%
95,26.0,12.829200000000014,Total infected,Screening 50%
96,27.0,13.205999999999989,Total infected,Screening 50%
97,28.0,13.49739999999997,Total infected,Screening 50%
98,29.0,13.673300000000012,Total infected,Screening 50%
99,30.0,13.8844,Total infected,Screening 50%
100,31.0,14.125499999999988,Total infected,Screening 50%
101,32.0,14.427100000000024,Total infected,Screening 50%
102,33.0,14.6584,Total infected,Screening 50%
103,34.0,14.869400000000013,Total infected,Screening 50%
104,35.0,15.024999999999977,Total infected,Screening 50%
105,1.0,0.9999000000000251,Total infected,Screening 100%
106,2.0,1.2613000000000056,Total infected,Screening 100%
107,3.0,1.6882999999999697,Total infected,Screening 100%
108,4.0,2.150599999999997,Total infected,Screening 100%
109,5.0,2.7386000000000195,Total infected,Screening 100%
110,6.0,3.3566999999999894,Total infected,Screening 100%
111,7.0,3.7387999999999977,Total infected,Screening 100%
112,8.0,4.010099999999966,Total infected,Screening 100%
113,9.0,4.436999999999983,Total infected,Screening 100%
114,10.0,4.919500000000028,Total infected,Screening 100%
115,11.0,5.271300000000025,Total infected,Screening 100%
116,12.0,5.633200000000016,Total infected,Screening 100%
117,13.0,6.165800000000019,Total infected,Screening 100%
118,14.0,6.477299999999985,Total infected,Screening 100%
119,15.0,6.683300000000003,Total infected,Screening 100%
120,16.0,6.954800000000006,Total infected,Screening 100%
121,17.0,7.286399999999958,Total infected,Screening 100%
122,18.0,7.56789999999998,Total infected,Screening 100%
123,19.0,7.8892999999999915,Total infected,Screening 100%
124,20.0,8.115499999999969,Total infected,Screening 100%
125,21.0,8.301500000000004,Total infected,Screening 100%
126,22.0,8.442199999999985,Total infected,Screening 100%
127,23.0,8.628100000000018,Total infected,Screening 100%
128,24.0,8.829099999999983,Total infected,Screening 100%
129,25.0,8.974999999999994,Total infected,Screening 100%
130,26.0,9.2012,Total infected,Screening 100%
131,27.0,9.336600000000033,Total infected,Screening 100%
132,28.0,9.467400000000055,Total infected,Screening 100%
133,29.0,9.56280000000001,Total infected,Screening 100%
134,30.0,9.643200000000007,Total infected,Screening 100%
135,31.0,9.733599999999996,Total infected,Screening 100%
136,32.0,9.813999999999993,Total infected,Screening 100%
137,33.0,9.879399999999976,Total infected,Screening 100%
138,34.0,9.969899999999967,Total infected,Screening 100%
139,35.0,10.030099999999976,Total infected,Screening 100%
