,day,agents,type,type_of_screening_pretty
0,1.0,0.0,Infected,Without screening
1,2.0,0.7067,Infected,Without screening
2,3.0,1.9229,Infected,Without screening
3,4.0,3.6627,Infected,Without screening
4,5.0,5.976,Infected,Without screening
5,6.0,8.6967,Infected,Without screening
6,7.0,10.5536,Infected,Without screening
7,8.0,11.8118,Infected,Without screening
8,9.0,14.6917,Infected,Without screening
9,10.0,18.6386,Infected,Without screening
10,11.0,22.9029,Infected,Without screening
11,12.0,27.4525,Infected,Without screening
12,13.0,31.6036,Infected,Without screening
13,14.0,32.4585,Infected,Without screening
14,15.0,31.4675,Infected,Without screening
15,16.0,33.009,Infected,Without screening
16,17.0,34.7377,Infected,Without screening
17,18.0,36.5976,Infected,Without screening
18,19.0,38.033,Infected,Without screening
19,20.0,39.015,Infected,Without screening
20,21.0,37.3634,Infected,Without screening
21,22.0,34.4805,Infected,Without screening
22,23.0,32.4755,Infected,Without screening
23,24.0,31.2863,Infected,Without screening
24,25.0,29.7708,Infected,Without screening
25,26.0,28.6607,Infected,Without screening
26,27.0,27.3153,Infected,Without screening
27,28.0,25.001,Infected,Without screening
28,29.0,22.0781,Infected,Without screening
29,30.0,20.4645,Infected,Without screening
30,31.0,19.1201,Infected,Without screening
31,32.0,18.0631,Infected,Without screening
32,33.0,17.031,Infected,Without screening
33,34.0,16.3143,Infected,Without screening
34,35.0,15.0991,Infected,Without screening
35,1.0,0.0,Infected in quarantine,Without screening
36,2.0,0.006,Infected in quarantine,Without screening
37,3.0,0.026000000000000002,Infected in quarantine,Without screening
38,4.0,0.0841,Infected in quarantine,Without screening
39,5.0,0.2383,Infected in quarantine,Without screening
40,6.0,0.5105,Infected in quarantine,Without screening
41,7.0,0.8239,Infected in quarantine,Without screening
42,8.0,1.1562,Infected in quarantine,Without screening
43,9.0,1.6166,Infected in quarantine,Without screening
44,10.0,2.2442,Infected in quarantine,Without screening
45,11.0,3.3072999999999997,Infected in quarantine,Without screening
46,12.0,4.8199,Infected in quarantine,Without screening
47,13.0,6.7908,Infected in quarantine,Without screening
48,14.0,8.5906,Infected in quarantine,Without screening
49,15.0,10.009,Infected in quarantine,Without screening
50,16.0,11.3464,Infected in quarantine,Without screening
51,17.0,12.8718,Infected in quarantine,Without screening
52,18.0,14.426400000000001,Infected in quarantine,Without screening
53,19.0,16.2213,Infected in quarantine,Without screening
54,20.0,17.6597,Infected in quarantine,Without screening
55,21.0,18.9319,Infected in quarantine,Without screening
56,22.0,19.5906,Infected in quarantine,Without screening
57,23.0,20.1371,Infected in quarantine,Without screening
58,24.0,20.1432,Infected in quarantine,Without screening
59,25.0,20.2983,Infected in quarantine,Without screening
60,26.0,19.7377,Infected in quarantine,Without screening
61,27.0,19.038,Infected in quarantine,Without screening
62,28.0,18.4935,Infected in quarantine,Without screening
63,29.0,17.7898,Infected in quarantine,Without screening
64,30.0,16.6517,Infected in quarantine,Without screening
65,31.0,15.4905,Infected in quarantine,Without screening
66,32.0,14.0891,Infected in quarantine,Without screening
67,33.0,12.758799999999999,Infected in quarantine,Without screening
68,34.0,11.6577,Infected in quarantine,Without screening
69,35.0,10.5555,Infected in quarantine,Without screening
70,1.0,0.0,Infected,Screening 25%
71,2.0,0.5528,Infected,Screening 25%
72,3.0,1.7337,Infected,Screening 25%
73,4.0,3.4171,Infected,Screening 25%
74,5.0,5.4774,Infected,Screening 25%
75,6.0,8.0653,Infected,Screening 25%
76,7.0,9.9397,Infected,Screening 25%
77,8.0,11.191,Infected,Screening 25%
78,9.0,6.1055,Infected,Screening 25%
79,10.0,8.5678,Infected,Screening 25%
80,11.0,11.5879,Infected,Screening 25%
81,12.0,14.3618,Infected,Screening 25%
82,13.0,17.6482,Infected,Screening 25%
83,14.0,18.4824,Infected,Screening 25%
84,15.0,18.5276,Infected,Screening 25%
85,16.0,5.3769,Infected,Screening 25%
86,17.0,6.7337,Infected,Screening 25%
87,18.0,8.3467,Infected,Screening 25%
88,19.0,9.8643,Infected,Screening 25%
89,20.0,11.1457,Infected,Screening 25%
90,21.0,11.4975,Infected,Screening 25%
91,22.0,10.9146,Infected,Screening 25%
92,23.0,2.3769,Infected,Screening 25%
93,24.0,2.9849,Infected,Screening 25%
94,25.0,3.7588,Infected,Screening 25%
95,26.0,4.4824,Infected,Screening 25%
96,27.0,5.5528,Infected,Screening 25%
97,28.0,5.8593,Infected,Screening 25%
98,29.0,6.0302,Infected,Screening 25%
99,30.0,2.6683,Infected,Screening 25%
100,31.0,3.4673,Infected,Screening 25%
101,32.0,4.4975,Infected,Screening 25%
102,33.0,5.6231,Infected,Screening 25%
103,34.0,6.5427,Infected,Screening 25%
104,35.0,6.995,Infected,Screening 25%
105,1.0,0.0,Infected in quarantine,Screening 25%
106,2.0,0.1206,Infected in quarantine,Screening 25%
107,3.0,0.1257,Infected in quarantine,Screening 25%
108,4.0,0.1809,Infected in quarantine,Screening 25%
109,5.0,0.2915,Infected in quarantine,Screening 25%
110,6.0,0.4875,Infected in quarantine,Screening 25%
111,7.0,0.7889999999999999,Infected in quarantine,Screening 25%
112,8.0,1.1508,Infected in quarantine,Screening 25%
113,9.0,9.3467,Infected in quarantine,Screening 25%
114,10.0,10.1708,Infected in quarantine,Screening 25%
115,11.0,10.502500000000001,Infected in quarantine,Screening 25%
116,12.0,10.8995,Infected in quarantine,Screening 25%
117,13.0,11.1206,Infected in quarantine,Screening 25%
118,14.0,11.2311,Infected in quarantine,Screening 25%
119,15.0,11.3467,Infected in quarantine,Screening 25%
120,16.0,26.301499999999997,Infected in quarantine,Screening 25%
121,17.0,25.557699999999997,Infected in quarantine,Screening 25%
122,18.0,24.507600000000004,Infected in quarantine,Screening 25%
123,19.0,22.9598,Infected in quarantine,Screening 25%
124,20.0,21.799,Infected in quarantine,Screening 25%
125,21.0,20.2412,Infected in quarantine,Screening 25%
126,22.0,18.6885,Infected in quarantine,Screening 25%
127,23.0,23.8141,Infected in quarantine,Screening 25%
128,24.0,22.3518,Infected in quarantine,Screening 25%
129,25.0,20.4723,Infected in quarantine,Screening 25%
130,26.0,18.7186,Infected in quarantine,Screening 25%
131,27.0,16.8292,Infected in quarantine,Screening 25%
132,28.0,15.0151,Infected in quarantine,Screening 25%
133,29.0,13.4121,Infected in quarantine,Screening 25%
134,30.0,12.0855,Infected in quarantine,Screening 25%
135,31.0,11.4171,Infected in quarantine,Screening 25%
136,32.0,10.5729,Infected in quarantine,Screening 25%
137,33.0,9.673399999999999,Infected in quarantine,Screening 25%
138,34.0,8.8845,Infected in quarantine,Screening 25%
139,35.0,8.1055,Infected in quarantine,Screening 25%
140,1.0,0.0,Infected,Screening 50%
141,2.0,0.2362,Infected,Screening 50%
142,3.0,1.3819,Infected,Screening 50%
143,4.0,2.8342,Infected,Screening 50%
144,5.0,4.7588,Infected,Screening 50%
145,6.0,7.6181,Infected,Screening 50%
146,7.0,9.3417,Infected,Screening 50%
147,8.0,10.5075,Infected,Screening 50%
148,9.0,2.3166,Infected,Screening 50%
149,10.0,3.9045,Infected,Screening 50%
150,11.0,5.9749,Infected,Screening 50%
151,12.0,8.3467,Infected,Screening 50%
152,13.0,10.4121,Infected,Screening 50%
153,14.0,11.6181,Infected,Screening 50%
154,15.0,11.9849,Infected,Screening 50%
155,16.0,1.5779,Infected,Screening 50%
156,17.0,2.5025,Infected,Screening 50%
157,18.0,3.5126,Infected,Screening 50%
158,19.0,4.5025,Infected,Screening 50%
159,20.0,5.3618,Infected,Screening 50%
160,21.0,5.8995,Infected,Screening 50%
161,22.0,5.8342,Infected,Screening 50%
162,23.0,0.8442,Infected,Screening 50%
163,24.0,1.402,Infected,Screening 50%
164,25.0,2.1307,Infected,Screening 50%
165,26.0,3.1005,Infected,Screening 50%
166,27.0,4.0503,Infected,Screening 50%
167,28.0,4.5829,Infected,Screening 50%
168,29.0,5.0905,Infected,Screening 50%
169,30.0,1.2412,Infected,Screening 50%
