,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.004332758620689517,Total infected,0%
2,3.0,0.014878275862069022,Total infected,0%
3,4.0,0.03306620689655174,Total infected,0%
4,5.0,0.062303793103448135,Total infected,0%
5,6.0,0.10398034482758632,Total infected,0%
6,7.0,0.13722655172413797,Total infected,0%
7,8.0,0.16459103448275855,Total infected,0%
8,9.0,0.2149055172413793,Total infected,0%
9,10.0,0.27900620689655165,Total infected,0%
10,11.0,0.34983793103448285,Total infected,0%
11,12.0,0.41907931034482765,Total infected,0%
12,13.0,0.48226103448275864,Total infected,0%
13,14.0,0.5291896551724138,Total infected,0%
14,15.0,0.5635272413793103,Total infected,0%
15,16.0,0.5974362068965517,Total infected,0%
16,17.0,0.626791724137931,Total infected,0%
17,18.0,0.6510403448275861,Total infected,0%
18,19.0,0.6706934482758621,Total infected,0%
19,20.0,0.6863037931034482,Total infected,0%
20,21.0,0.6978234482758621,Total infected,0%
21,22.0,0.7060258620689656,Total infected,0%
22,23.0,0.7132062068965518,Total infected,0%
23,24.0,0.7195975862068965,Total infected,0%
24,25.0,0.7246906896551725,Total infected,0%
25,26.0,0.7295555172413793,Total infected,0%
26,27.0,0.734275172413793,Total infected,0%
27,28.0,0.7381796551724138,Total infected,0%
28,29.0,0.7411096551724138,Total infected,0%
29,30.0,0.7450696551724137,Total infected,0%
30,31.0,0.7495475862068965,Total infected,0%
31,32.0,0.7542465517241379,Total infected,0%
32,33.0,0.7592979310344827,Total infected,0%
33,34.0,0.7639555172413793,Total infected,0%
34,35.0,0.7679358620689656,Total infected,0%
35,36.0,0.77079,Total infected,0%
36,37.0,0.7740172413793104,Total infected,0%
37,38.0,0.7778248275862069,Total infected,0%
38,39.0,0.7813972413793103,Total infected,0%
39,40.0,0.7848110344827587,Total infected,0%
40,41.0,0.7878306896551724,Total infected,0%
41,42.0,0.790208275862069,Total infected,0%
42,43.0,0.7922534482758621,Total infected,0%
43,44.0,0.7942710344827586,Total infected,0%
44,45.0,0.7963579310344828,Total infected,0%
45,46.0,0.7982375862068966,Total infected,0%
46,47.0,0.7998548275862069,Total infected,0%
47,48.0,0.8014510344827586,Total infected,0%
