day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456890	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	[]	0	0
1	123456890	237	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	3	[]	0	0
2	123456890	233	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	5	[]	0	1
3	123456890	217	3	0	0	15	3	2	0	0	0	0	0	0	0	0	0	120	2	0	2	0	0	0	0	0	50	6	[1C]	1	1
4	123456890	213	6	1	0	15	1	4	0	0	0	0	0	0	0	0	0	120	4	0	2	0	0	0	0	0	50	10	[1C]	1	2
5	123456890	210	7	2	1	15	1	3	1	0	0	0	0	0	0	0	0	120	4	0	2	0	0	0	0	0	50	13	[1C]	1	3
6	123456890	210	5	3	2	15	1	1	3	0	0	0	0	0	0	0	0	120	6	0	2	0	0	0	0	0	50	13	[1C]	1	4
7	123456890	206	8	4	2	15	0	1	4	0	0	0	0	0	0	0	0	120	6	0	2	0	0	0	0	0	50	17	[1C]	1	5
8	123456890	187	6	4	3	15	0	0	5	0	0	0	0	18	0	1	1	120	7	1	2	0	1	0	0	0	50	17	[1C 3A]	2	4
9	123456890	181	9	7	3	15	0	0	5	0	0	0	0	18	0	1	1	120	7	1	2	0	1	0	0	0	50	19	[1C 3A]	2	6
10	123456890	129	5	2	4	62	7	6	5	0	0	0	0	18	0	1	1	220	7	1	6	0	1	0	0	0	50	20	[1C 3A 1A 1B 2A]	5	6
11	123456890	127	6	3	4	62	7	4	7	0	0	0	0	18	0	1	1	220	8	1	6	0	1	0	0	0	50	21	[1C 3A 1A 1B 2A]	5	5
12	123456890	125	7	4	4	62	5	5	8	0	0	0	0	18	0	1	1	220	8	1	6	0	1	0	0	0	50	23	[1C 3A 1A 1B 2A]	5	5
13	123456890	125	4	6	5	62	4	5	9	0	0	0	0	18	0	1	1	220	8	1	6	0	1	0	0	0	50	23	[1C 3A 1A 1B 2A]	5	7
14	123456890	123	6	5	6	62	1	8	9	0	0	0	0	18	0	1	1	220	10	1	6	0	1	0	0	0	50	25	[1C 3A 1A 1B 2A]	5	6
15	123456890	119	9	4	8	62	1	8	9	0	0	0	0	18	0	1	1	220	11	1	6	0	1	0	0	0	50	26	[1C 3A 1A 1B 2A]	5	6
16	123456890	113	13	5	9	62	0	8	10	0	0	0	0	18	0	1	1	220	12	1	6	0	1	0	0	0	50	29	[1C 3A 1A 1B 2A]	5	7
17	123456890	96	13	2	9	76	2	11	11	0	0	0	0	18	0	0	2	300	14	1	8	0	1	0	0	0	50	30	[3A 1A 1B 2A 2B 3D]	6	6
18	123456890	91	13	6	10	76	2	9	13	0	0	0	0	18	0	0	2	300	14	1	8	0	1	0	0	0	50	30	[3A 1A 1B 2A 2B 3D]	6	7
19	123456890	70	13	6	11	76	2	8	14	0	0	0	0	34	1	3	2	300	14	2	8	0	2	0	0	0	50	31	[3A 1A 1B 2A 2B 3D 2C]	7	7
20	123456890	69	12	6	13	76	2	8	14	0	0	0	0	34	1	2	3	300	15	2	8	0	2	0	0	0	50	32	[3A 1A 1B 2A 2B 3D 2C]	7	7
21	123456890	68	9	9	14	76	1	8	15	0	0	0	0	34	1	2	3	300	16	2	8	0	2	0	0	0	50	33	[3A 1A 1B 2A 2B 3D 2C]	7	8
22	123456890	85	9	7	19	76	1	7	16	0	0	0	0	16	1	2	1	300	16	2	8	0	2	0	0	0	50	33	[1A 1B 2A 2B 3D 2C]	6	7
23	123456890	79	10	10	21	76	1	7	16	0	0	0	0	16	1	2	1	300	17	2	8	0	2	0	0	0	50	35	[1A 1B 2A 2B 3D 2C]	6	8
24	123456890	78	2	0	20	73	8	15	24	0	0	0	0	16	1	2	1	390	17	2	16	0	2	0	0	0	50	39	[2B 3D 2C 1D 2D 3B 3C]	7	6
25	123456890	78	2	0	20	73	6	17	24	0	0	0	0	16	1	2	1	390	17	2	16	0	2	0	0	0	50	39	[2B 3D 2C 1D 2D 3B 3C]	7	6
26	123456890	77	2	1	20	73	2	20	25	0	0	0	0	16	0	2	2	390	17	2	16	0	2	0	0	0	50	40	[2B 3D 2C 1D 2D 3B 3C]	7	7
27	123456890	75	4	1	20	73	0	17	30	0	0	0	0	16	0	2	2	390	17	2	16	0	2	0	0	0	50	42	[2B 3D 2C 1D 2D 3B 3C]	7	7
28	123456890	75	3	2	20	73	0	14	33	0	0	0	0	16	0	2	2	390	17	2	16	0	2	0	0	0	50	42	[2B 3D 2C 1D 2D 3B 3C]	7	8
29	123456890	69	7	4	20	73	0	14	33	0	0	0	0	16	0	2	2	390	19	2	16	0	2	0	0	0	50	45	[2B 3D 2C 1D 2D 3B 3C]	7	9
30	123456890	66	7	6	21	73	0	11	36	0	0	0	0	16	0	2	2	390	19	2	16	0	2	0	0	0	50	46	[2B 3D 2C 1D 2D 3B 3C]	7	8
31	123456890	69	4	2	25	70	2	15	33	0	0	0	0	16	0	2	2	460	20	2	20	0	2	0	0	0	50	46	[2C 1D 2D 3B 3C 1B 1C]	7	7
32	123456890	66	7	2	25	70	2	15	33	0	0	0	0	16	0	1	3	460	20	2	20	0	2	0	0	0	50	47	[2C 1D 2D 3B 3C 1B 1C]	7	7
33	123456890	79	9	3	29	70	0	15	35	0	0	0	0	0	0	0	0	460	21	2	20	0	2	0	0	0	50	47	[1D 2D 3B 3C 1B 1C]	6	7
34	123456890	78	8	5	29	70	0	13	37	0	0	0	0	0	0	0	0	460	21	2	20	0	2	0	0	0	50	48	[1D 2D 3B 3C 1B 1C]	6	8
35	123456890	78	4	7	31	70	0	10	40	0	0	0	0	0	0	0	0	460	21	2	20	0	2	0	0	0	50	48	[1D 2D 3B 3C 1B 1C]	6	8
