,trace,day,type
0,0,19,School screening
1,1,14,External screening
2,2,3,School screening
3,3,2,External screening
4,4,17,School screening
5,5,8,External screening
6,6,3,School screening
7,7,0,-
8,8,11,External screening
9,9,24,School screening
10,10,21,External screening
11,11,0,-
12,12,11,External screening
13,13,10,School screening
14,14,0,-
15,15,10,School screening
16,16,13,External screening
17,17,0,-
18,18,0,-
19,19,10,School screening
20,20,10,School screening
21,21,14,External screening
22,22,1,External screening
23,23,1,External screening
24,24,17,External screening
25,25,9,External screening
26,26,12,School screening
27,27,3,External screening
28,28,0,-
29,29,13,External screening
30,30,0,-
31,31,4,External screening
32,32,23,External screening
33,33,17,School screening
34,34,7,External screening
35,35,4,External screening
36,36,0,-
37,37,3,School screening
38,38,8,External screening
39,39,19,External screening
40,40,10,School screening
41,41,10,School screening
42,42,12,School screening
43,43,10,School screening
44,44,10,School screening
45,45,12,External screening
46,46,5,External screening
47,47,23,External screening
48,48,0,-
49,49,15,External screening
50,50,24,School screening
51,51,24,School screening
52,52,10,External screening
53,53,3,School screening
54,54,24,School screening
55,55,5,School screening
56,56,19,School screening
57,57,3,School screening
58,58,12,School screening
59,59,26,External screening
60,60,10,School screening
61,61,15,External screening
62,62,20,External screening
63,63,23,External screening
64,64,31,School screening
65,65,10,School screening
66,66,8,External screening
67,67,0,-
68,68,3,School screening
69,69,16,External screening
70,70,16,External screening
71,71,12,External screening
72,72,0,-
73,73,10,School screening
74,74,27,External screening
75,75,3,School screening
76,76,10,External screening
77,77,15,External screening
78,78,17,School screening
79,79,10,School screening
80,80,0,-
81,81,10,School screening
82,82,10,School screening
83,83,0,-
84,84,31,School screening
85,85,10,School screening
86,86,6,External screening
87,87,0,-
88,88,10,School screening
89,89,0,-
90,90,1,External screening
91,91,7,External screening
92,92,20,External screening
93,93,10,School screening
94,94,16,External screening
95,95,17,School screening
96,96,28,External screening
97,97,3,School screening
98,98,10,School screening
99,99,13,External screening
100,100,5,School screening
101,101,24,External screening
102,102,16,External screening
103,103,10,External screening
104,104,3,School screening
105,105,12,School screening
106,106,10,School screening
107,107,12,External screening
108,108,10,School screening
109,109,10,School screening
110,110,8,External screening
111,111,0,-
112,112,18,External screening
113,113,3,School screening
114,114,12,External screening
115,115,23,External screening
116,116,3,School screening
117,117,11,External screening
118,118,0,-
119,119,12,External screening
120,120,24,External screening
121,121,0,-
122,122,0,-
123,123,0,-
124,124,0,-
125,125,0,-
126,126,10,School screening
127,127,27,External screening
128,128,15,External screening
129,129,3,School screening
130,130,5,School screening
131,131,7,External screening
132,132,11,External screening
133,133,3,School screening
134,134,15,External screening
135,135,33,School screening
136,136,10,School screening
137,137,9,External screening
138,138,5,External screening
139,139,24,School screening
140,140,10,School screening
141,141,10,School screening
142,142,12,External screening
143,143,21,External screening
144,144,0,-
145,145,10,School screening
146,146,14,External screening
147,147,24,School screening
148,148,8,External screening
149,149,9,External screening
150,150,6,External screening
151,151,12,School screening
152,152,10,External screening
153,153,17,School screening
154,154,3,School screening
155,155,24,School screening
156,156,3,School screening
157,157,0,-
158,158,8,External screening
159,159,24,School screening
160,160,33,School screening
161,161,20,External screening
162,162,13,External screening
163,163,11,External screening
164,164,7,External screening
165,165,17,School screening
166,166,13,External screening
167,167,10,School screening
168,168,10,School screening
169,169,9,External screening
170,170,0,-
171,171,22,External screening
172,172,13,External screening
173,173,17,School screening
174,174,17,School screening
175,175,12,External screening
176,176,10,School screening
177,177,26,School screening
178,178,15,External screening
179,179,10,School screening
180,180,24,School screening
181,181,17,School screening
182,182,27,External screening
183,183,0,-
184,184,5,School screening
185,185,14,External screening
186,186,12,School screening
187,187,3,School screening
188,188,3,School screening
189,189,19,School screening
190,190,5,School screening
191,191,0,-
192,192,8,External screening
193,193,3,School screening
194,194,12,School screening
195,195,10,External screening
196,196,3,School screening
197,197,14,External screening
198,198,17,School screening
199,199,0,-
