,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.050499999999999545,Total infected,0%
2,3.0,0.20199999999999818,Total infected,0%
3,4.0,0.46459999999999013,Total infected,0%
4,5.0,1.0707000000000164,Total infected,0%
5,6.0,1.9797999999999831,Total infected,0%
6,7.0,2.636300000000034,Total infected,0%
7,8.0,3.171600000000012,Total infected,0%
8,9.0,4.48490000000001,Total infected,0%
9,10.0,6.474799999999988,Total infected,0%
10,11.0,9.414199999999994,Total infected,0%
11,12.0,13.070700000000016,Total infected,0%
12,13.0,17.76769999999999,Total infected,0%
13,14.0,20.999899999999997,Total infected,0%
14,15.0,23.5051,Total infected,0%
15,16.0,27.596000000000004,Total infected,0%
16,17.0,32.94950000000003,Total infected,0%
17,18.0,39.403999999999996,Total infected,0%
18,19.0,47.07079999999999,Total infected,0%
19,20.0,55.19190000000003,Total infected,0%
20,21.0,60.899,Total infected,0%
21,22.0,65.2929,Total infected,0%
22,23.0,71.72730000000001,Total infected,0%
23,24.0,79.33330000000004,Total infected,0%
24,25.0,87.63640000000001,Total infected,0%
25,26.0,96.38390000000001,Total infected,0%
26,27.0,105.17169999999999,Total infected,0%
27,28.0,111.8991,Total infected,0%
28,29.0,116.3131,Total infected,0%
29,30.0,122.68690000000001,Total infected,0%
30,31.0,129.1414,Total infected,0%
31,32.0,136.2425,Total infected,0%
32,33.0,143.3434,Total infected,0%
33,34.0,150.7071,Total infected,0%
34,35.0,155.7071,Total infected,0%
35,36.0,159.4545,Total infected,0%
36,37.0,163.8889,Total infected,0%
37,38.0,168.1111,Total infected,0%
38,39.0,172.71710000000002,Total infected,0%
39,40.0,177.4243,Total infected,0%
40,41.0,181.62630000000001,Total infected,0%
41,42.0,184.8384,Total infected,0%
42,43.0,187.0607,Total infected,0%
43,44.0,189.89909999999998,Total infected,0%
44,45.0,192.5555,Total infected,0%
45,46.0,194.99,Total infected,0%
46,47.0,197.7172,Total infected,0%
47,48.0,199.9395,Total infected,0%
48,49.0,201.5657,Total infected,0%
49,50.0,202.83839999999998,Total infected,0%
50,51.0,204.2929,Total infected,0%
51,52.0,205.61610000000002,Total infected,0%
52,53.0,206.9193,Total infected,0%
53,54.0,208.4141,Total infected,0%
54,55.0,209.6767,Total infected,0%
55,56.0,210.7474,Total infected,0%
56,57.0,211.4748,Total infected,0%
57,58.0,212.192,Total infected,0%
58,59.0,213.0707,Total infected,0%
59,60.0,213.8081,Total infected,0%
60,1.0,0.0,Total infected,10%
61,2.0,0.04040000000000532,Total infected,10%
62,3.0,0.16160000000002128,Total infected,10%
63,4.0,0.4747000000000128,Total infected,10%
64,5.0,0.878799999999984,Total infected,10%
65,6.0,1.6262999999999863,Total infected,10%
66,7.0,2.2020000000000266,Total infected,10%
67,8.0,2.7778000000000134,Total infected,10%
68,9.0,3.7273999999999887,Total infected,10%
69,10.0,5.121200000000016,Total infected,10%
70,11.0,7.292999999999978,Total infected,10%
71,12.0,9.78789999999998,Total infected,10%
72,13.0,12.838300000000004,Total infected,10%
73,14.0,15.060599999999994,Total infected,10%
74,15.0,16.706999999999994,Total infected,10%
75,16.0,20.050500000000028,Total infected,10%
76,17.0,23.97970000000001,Total infected,10%
77,18.0,28.454499999999996,Total infected,10%
