,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.00021041666666666477,Total infected,0%
2,3.0,0.0009679166666667053,Total infected,0%
3,4.0,0.0020620833333333385,Total infected,0%
4,5.0,0.004545416666666568,Total infected,0%
5,6.0,0.007197083333333272,Total infected,0%
6,7.0,0.010101250000000069,Total infected,0%
7,8.0,0.013005416666666629,Total infected,0%
8,9.0,0.018392083333333295,Total infected,0%
9,10.0,0.02626250000000011,Total infected,0%
10,11.0,0.03829958333333335,Total infected,0%
11,12.0,0.05281999999999994,Total infected,0%
12,13.0,0.06982291666666664,Total infected,0%
13,14.0,0.08232291666666663,Total infected,0%
14,15.0,0.09234041666666665,Total infected,0%
15,16.0,0.10925916666666662,Total infected,0%
16,17.0,0.13320708333333328,Total infected,0%
17,18.0,0.1611954166666666,Total infected,0%
18,19.0,0.19410791666666657,Total infected,0%
19,20.0,0.23005041666666665,Total infected,0%
20,21.0,0.25576625000000003,Total infected,0%
21,22.0,0.2738220833333333,Total infected,0%
22,23.0,0.30202041666666657,Total infected,0%
23,24.0,0.33632166666666674,Total infected,0%
24,25.0,0.3744108333333333,Total infected,0%
25,26.0,0.4147308333333334,Total infected,0%
26,27.0,0.45829083333333337,Total infected,0%
27,28.0,0.48771041666666665,Total infected,0%
28,29.0,0.5103958333333334,Total infected,0%
29,30.0,0.5418770833333333,Total infected,0%
30,31.0,0.5737795833333332,Total infected,0%
31,32.0,0.6077441666666668,Total infected,0%
32,33.0,0.6414558333333333,Total infected,0%
33,34.0,0.6718854166666667,Total infected,0%
34,35.0,0.6943604166666667,Total infected,0%
35,36.0,0.7082912500000001,Total infected,0%
36,37.0,0.7266841666666667,Total infected,0%
37,38.0,0.7476433333333333,Total infected,0%
38,39.0,0.7678033333333334,Total infected,0%
39,40.0,0.7869533333333333,Total infected,0%
40,41.0,0.8035779166666667,Total infected,0%
41,42.0,0.8171295833333333,Total infected,0%
42,43.0,0.8252520833333333,Total infected,0%
43,44.0,0.83510125,Total infected,0%
44,45.0,0.8437291666666666,Total infected,0%
45,46.0,0.85420875,Total infected,0%
46,47.0,0.8635520833333333,Total infected,0%
47,48.0,0.87255875,Total infected,0%
48,49.0,0.8781145833333334,Total infected,0%
49,50.0,0.8830804166666667,Total infected,0%
50,51.0,0.88813125,Total infected,0%
51,52.0,0.8937708333333333,Total infected,0%
52,53.0,0.8987370833333334,Total infected,0%
53,54.0,0.9040404166666666,Total infected,0%
54,55.0,0.9080391666666666,Total infected,0%
55,56.0,0.91149,Total infected,0%
56,57.0,0.9139729166666667,Total infected,0%
57,58.0,0.9164983333333333,Total infected,0%
58,59.0,0.9196129166666667,Total infected,0%
59,60.0,0.9216333333333334,Total infected,0%
60,1.0,0.0,Total infected,10%
61,2.0,0.0002337962962962942,Total infected,10%
62,3.0,0.0009819444444444092,Total infected,10%
63,4.0,0.002150925925926012,Total infected,10%
64,5.0,0.004208333333333296,Total infected,10%
65,6.0,0.0076226851851852,Total infected,10%
66,7.0,0.010943055555555529,Total infected,10%
67,8.0,0.012953703703703712,Total infected,10%
68,9.0,0.017770370370370533,Total infected,10%
69,10.0,0.02501898148148148,Total infected,10%
70,11.0,0.03596203703703701,Total infected,10%
71,12.0,0.05027083333333343,Total infected,10%
72,13.0,0.0667319444444444,Total infected,10%
73,14.0,0.08052731481481483,Total infected,10%
74,15.0,0.08969305555555548,Total infected,10%
75,16.0,0.10666851851851854,Total infected,10%
76,17.0,0.1266833333333333,Total infected,10%
77,18.0,0.15081388888888897,Total infected,10%
78,19.0,0.180275462962963,Total infected,10%
79,20.0,0.21511388888888885,Total infected,10%
80,21.0,0.23812222222222215,Total infected,10%
81,22.0,0.2566875,Total infected,10%
82,23.0,0.28395092592592586,Total infected,10%
83,24.0,0.3178074074074074,Total infected,10%
84,25.0,0.35563981481481477,Total infected,10%
85,26.0,0.3940333333333333,Total infected,10%
86,27.0,0.4348115740740741,Total infected,10%
87,28.0,0.4633370370370371,Total infected,10%
88,29.0,0.48517592592592595,Total infected,10%
89,30.0,0.5141226851851852,Total infected,10%
90,31.0,0.5456412037037037,Total infected,10%
91,32.0,0.5778620370370371,Total infected,10%
92,33.0,0.6101287037037038,Total infected,10%
93,34.0,0.6425828703703703,Total infected,10%
94,35.0,0.6651240740740741,Total infected,10%
95,36.0,0.6816314814814814,Total infected,10%
96,37.0,0.7007106481481481,Total infected,10%
97,38.0,0.7208194444444445,Total infected,10%
98,39.0,0.7410680555555555,Total infected,10%
99,40.0,0.7606625,Total infected,10%
100,41.0,0.7784791666666666,Total infected,10%
101,42.0,0.7914328703703704,Total infected,10%
102,43.0,0.8016740740740741,Total infected,10%
103,44.0,0.8122893518518518,Total infected,10%
104,45.0,0.8244013888888888,Total infected,10%
105,46.0,0.8355314814814816,Total infected,10%
106,47.0,0.8465675925925926,Total infected,10%
107,48.0,0.8559671296296296,Total infected,10%
108,49.0,0.8624675925925926,Total infected,10%
109,50.0,0.8675175925925926,Total infected,10%
110,51.0,0.8735037037037038,Total infected,10%
111,52.0,0.8795361111111112,Total infected,10%
112,53.0,0.8851476851851852,Total infected,10%
113,54.0,0.8911337962962963,Total infected,10%
114,55.0,0.8965115740740741,Total infected,10%
115,56.0,0.8999254629629628,Total infected,10%
116,57.0,0.9033856481481481,Total infected,10%
117,58.0,0.9060518518518519,Total infected,10%
118,59.0,0.9096523148148147,Total infected,10%
119,60.0,0.9127856481481481,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.00028055555555539513,Total infected,40%
122,3.0,0.0008416666666665802,Total infected,40%
123,4.0,0.001963888888888753,Total infected,40%
124,5.0,0.00392847222222217,Total infected,40%
125,6.0,0.006874305555555595,Total infected,40%
126,7.0,0.00918888888888879,Total infected,40%
127,8.0,0.01115277777777774,Total infected,40%
128,9.0,0.01508124999999991,Total infected,40%
129,10.0,0.020693055555555437,Total infected,40%
130,11.0,0.027146527777777745,Total infected,40%
131,12.0,0.035563888888888805,Total infected,40%
132,13.0,0.04517361111111108,Total infected,40%
