,day,slope,type,type_pretty
0,0.0,1.4288999999999987,Total infected derivative,0%
1,1.0,3.373750000000001,Total infected derivative,0%
2,2.0,8.548000000000002,Total infected derivative,0%
3,3.0,15.572099999999992,Total infected derivative,0%
4,4.0,21.760549999999995,Total infected derivative,0%
5,5.0,20.974999999999994,Total infected derivative,0%
6,6.0,15.778649999999999,Total infected derivative,0%
7,7.0,15.029150000000001,Total infected derivative,0%
8,8.0,17.096100000000007,Total infected derivative,0%
9,9.0,17.689250000000015,Total infected derivative,0%
10,10.0,16.52404999999999,Total infected derivative,0%
11,11.0,14.400850000000005,Total infected derivative,0%
12,12.0,11.339650000000006,Total infected derivative,0%
13,13.0,8.232399999999998,Total infected derivative,0%
14,14.0,6.343800000000002,Total infected derivative,0%
15,15.0,5.240549999999985,Total infected derivative,0%
16,16.0,4.224400000000003,Total infected derivative,0%
17,17.0,3.3086000000000126,Total infected derivative,0%
18,18.0,2.7655500000000046,Total infected derivative,0%
19,19.0,2.18334999999999,Total infected derivative,0%
20,20.0,1.548099999999991,Total infected derivative,0%
21,21.0,1.3286999999999978,Total infected derivative,0%
22,22.0,1.4168499999999966,Total infected derivative,0%
23,23.0,1.4989500000000078,Total infected derivative,0%
24,24.0,1.5781000000000063,Total infected derivative,0%
25,25.0,1.598150000000004,Total infected derivative,0%
26,26.0,1.3817999999999984,Total infected derivative,0%
27,27.0,1.0762,Total infected derivative,0%
28,28.0,1.0391000000000048,Total infected derivative,0%
29,29.0,1.1162499999999937,Total infected derivative,0%
30,30.0,1.1372499999999945,Total infected derivative,0%
31,31.0,1.1593500000000034,Total infected derivative,0%
32,32.0,1.112250000000003,Total infected derivative,0%
33,33.0,0.9308499999999924,Total infected derivative,0%
34,34.0,0.7284999999999968,Total infected derivative,0%
35,35.0,0.6993999999999971,Total infected derivative,0%
36,36.0,0.6853000000000122,Total infected derivative,0%
37,37.0,0.6463500000000124,Total infected derivative,0%
38,38.0,0.6743999999999915,Total infected derivative,0%
39,39.0,0.6352499999999992,Total infected derivative,0%
40,40.0,0.5169500000000085,Total infected derivative,0%
41,41.0,0.38674999999999216,Total infected derivative,0%
42,42.0,0.3196999999999832,Total infected derivative,0%
43,43.0,0.32560000000000855,Total infected derivative,0%
44,44.0,0.323599999999999,Total infected derivative,0%
45,45.0,0.30459999999999354,Total infected derivative,0%
46,46.0,0.27155000000000484,Total infected derivative,0%
47,47.0,0.24750000000000227,Total infected derivative,0%
48,48.0,0.23345000000000482,Total infected derivative,0%
49,49.0,0.1843499999999949,Total infected derivative,0%
50,50.0,0.17234999999999445,Total infected derivative,0%
51,51.0,0.16440000000000055,Total infected derivative,0%
52,52.0,0.1703499999999991,Total infected derivative,0%
53,53.0,0.19635000000000957,Total infected derivative,0%
54,54.0,0.17535000000000878,Total infected derivative,0%
55,55.0,0.12330000000000041,Total infected derivative,0%
56,56.0,0.0952000000000055,Total infected derivative,0%
57,57.0,0.11419999999999675,Total infected derivative,0%
58,58.0,0.12224999999999397,Total infected derivative,0%
59,59.0,0.11220000000000141,Total infected derivative,0%
60,60.0,,Total infected derivative,0%
61,0.0,1.27049999999997,Total infected derivative,10%
62,1.0,2.9479000000000326,Total infected derivative,10%
63,2.0,7.326650000000029,Total infected derivative,10%
64,3.0,13.120299999999958,Total infected derivative,10%
65,4.0,18.409849999999963,Total infected derivative,10%
66,5.0,17.97999999999999,Total infected derivative,10%
67,6.0,13.545050000000032,Total infected derivative,10%
68,7.0,12.853499999999997,Total infected derivative,10%
69,8.0,14.868799999999993,Total infected derivative,10%
70,9.0,15.79970000000003,Total infected derivative,10%
71,10.0,15.165299999999988,Total infected derivative,10%
72,11.0,13.620250000000013,Total infected derivative,10%
73,12.0,10.891800000000018,Total infected derivative,10%
74,13.0,7.78949999999999,Total infected derivative,10%
75,14.0,6.086249999999993,Total infected derivative,10%
76,15.0,5.25354999999999,Total infected derivative,10%
77,16.0,4.361699999999999,Total infected derivative,10%
78,17.0,3.483000000000004,Total infected derivative,10%
79,18.0,2.9078499999999963,Total infected derivative,10%
80,19.0,2.3036500000000046,Total infected derivative,10%
81,20.0,1.6271500000000003,Total infected derivative,10%
82,21.0,1.3336499999999774,Total infected derivative,10%
83,22.0,1.3508000000000209,Total infected derivative,10%
84,23.0,1.3246500000000196,Total infected derivative,10%
85,24.0,1.3545999999999765,Total infected derivative,10%
86,25.0,1.4078499999999963,Total infected derivative,10%
87,26.0,1.2173999999999978,Total infected derivative,10%
88,27.0,0.8926500000000033,Total infected derivative,10%
89,28.0,0.8286999999999978,Total infected derivative,10%
90,29.0,0.9710000000000036,Total infected derivative,10%
91,30.0,1.0170999999999992,Total infected derivative,10%
92,31.0,1.0050999999999846,Total infected derivative,10%
93,32.0,0.9749000000000194,Total infected derivative,10%
94,33.0,0.8416500000000013,Total infected derivative,10%
95,34.0,0.6443499999999887,Total infected derivative,10%
96,35.0,0.5952000000000055,Total infected derivative,10%
97,36.0,0.6222000000000065,Total infected derivative,10%
98,37.0,0.6161999999999921,Total infected derivative,10%
99,38.0,0.6192499999999939,Total infected derivative,10%
100,39.0,0.581150000000008,Total infected derivative,10%
101,40.0,0.47290000000000987,Total infected derivative,10%
102,41.0,0.3586999999999989,Total infected derivative,10%
103,42.0,0.3336999999999932,Total infected derivative,10%
104,43.0,0.3547499999999957,Total infected derivative,10%
105,44.0,0.325649999999996,Total infected derivative,10%
106,45.0,0.29155000000000086,Total infected derivative,10%
107,46.0,0.27455000000000496,Total infected derivative,10%
108,47.0,0.2554499999999962,Total infected derivative,10%
109,48.0,0.21639999999999304,Total infected derivative,10%
110,49.0,0.18745000000001255,Total infected derivative,10%
111,50.0,0.20150000000001,Total infected derivative,10%
112,51.0,0.20140000000000668,Total infected derivative,10%
113,52.0,0.17834999999999468,Total infected derivative,10%
114,53.0,0.155399999999986,Total infected derivative,10%
115,54.0,0.13120000000000687,Total infected derivative,10%
116,55.0,0.12315000000000964,Total infected derivative,10%
117,56.0,0.10819999999999652,Total infected derivative,10%
118,57.0,0.1072499999999934,Total infected derivative,10%
119,58.0,0.10420000000000584,Total infected derivative,10%
120,59.0,0.09210000000001628,Total infected derivative,10%
121,60.0,,Total infected derivative,10%
122,0.0,0.9157999999999902,Total infected derivative,40%
123,1.0,1.6913499999999715,Total infected derivative,40%
124,2.0,3.6753999999999962,Total infected derivative,40%
125,3.0,6.3396999999999935,Total infected derivative,40%
126,4.0,8.93395000000001,Total infected derivative,40%
127,5.0,9.002050000000025,Total infected derivative,40%
128,6.0,6.944749999999999,Total infected derivative,40%
129,7.0,7.247550000000018,Total infected derivative,40%
130,8.0,9.554099999999991,Total infected derivative,40%
131,9.0,10.676249999999982,Total infected derivative,40%
132,10.0,10.6053,Total infected derivative,40%
133,11.0,10.07410000000003,Total infected derivative,40%
134,12.0,8.32065,Total infected derivative,40%
135,13.0,6.1293999999999755,Total infected derivative,40%
136,14.0,5.21735000000001,Total infected derivative,40%
137,15.0,4.9559,Total infected derivative,40%
138,16.0,4.525099999999995,Total infected derivative,40%
139,17.0,4.028950000000009,Total infected derivative,40%
140,18.0,3.4949499999999887,Total infected derivative,40%
141,19.0,2.716549999999998,Total infected derivative,40%
142,20.0,1.9248500000000064,Total infected derivative,40%
143,21.0,1.513900000000021,Total infected derivative,40%
144,22.0,1.3928000000000083,Total infected derivative,40%
145,23.0,1.26364999999997,Total infected derivative,40%
146,24.0,1.0951999999999913,Total infected derivative,40%
147,25.0,0.9718500000000034,Total infected derivative,40%
148,26.0,0.8256000000000085,Total infected derivative,40%
149,27.0,0.5952500000000072,Total infected derivative,40%
150,28.0,0.4990499999999969,Total infected derivative,40%
151,29.0,0.5340499999999935,Total infected derivative,40%
152,30.0,0.5520999999999958,Total infected derivative,40%
153,31.0,0.5209499999999991,Total infected derivative,40%
154,32.0,0.46485000000001264,Total infected derivative,40%
155,33.0,0.388850000000005,Total infected derivative,40%
156,34.0,0.32064999999998633,Total infected derivative,40%
157,35.0,0.294550000000001,Total infected derivative,40%
158,36.0,0.30675000000000807,Total infected derivative,40%
159,37.0,0.3027000000000015,Total infected derivative,40%
160,38.0,0.3064999999999998,Total infected derivative,40%
161,39.0,0.2995499999999822,Total infected derivative,40%
162,40.0,0.2274500000000046,Total infected derivative,40%
163,41.0,0.18530000000001223,Total infected derivative,40%
164,42.0,0.18129999999999313,Total infected derivative,40%
165,43.0,0.1854499999999888,Total infected derivative,40%
166,44.0,0.1916000000000082,Total infected derivative,40%
167,45.0,0.19335000000000946,Total infected derivative,40%
168,46.0,0.17430000000000234,Total infected derivative,40%
169,47.0,0.1494000000000142,Total infected derivative,40%
170,48.0,0.12220000000000653,Total infected derivative,40%
171,49.0,0.11114999999999498,Total infected derivative,40%
172,50.0,0.10924999999998875,Total infected derivative,40%
173,51.0,0.12725000000000364,Total infected derivative,40%
174,52.0,0.14224999999999,Total infected derivative,40%
175,53.0,0.1282499999999942,Total infected derivative,40%
176,54.0,0.1132000000000204,Total infected derivative,40%
177,55.0,0.08424999999999727,Total infected derivative,40%
178,56.0,0.07119999999999038,Total infected derivative,40%
179,57.0,0.0910999999999973,Total infected derivative,40%
180,58.0,0.09514999999998963,Total infected derivative,40%
181,59.0,0.08619999999999095,Total infected derivative,40%
182,60.0,,Total infected derivative,40%
183,0.0,0.40280000000001337,Total infected derivative,70%
184,1.0,0.6292500000000132,Total infected derivative,70%
185,2.0,1.212399999999974,Total infected derivative,70%
186,3.0,1.8967999999999847,Total infected derivative,70%
187,4.0,2.6092500000000314,Total infected derivative,70%
188,5.0,2.7394999999999925,Total infected derivative,70%
189,6.0,2.2384500000000003,Total infected derivative,70%
190,7.0,2.4859500000000025,Total infected derivative,70%
191,8.0,3.327649999999977,Total infected derivative,70%
192,9.0,3.7294000000000267,Total infected derivative,70%
193,10.0,3.8968500000000006,Total infected derivative,70%
194,11.0,4.004049999999978,Total infected derivative,70%
195,12.0,3.5130000000000052,Total infected derivative,70%
196,13.0,2.6584000000000003,Total infected derivative,70%
197,14.0,2.4459499999999963,Total infected derivative,70%
198,15.0,2.6663500000000084,Total infected derivative,70%
199,16.0,2.7354500000000144,Total infected derivative,70%
200,17.0,2.653199999999984,Total infected derivative,70%
201,18.0,2.497,Total infected derivative,70%
202,19.0,2.1814500000000123,Total infected derivative,70%
203,20.0,1.6803999999999917,Total infected derivative,70%
204,21.0,1.4859500000000025,Total infected derivative,70%
205,22.0,1.513050000000007,Total infected derivative,70%
206,23.0,1.4528999999999996,Total infected derivative,70%
207,24.0,1.4057500000000118,Total infected derivative,70%
208,25.0,1.3256499999999818,Total infected derivative,70%
209,26.0,1.101249999999979,Total infected derivative,70%
210,27.0,0.8276500000000055,Total infected derivative,70%
211,28.0,0.7084000000000117,Total infected derivative,70%
212,29.0,0.7033500000000146,Total infected derivative,70%
213,30.0,0.7293500000000108,Total infected derivative,70%
214,31.0,0.7114999999999867,Total infected derivative,70%
215,32.0,0.6462499999999807,Total infected derivative,70%
216,33.0,0.5661000000000058,Total infected derivative,70%
217,34.0,0.4489499999999964,Total infected derivative,70%
218,35.0,0.3867999999999938,Total infected derivative,70%
219,36.0,0.38280000000000314,Total infected derivative,70%
220,37.0,0.4088000000000136,Total infected derivative,70%
221,38.0,0.3847499999999968,Total infected derivative,70%
222,39.0,0.3045499999999919,Total infected derivative,70%
223,40.0,0.2525499999999994,Total infected derivative,70%
224,41.0,0.2154999999999916,Total infected derivative,70%
225,42.0,0.1933000000000078,Total infected derivative,70%
226,43.0,0.21240000000001658,Total infected derivative,70%
227,44.0,0.2085000000000008,Total infected derivative,70%
228,45.0,0.17334999999999923,Total infected derivative,70%
229,46.0,0.16629999999999256,Total infected derivative,70%
230,47.0,0.1562499999999858,Total infected derivative,70%
231,48.0,0.1453000000000202,Total infected derivative,70%
232,49.0,0.13135000000001185,Total infected derivative,70%
233,50.0,0.12319999999999709,Total infected derivative,70%
234,51.0,0.12019999999999698,Total infected derivative,70%
235,52.0,0.1142499999999842,Total infected derivative,70%
236,53.0,0.1021999999999963,Total infected derivative,70%
237,54.0,0.09820000000000562,Total infected derivative,70%
238,55.0,0.09220000000000539,Total infected derivative,70%
239,56.0,0.08919999999999106,Total infected derivative,70%
240,57.0,0.08919999999999106,Total infected derivative,70%
241,58.0,0.08215000000001282,Total infected derivative,70%
242,59.0,0.08210000000002537,Total infected derivative,70%
243,60.0,,Total infected derivative,70%
