day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457015	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457015	68	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	0
2	123457015	62	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	8	[]	0	2
3	123457015	60	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	10	[]	0	3
4	123457015	55	10	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	14	[]	0	4
5	123457015	53	8	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	14	[]	0	6
6	123457015	51	8	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	16	[]	0	7
7	123457015	47	11	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	20	[]	0	6
8	123457015	42	13	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	22	[]	0	9
9	123457015	39	13	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	23	[]	0	9
10	123457015	30	18	17	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	27	[]	0	10
11	123457015	27	17	18	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	29	[]	0	9
12	123457015	23	14	23	12	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	29	[]	0	10
13	123457015	23	10	26	13	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	29	[]	0	11
14	123457015	23	8	23	18	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	29	[]	0	11
15	123457015	19	10	19	18	1	0	3	1	0	0	0	0	0	0	1	0	19	8	1	3	0	1	0	0	0	204	0	0	0	14	0	0	0	0	0	0	0	0	29	[3C]	1	11
16	123457015	15	12	19	20	1	0	3	1	0	0	0	0	0	0	1	0	19	11	1	3	0	1	0	0	0	204	0	0	0	14	0	0	0	0	0	0	0	0	31	[3C]	1	11
17	123457015	13	10	19	24	1	0	3	1	0	0	0	0	0	0	1	0	19	11	1	3	0	1	0	0	0	204	0	0	0	14	0	0	0	0	0	0	0	0	31	[3C]	1	11
18	123457015	11	10	18	27	1	0	2	2	0	0	0	0	0	0	1	0	19	13	1	3	0	1	0	0	0	204	0	0	0	14	0	0	0	0	0	0	0	0	31	[3C]	1	11
19	123457015	10	7	19	30	1	0	2	2	0	0	0	0	0	0	1	0	19	13	1	3	0	1	0	0	0	204	0	0	0	14	0	0	0	0	0	0	0	0	31	[3C]	1	11
20	123457015	10	4	20	32	1	0	1	3	0	0	0	0	0	0	0	1	19	14	1	3	0	1	0	0	0	204	0	0	0	14	0	0	0	0	0	0	0	0	31	[3C]	1	11
21	123457015	10	4	20	32	1	0	0	4	0	0	0	0	0	0	0	1	19	14	1	3	0	1	0	0	0	204	0	0	0	14	0	0	0	0	0	0	0	0	31	[3C]	1	10
22	123457015	9	3	21	33	1	0	0	4	0	0	0	0	0	0	0	1	19	14	1	3	0	1	0	0	0	204	0	0	0	14	0	0	0	0	0	0	0	0	31	[3C]	1	10
23	123457015	8	3	16	39	1	0	0	4	0	0	0	0	0	0	0	1	19	15	1	3	0	1	0	0	0	204	0	0	0	14	0	0	0	0	0	0	0	0	31	[3C]	1	9
24	123457015	6	3	13	38	1	0	3	6	0	0	0	0	0	0	1	1	38	16	2	6	0	2	0	0	0	190	0	0	0	28	0	0	0	0	0	0	0	0	32	[3C 1A]	2	9
25	123457015	6	3	13	38	1	0	3	6	0	0	0	0	0	0	1	1	38	16	2	6	0	2	0	0	0	190	0	0	0	28	0	0	0	0	0	0	0	0	32	[3C 1A]	2	9
