day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected	prob-outside-contagion
0	123457022	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
1	123457022	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
2	123457022	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
3	123457022	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
4	123457022	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	4	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0.001	0
5	123457022	215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	6	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
6	123457022	215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	6	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
7	123457022	215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	8	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
8	123457022	215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	10	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0.001	0
9	123457022	214	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	10	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	[]	0	0.001	0
10	123457022	210	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	120	11	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	[]	0	0.001	2
11	123457022	207	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	120	11	0	0	0	0	73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	0.001	2
12	123457022	198	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	120	11	0	0	0	0	73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	0.001	4
13	123457022	198	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	120	11	0	0	0	0	73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	0.001	5
14	123457022	189	2	6	1	9	4	4	0	0	0	0	0	0	0	1	0	139	11	1	4	0	1	71	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	[2B]	1	0.001	5
15	123457022	173	4	2	1	22	3	9	1	0	0	0	0	0	0	0	1	232	12	1	8	0	1	69	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	3	[2B 1D]	2	0.001	5
16	123457022	168	7	4	1	22	2	8	3	0	0	0	0	0	0	0	1	232	12	1	8	0	1	68	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	4	[2B 1D]	2	0.001	5
17	123457022	160	12	6	2	22	2	5	6	0	0	0	0	0	0	0	1	232	15	1	8	0	1	68	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	5	[2B 1D]	2	0.001	4
18	123457022	154	15	9	2	22	1	6	6	0	0	0	0	0	0	0	1	232	15	1	8	0	1	67	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	5	[2B 1D]	2	0.001	4
19	123457022	150	15	13	2	22	0	6	7	0	0	0	0	0	0	0	1	232	15	1	8	0	1	67	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	5	[2B 1D]	2	0.001	5
20	123457022	150	10	14	6	22	0	4	9	0	0	0	0	0	0	0	1	251	16	1	8	0	1	67	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	5	[2B 1D]	2	0.001	5
