day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457206	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457206	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
2	123457206	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
3	123457206	143	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	4	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0
4	123457206	141	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	1
5	123457206	139	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	[]	0	1
6	123457206	131	1	0	0	8	2	1	0	0	0	0	0	0	0	1	0	79	7	1	1	0	1	138	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	[3B]	1	1
7	123457206	131	0	1	0	8	1	1	1	0	0	0	0	0	0	0	1	79	8	1	1	0	1	138	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	[3B]	1	2
8	123457206	131	0	0	1	8	1	1	1	0	0	0	0	0	0	0	1	134	8	1	1	0	1	138	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	[3B]	1	1
9	123457206	130	1	0	1	8	1	1	1	0	0	0	0	0	0	0	1	134	8	1	1	0	1	138	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3	[3B]	1	1
10	123457206	130	0	1	1	8	0	2	1	0	0	0	0	0	0	0	1	134	8	1	1	0	1	138	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3	[3B]	1	2
11	123457206	129	1	1	1	8	0	2	1	0	0	0	0	0	0	0	1	134	8	1	1	0	1	137	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3	[3B]	1	2
12	123457206	128	2	1	1	8	0	2	1	0	0	0	0	0	0	0	1	134	8	1	1	0	1	137	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	3	[3B]	1	2
13	123457206	127	2	2	1	8	0	1	2	0	0	0	0	0	0	0	1	134	8	1	1	0	1	137	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	4	[3B]	1	2
