,trace,day,type
0,0,2,School screening
1,1,9,School screening
2,2,9,School screening
3,3,0,-
4,4,0,-
5,5,2,School screening
6,6,9,School screening
7,7,2,School screening
8,8,9,School screening
9,9,2,School screening
10,10,2,School screening
11,11,0,-
12,12,2,School screening
13,13,2,School screening
14,14,2,School screening
15,15,2,School screening
16,16,9,School screening
17,17,2,School screening
18,18,9,School screening
19,19,2,School screening
20,20,9,School screening
21,21,2,School screening
22,22,9,School screening
23,23,2,School screening
24,24,2,School screening
25,25,2,School screening
26,26,2,School screening
27,27,2,School screening
28,28,2,School screening
29,29,9,School screening
30,30,2,School screening
31,31,0,-
32,32,2,School screening
33,33,9,School screening
34,34,2,School screening
35,35,0,-
36,36,2,School screening
37,37,2,School screening
38,38,9,School screening
39,39,9,School screening
40,40,2,School screening
41,41,0,-
42,42,9,School screening
43,43,16,School screening
44,44,2,School screening
45,45,16,School screening
46,46,2,School screening
47,47,0,-
48,48,9,School screening
49,49,9,School screening
50,50,16,School screening
51,51,9,School screening
52,52,9,School screening
53,53,2,School screening
54,54,9,School screening
55,55,2,School screening
56,56,9,School screening
57,57,9,School screening
58,58,2,School screening
59,59,0,-
60,60,9,School screening
61,61,2,School screening
62,62,2,School screening
63,63,2,School screening
64,64,2,School screening
65,65,2,School screening
66,66,2,School screening
67,67,0,-
68,68,9,School screening
69,69,9,School screening
70,70,30,School screening
71,71,16,School screening
72,72,2,School screening
73,73,2,School screening
74,74,9,School screening
75,75,16,School screening
76,76,2,School screening
77,77,16,School screening
78,78,2,School screening
79,79,9,School screening
80,80,9,School screening
81,81,2,School screening
82,82,2,School screening
83,83,9,School screening
84,84,16,School screening
85,85,9,School screening
86,86,2,School screening
87,87,9,School screening
88,88,2,School screening
89,89,2,School screening
90,90,2,School screening
91,91,2,School screening
92,92,9,School screening
93,93,2,School screening
94,94,2,School screening
95,95,2,School screening
96,96,2,School screening
97,97,9,School screening
98,98,9,School screening
99,99,2,School screening
100,100,2,School screening
101,101,9,School screening
102,102,2,School screening
103,103,0,-
104,104,2,School screening
105,105,9,School screening
106,106,9,School screening
107,107,2,School screening
108,108,0,-
109,109,9,School screening
110,110,9,School screening
111,111,0,-
112,112,2,School screening
113,113,2,School screening
114,114,2,School screening
115,115,2,School screening
116,116,2,School screening
117,117,2,School screening
118,118,9,School screening
119,119,9,School screening
120,120,2,School screening
121,121,2,School screening
122,122,2,School screening
123,123,2,School screening
124,124,2,School screening
125,125,2,School screening
126,126,9,School screening
127,127,0,-
128,128,2,School screening
129,129,2,School screening
130,130,9,School screening
131,131,9,School screening
132,132,0,-
133,133,2,School screening
134,134,2,School screening
135,135,9,School screening
136,136,2,School screening
137,137,2,School screening
138,138,2,School screening
139,139,9,School screening
140,140,0,-
141,141,2,School screening
142,142,2,School screening
143,143,2,School screening
144,144,9,School screening
145,145,2,School screening
146,146,2,School screening
147,147,0,-
148,148,0,-
149,149,16,School screening
150,150,2,School screening
151,151,9,School screening
152,152,2,School screening
153,153,2,School screening
154,154,16,School screening
155,155,2,School screening
156,156,2,School screening
157,157,9,School screening
158,158,9,School screening
159,159,0,-
160,160,9,School screening
161,161,2,School screening
162,162,2,School screening
163,163,2,School screening
164,164,2,School screening
165,165,2,School screening
166,166,0,-
167,167,9,School screening
168,168,16,School screening
169,169,2,School screening
170,170,0,-
171,171,9,School screening
172,172,2,School screening
173,173,2,School screening
174,174,2,School screening
175,175,9,School screening
176,176,2,School screening
177,177,9,School screening
178,178,0,-
179,179,9,School screening
180,180,16,School screening
181,181,2,School screening
182,182,16,School screening
183,183,9,School screening
184,184,2,School screening
185,185,2,School screening
186,186,2,School screening
187,187,2,School screening
188,188,9,School screening
189,189,9,School screening
190,190,9,School screening
191,191,2,School screening
192,192,2,School screening
193,193,16,School screening
194,194,16,School screening
195,195,9,School screening
196,196,16,School screening
197,197,9,School screening
198,198,2,School screening
199,199,2,School screening
200,200,2,School screening
201,201,2,School screening
202,202,2,School screening
203,203,2,School screening
204,204,2,School screening
205,205,2,School screening
206,206,2,School screening
207,207,0,-
208,208,2,School screening
209,209,2,School screening
210,210,9,School screening
211,211,2,School screening
212,212,0,-
213,213,0,-
214,214,9,School screening
215,215,9,School screening
216,216,9,School screening
217,217,2,School screening
218,218,9,School screening
219,219,9,School screening
220,220,2,School screening
221,221,9,School screening
222,222,16,School screening
223,223,0,-
224,224,2,School screening
225,225,2,School screening
226,226,16,School screening
227,227,2,School screening
228,228,2,School screening
229,229,0,-
230,230,2,School screening
231,231,2,School screening
232,232,2,School screening
233,233,9,School screening
234,234,2,School screening
235,235,9,School screening
236,236,30,School screening
237,237,2,School screening
238,238,9,School screening
239,239,9,School screening
240,240,9,School screening
241,241,2,School screening
242,242,2,School screening
243,243,2,School screening
244,244,2,School screening
245,245,2,School screening
246,246,2,School screening
247,247,2,School screening
248,248,0,-
249,249,2,School screening
250,250,23,School screening
251,251,2,School screening
252,252,16,School screening
253,253,9,School screening
254,254,2,School screening
255,255,2,School screening
256,256,9,School screening
257,257,9,School screening
258,258,9,School screening
259,259,0,-
260,260,9,School screening
261,261,9,School screening
262,262,9,School screening
263,263,2,School screening
264,264,2,School screening
265,265,2,School screening
266,266,2,School screening
267,267,2,School screening
268,268,2,School screening
269,269,9,School screening
270,270,16,School screening
271,271,9,School screening
272,272,23,School screening
273,273,9,School screening
274,274,16,School screening
275,275,2,School screening
276,276,2,School screening
277,277,9,School screening
278,278,2,School screening
279,279,2,School screening
280,280,2,School screening
281,281,9,School screening
282,282,9,School screening
283,283,16,School screening
284,284,2,School screening
285,285,2,School screening
286,286,2,School screening
287,287,0,-
288,288,2,School screening
289,289,2,School screening
290,290,9,School screening
291,291,2,School screening
292,292,2,School screening
293,293,2,School screening
294,294,2,School screening
295,295,2,School screening
296,296,9,School screening
297,297,2,School screening
298,298,2,School screening
299,299,9,School screening
300,300,9,School screening
301,301,0,-
302,302,2,School screening
303,303,9,School screening
304,304,2,School screening
305,305,9,School screening
306,306,9,School screening
307,307,2,School screening
308,308,9,School screening
309,309,9,School screening
310,310,0,-
311,311,2,School screening
312,312,16,School screening
313,313,9,School screening
314,314,2,School screening
315,315,2,School screening
316,316,0,-
317,317,2,School screening
318,318,9,School screening
319,319,0,-
320,320,0,-
321,321,2,School screening
322,322,2,School screening
323,323,9,School screening
324,324,2,School screening
325,325,2,School screening
326,326,2,School screening
327,327,2,School screening
328,328,2,School screening
329,329,0,-
330,330,2,School screening
331,331,16,School screening
332,332,2,School screening
333,333,0,-
334,334,2,School screening
335,335,0,-
336,336,9,School screening
337,337,2,School screening
338,338,2,School screening
339,339,9,School screening
340,340,9,School screening
341,341,2,School screening
342,342,2,School screening
343,343,2,School screening
344,344,9,School screening
345,345,2,School screening
346,346,9,School screening
347,347,9,School screening
348,348,9,School screening
349,349,0,-
350,350,2,School screening
351,351,9,School screening
352,352,9,School screening
353,353,2,School screening
354,354,9,School screening
355,355,2,School screening
356,356,2,School screening
357,357,16,School screening
358,358,2,School screening
359,359,2,School screening
360,360,16,School screening
361,361,2,School screening
362,362,9,School screening
363,363,2,School screening
364,364,9,School screening
