,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.00021041666666666477,Total infected,0%
2,3.0,0.0007995833333332314,Total infected,0%
3,4.0,0.0015154166666666432,Total infected,0%
4,5.0,0.003114583333333343,Total infected,0%
5,6.0,0.006523333333333407,Total infected,0%
6,7.0,0.008880416666666708,Total infected,0%
7,8.0,0.010732083333333264,Total infected,0%
8,9.0,0.015909166666666745,Total infected,0%
9,10.0,0.02382166666666663,Total infected,0%
10,11.0,0.0355220833333334,Total infected,0%
11,12.0,0.04852666666666679,Total infected,0%
12,13.0,0.06696125000000007,Total infected,0%
13,14.0,0.08084999999999999,Total infected,0%
14,15.0,0.0907829166666667,Total infected,0%
15,16.0,0.11018541666666669,Total infected,0%
16,17.0,0.1355216666666667,Total infected,0%
17,18.0,0.16557208333333334,Total infected,0%
18,19.0,0.20025249999999997,Total infected,0%
19,20.0,0.24196125000000007,Total infected,0%
20,21.0,0.27087541666666665,Total infected,0%
21,22.0,0.29187708333333334,Total infected,0%
22,23.0,0.32643083333333334,Total infected,0%
23,24.0,0.37028625,Total infected,0%
24,25.0,0.4167508333333333,Total infected,0%
25,26.0,0.4670454166666667,Total infected,0%
26,27.0,0.5183925,Total infected,0%
27,28.0,0.55395625,Total infected,0%
28,29.0,0.5792087499999999,Total infected,0%
29,30.0,0.614815,Total infected,0%
30,31.0,0.6544191666666667,Total infected,0%
31,32.0,0.6943183333333334,Total infected,0%
32,33.0,0.7335858333333333,Total infected,0%
33,34.0,0.77053875,Total infected,0%
34,35.0,0.7972641666666667,Total infected,0%
35,36.0,0.8159933333333333,Total infected,0%
36,37.0,0.8374158333333334,Total infected,0%
37,38.0,0.8576179166666668,Total infected,0%
38,39.0,0.8814395833333334,Total infected,0%
39,40.0,0.90101,Total infected,0%
40,41.0,0.9175083333333334,Total infected,0%
41,42.0,0.93064,Total infected,0%
42,43.0,0.9386783333333334,Total infected,0%
43,44.0,0.9474325,Total infected,0%
44,45.0,0.9561866666666667,Total infected,0%
45,46.0,0.9641833333333333,Total infected,0%
46,47.0,0.9709595833333334,Total infected,0%
47,48.0,0.9768520833333334,Total infected,0%
48,49.0,0.9805979166666667,Total infected,0%
49,50.0,0.9840066666666666,Total infected,0%
50,51.0,0.9865741666666668,Total infected,0%
51,52.0,0.9889729166666666,Total infected,0%
52,53.0,0.9909933333333334,Total infected,0%
53,54.0,0.9925925,Total infected,0%
54,55.0,0.9944020833333334,Total infected,0%
55,56.0,0.9954541666666666,Total infected,0%
56,57.0,0.9961283333333333,Total infected,0%
57,58.0,0.9965491666666666,Total infected,0%
58,59.0,0.9969699999999999,Total infected,0%
59,60.0,0.9974329166666667,Total infected,0%
60,1.0,0.0,Total infected,10%
61,2.0,0.0002337962962962942,Total infected,10%
62,3.0,0.0009351851851851768,Total infected,10%
63,4.0,0.0021976851851852443,Total infected,10%
64,5.0,0.004302314814814739,Total infected,10%
65,6.0,0.007342129629629673,Total infected,10%
66,7.0,0.010007407407407506,Total infected,10%
67,8.0,0.012392592592592658,Total infected,10%
68,9.0,0.016648148148148165,Total infected,10%
69,10.0,0.022961111111111085,Total infected,10%
70,11.0,0.03245416666666664,Total infected,10%
71,12.0,0.043116203703703664,Total infected,10%
72,13.0,0.05808055555555556,Total infected,10%
73,14.0,0.06911712962962968,Total infected,10%
74,15.0,0.07580462962962971,Total infected,10%
75,16.0,0.08927222222222227,Total infected,10%
76,17.0,0.10760416666666657,Total infected,10%
77,18.0,0.12906851851851858,Total infected,10%
78,19.0,0.15511574074074072,Total infected,10%
79,20.0,0.1858402777777778,Total infected,10%
80,21.0,0.20749166666666663,Total infected,10%
81,22.0,0.22325138888888899,Total infected,10%
82,23.0,0.2500935185185186,Total infected,10%
83,24.0,0.2854472222222222,Total infected,10%
84,25.0,0.32510277777777774,Total infected,10%
85,26.0,0.3672375000000001,Total infected,10%
86,27.0,0.41180324074074076,Total infected,10%
87,28.0,0.4436495370370371,Total infected,10%
88,29.0,0.46642361111111114,Total infected,10%
89,30.0,0.49855046296296296,Total infected,10%
90,31.0,0.5395157407407407,Total infected,10%
91,32.0,0.5799662037037037,Total infected,10%
92,33.0,0.6225212962962964,Total infected,10%
93,34.0,0.6631125,Total infected,10%
94,35.0,0.6920124999999999,Total infected,10%
95,36.0,0.7140384259259259,Total infected,10%
96,37.0,0.7411152777777777,Total infected,10%
97,38.0,0.7724935185185186,Total infected,10%
98,39.0,0.8005986111111112,Total infected,10%
99,40.0,0.8291712962962963,Total infected,10%
100,41.0,0.8550314814814816,Total infected,10%
101,42.0,0.8738305555555556,Total infected,10%
102,43.0,0.8867842592592593,Total infected,10%
103,44.0,0.9015152777777778,Total infected,10%
104,45.0,0.9158717592592593,Total infected,10%
105,46.0,0.9290124999999999,Total infected,10%
106,47.0,0.9413578703703704,Total infected,10%
107,48.0,0.9518328703703703,Total infected,10%
108,49.0,0.9591282407407407,Total infected,10%
109,50.0,0.9640856481481482,Total infected,10%
110,51.0,0.9701175925925926,Total infected,10%
111,52.0,0.9754490740740741,Total infected,10%
112,53.0,0.9795171296296297,Total infected,10%
113,54.0,0.9827912037037038,Total infected,10%
114,55.0,0.9864384259259259,Total infected,10%
115,56.0,0.9881222222222222,Total infected,10%
116,57.0,0.9897120370370371,Total infected,10%
117,58.0,0.9912550925925926,Total infected,10%
118,59.0,0.9924240740740741,Total infected,10%
119,60.0,0.9934527777777779,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.0002805555555555925,Total infected,40%
122,3.0,0.0009819444444444751,Total infected,40%
123,4.0,0.0023847222222222403,Total infected,40%
124,5.0,0.004699305555555632,Total infected,40%
125,6.0,0.00792638888888892,Total infected,40%
126,7.0,0.010451388888888857,Total infected,40%
127,8.0,0.011784722222222242,Total infected,40%
128,9.0,0.016343749999999976,Total infected,40%
129,10.0,0.021464583333333367,Total infected,40%
130,11.0,0.029180555555555543,Total infected,40%
131,12.0,0.03886111111111114,Total infected,40%
132,13.0,0.049593055555555585,Total infected,40%
133,14.0,0.05695833333333332,Total infected,40%
