,day,cumulative_infected,type,type_pretty
0,1.0,1.9601178917520005e-16,Total infected,0%
1,2.0,0.00029000000000012046,Total infected,0%
2,3.0,0.0009465517241380895,Total infected,0%
3,4.0,0.0019903448275860277,Total infected,0%
4,5.0,0.003966551724137789,Total infected,0%
5,6.0,0.006944827586206931,Total infected,0%
6,7.0,0.009128620689655274,Total infected,0%
7,8.0,0.01131241379310362,Total infected,0%
8,9.0,0.016101034482758694,Total infected,0%
9,10.0,0.02346068965517247,Total infected,0%
10,11.0,0.03332137931034469,Total infected,0%
11,12.0,0.046734827586207,Total infected,0%
12,13.0,0.0625872413793102,Total infected,0%
13,14.0,0.07516413793103445,Total infected,0%
14,15.0,0.08381620689655164,Total infected,0%
15,16.0,0.09995827586206886,Total infected,0%
16,17.0,0.12131137931034479,Total infected,0%
17,18.0,0.14816517241379307,Total infected,0%
18,19.0,0.1794213793103447,Total infected,0%
19,20.0,0.2156796551724137,Total infected,0%
20,21.0,0.24229862068965521,Total infected,0%
21,22.0,0.261474827586207,Total infected,0%
22,23.0,0.29368379310344833,Total infected,0%
23,24.0,0.3321262068965518,Total infected,0%
24,25.0,0.3757034482758621,Total infected,0%
25,26.0,0.4217537931034483,Total infected,0%
26,27.0,0.46844034482758623,Total infected,0%
27,28.0,0.5025913793103448,Total infected,0%
28,29.0,0.5272265517241379,Total infected,0%
29,30.0,0.5617237931034483,Total infected,0%
30,31.0,0.6001586206896552,Total infected,0%
31,32.0,0.6392441379310344,Total infected,0%
32,33.0,0.678971724137931,Total infected,0%
33,34.0,0.7160596551724139,Total infected,0%
34,35.0,0.7432589655172414,Total infected,0%
35,36.0,0.7631741379310345,Total infected,0%
36,37.0,0.78582,Total infected,0%
37,38.0,0.8082093103448276,Total infected,0%
38,39.0,0.8299772413793103,Total infected,0%
39,40.0,0.8496513793103448,Total infected,0%
40,41.0,0.8675420689655172,Total infected,0%
41,42.0,0.8802568965517241,Total infected,0%
42,43.0,0.8899244827586207,Total infected,0%
43,44.0,0.8996337931034483,Total infected,0%
44,45.0,0.9087965517241379,Total infected,0%
45,46.0,0.9174072413793103,Total infected,0%
46,47.0,0.9244631034482758,Total infected,0%
47,48.0,0.93062,Total infected,0%
48,49.0,0.9353051724137931,Total infected,0%
49,50.0,0.9384144827586207,Total infected,0%
50,51.0,0.9416072413793104,Total infected,0%
51,52.0,0.9446410344827586,Total infected,0%
52,53.0,0.9472872413793103,Total infected,0%
53,54.0,0.9496303448275862,Total infected,0%
54,55.0,0.9514475862068966,Total infected,0%
55,56.0,0.9530096551724138,Total infected,0%
56,57.0,0.9539493103448277,Total infected,0%
57,58.0,0.9548475862068966,Total infected,0%
58,59.0,0.9556703448275863,Total infected,0%
59,60.0,0.9564993103448275,Total infected,0%
60,1.0,0.0,Total infected,10%
61,2.0,0.000262413793103633,Total infected,10%
62,3.0,0.0007941379310344818,Total infected,10%
63,4.0,0.0016858620689655208,Total infected,10%
64,5.0,0.0032824137931035287,Total infected,10%
65,6.0,0.005486551724137873,Total infected,10%
66,7.0,0.007470344827586438,Total infected,10%
67,8.0,0.0093703448275862,Total infected,10%
68,9.0,0.01329551724137916,Total infected,10%
69,10.0,0.019411379310345027,Total infected,10%
70,11.0,0.027814137931034308,Total infected,10%
71,12.0,0.03890517241379339,Total infected,10%
72,13.0,0.05274000000000001,Total infected,10%
73,14.0,0.06308482758620691,Total infected,10%
74,15.0,0.07082448275862076,Total infected,10%
75,16.0,0.08513551724137933,Total infected,10%
76,17.0,0.10342758620689665,Total infected,10%
