,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,0.0,Total infected,Without screening
1,2.0,0.712600000000009,Total infected,Without screening
2,3.0,2.0541000000000054,Total infected,Without screening
3,4.0,4.100100000000026,Total infected,Without screening
4,5.0,7.07110000000003,Total infected,Without screening
5,6.0,10.887800000000027,Total infected,Without screening
6,7.0,14.306399999999996,Total infected,Without screening
7,8.0,17.37349999999998,Total infected,Without screening
8,9.0,22.450500000000005,Total infected,Without screening
9,10.0,29.173099999999977,Total infected,Without screening
10,11.0,37.25629999999998,Total infected,Without screening
11,12.0,46.7107,Total infected,Without screening
12,13.0,57.07110000000003,Total infected,Without screening
13,14.0,64.86889999999997,Total infected,Without screening
14,15.0,70.7938,Total infected,Without screening
15,16.0,79.0721,Total infected,Without screening
16,17.0,88.31239999999997,Total infected,Without screening
17,18.0,97.99689999999998,Total infected,Without screening
18,19.0,107.98300000000003,Total infected,Without screening
19,20.0,117.7746,Total infected,Without screening
20,21.0,124.977,Total infected,Without screening
21,22.0,130.31130000000002,Total infected,Without screening
22,23.0,136.2283,Total infected,Without screening
23,24.0,142.2371,Total infected,Without screening
24,25.0,147.97289999999998,Total infected,Without screening
25,26.0,153.5265,Total infected,Without screening
26,27.0,158.52949999999998,Total infected,Without screening
27,28.0,162.3182,Total infected,Without screening
28,29.0,164.9669,Total infected,Without screening
29,30.0,167.964,Total infected,Without screening
30,31.0,170.9189,Total infected,Without screening
31,32.0,173.73680000000002,Total infected,Without screening
32,33.0,176.3874,Total infected,Without screening
33,34.0,179.044,Total infected,Without screening
34,35.0,181.04809999999998,Total infected,Without screening
35,1.0,0.0,Total infected,Screening 25%
36,2.0,0.6734000000000151,Total infected,Screening 25%
37,3.0,1.9697000000000173,Total infected,Screening 25%
38,4.0,3.974899999999991,Total infected,Screening 25%
39,5.0,6.572800000000001,Total infected,Screening 25%
40,6.0,9.909399999999977,Total infected,Screening 25%
41,7.0,12.86439999999999,Total infected,Screening 25%
42,8.0,15.623000000000019,Total infected,Screening 25%
43,9.0,20.03509999999997,Total infected,Screening 25%
44,10.0,25.65330000000003,Total infected,Screening 25%
45,11.0,32.76390000000001,Total infected,Screening 25%
46,12.0,39.23629999999997,Total infected,Screening 25%
47,13.0,45.36189999999999,Total infected,Screening 25%
48,14.0,50.095500000000015,Total infected,Screening 25%
49,15.0,53.854299999999995,Total infected,Screening 25%
50,16.0,58.67829999999998,Total infected,Screening 25%
51,17.0,63.944800000000015,Total infected,Screening 25%
52,18.0,69.6132,Total infected,Screening 25%
53,19.0,74.59800000000001,Total infected,Screening 25%
54,20.0,79.00000000000003,Total infected,Screening 25%
55,21.0,82.26640000000003,Total infected,Screening 25%
56,22.0,84.7287,Total infected,Screening 25%
57,23.0,87.55769999999998,Total infected,Screening 25%
58,24.0,90.5026,Total infected,Screening 25%
59,25.0,93.52269999999999,Total infected,Screening 25%
60,26.0,96.387,Total infected,Screening 25%
61,27.0,98.75380000000001,Total infected,Screening 25%
62,28.0,100.74369999999999,Total infected,Screening 25%
63,29.0,102.51259999999999,Total infected,Screening 25%
64,30.0,104.422,Total infected,Screening 25%
65,31.0,106.72369999999998,Total infected,Screening 25%
66,32.0,109.2311,Total infected,Screening 25%
67,33.0,111.75880000000001,Total infected,Screening 25%
68,34.0,114.01499999999999,Total infected,Screening 25%
69,35.0,115.9446,Total infected,Screening 25%
70,1.0,0.0,Total infected,Screening 50%
71,2.0,0.5276000000000067,Total infected,Screening 50%
72,3.0,1.869400000000013,Total infected,Screening 50%
73,4.0,3.7536999999999807,Total infected,Screening 50%
74,5.0,5.999899999999968,Total infected,Screening 50%
75,6.0,8.934799999999967,Total infected,Screening 50%
76,7.0,11.75380000000007,Total infected,Screening 50%
77,8.0,14.115600000000029,Total infected,Screening 50%
78,9.0,18.005100000000027,Total infected,Screening 50%
79,10.0,23.05529999999999,Total infected,Screening 50%
80,11.0,29.090300000000013,Total infected,Screening 50%
81,12.0,34.74370000000005,Total infected,Screening 50%
82,13.0,39.4975,Total infected,Screening 50%
83,14.0,43.41210000000004,Total infected,Screening 50%
84,15.0,46.125699999999995,Total infected,Screening 50%
85,16.0,49.230999999999995,Total infected,Screening 50%
86,17.0,53.22120000000001,Total infected,Screening 50%
87,18.0,57.44219999999996,Total infected,Screening 50%
88,19.0,60.67329999999998,Total infected,Screening 50%
89,20.0,63.4924,Total infected,Screening 50%
90,21.0,65.9145,Total infected,Screening 50%
91,22.0,67.51250000000002,Total infected,Screening 50%
92,23.0,69.3467,Total infected,Screening 50%
93,24.0,71.51750000000001,Total infected,Screening 50%
94,25.0,73.69839999999996,Total infected,Screening 50%
95,26.0,75.83930000000001,Total infected,Screening 50%
96,27.0,77.8392,Total infected,Screening 50%
97,28.0,79.4521,Total infected,Screening 50%
98,29.0,80.92970000000003,Total infected,Screening 50%
99,30.0,82.65319999999997,Total infected,Screening 50%
100,31.0,84.83920000000003,Total infected,Screening 50%
101,32.0,87.1659,Total infected,Screening 50%
102,33.0,89.51250000000002,Total infected,Screening 50%
103,34.0,91.67840000000004,Total infected,Screening 50%
104,35.0,93.53769999999997,Total infected,Screening 50%
105,1.0,0.0,Total infected,Screening 100%
106,2.0,0.7236000000000047,Total infected,Screening 100%
107,3.0,2.0050999999999988,Total infected,Screening 100%
108,4.0,4.085499999999968,Total infected,Screening 100%
109,5.0,6.321400000000011,Total infected,Screening 100%
