,trace,day,type
0,0,19,School screening
1,1,5,School screening
2,2,12,School screening
3,3,5,School screening
4,4,12,School screening
5,5,5,School screening
6,6,12,School screening
7,7,0,-
8,8,5,School screening
9,9,12,School screening
10,10,12,School screening
11,11,12,School screening
12,12,5,School screening
13,13,19,School screening
14,14,0,-
15,15,12,School screening
16,16,5,School screening
17,17,12,School screening
18,18,12,School screening
19,19,12,School screening
20,20,19,School screening
21,21,5,School screening
22,22,19,School screening
23,23,0,-
24,24,12,School screening
25,25,12,School screening
26,26,12,School screening
27,27,5,School screening
28,28,5,School screening
29,29,0,-
30,30,5,School screening
31,31,5,School screening
32,32,5,School screening
33,33,12,School screening
34,34,12,School screening
35,35,19,School screening
36,36,0,-
37,37,12,School screening
38,38,12,School screening
39,39,12,School screening
40,40,19,School screening
41,41,12,School screening
42,42,5,School screening
43,43,19,School screening
44,44,19,School screening
45,45,12,School screening
46,46,5,School screening
47,47,0,-
48,48,12,School screening
49,49,12,School screening
50,50,0,-
51,51,5,School screening
52,52,12,School screening
53,53,12,School screening
54,54,12,School screening
55,55,19,School screening
56,56,5,School screening
57,57,19,School screening
58,58,19,School screening
59,59,0,-
60,60,12,School screening
61,61,5,School screening
62,62,5,School screening
63,63,12,School screening
64,64,5,School screening
65,65,5,School screening
66,66,19,School screening
67,67,12,School screening
68,68,0,-
69,69,12,School screening
70,70,5,School screening
71,71,12,School screening
72,72,33,School screening
73,73,0,-
74,74,5,School screening
75,75,19,School screening
76,76,5,School screening
77,77,12,School screening
78,78,5,School screening
79,79,5,School screening
80,80,19,School screening
81,81,5,School screening
82,82,5,School screening
83,83,0,-
84,84,19,School screening
85,85,12,School screening
86,86,0,-
87,87,5,School screening
88,88,5,School screening
89,89,0,-
90,90,5,School screening
91,91,12,School screening
92,92,19,School screening
93,93,5,School screening
94,94,5,School screening
95,95,5,School screening
96,96,5,School screening
97,97,12,School screening
98,98,12,School screening
99,99,0,-
100,100,5,School screening
101,101,19,School screening
102,102,5,School screening
103,103,12,School screening
104,104,12,School screening
105,105,5,School screening
106,106,12,School screening
107,107,5,School screening
108,108,12,School screening
109,109,19,School screening
110,110,12,School screening
111,111,26,School screening
112,112,0,-
113,113,12,School screening
114,114,12,School screening
115,115,5,School screening
116,116,19,School screening
117,117,12,School screening
118,118,5,School screening
119,119,5,School screening
120,120,19,School screening
121,121,5,School screening
122,122,0,-
123,123,5,School screening
124,124,12,School screening
125,125,5,School screening
126,126,12,School screening
127,127,12,School screening
128,128,5,School screening
129,129,0,-
130,130,12,School screening
131,131,5,School screening
132,132,5,School screening
133,133,12,School screening
134,134,19,School screening
135,135,5,School screening
136,136,12,School screening
137,137,0,-
138,138,12,School screening
139,139,5,School screening
140,140,5,School screening
141,141,5,School screening
142,142,12,School screening
143,143,5,School screening
144,144,5,School screening
145,145,33,School screening
146,146,0,-
147,147,12,School screening
148,148,0,-
149,149,5,School screening
150,150,26,School screening
151,151,5,School screening
152,152,12,School screening
153,153,19,School screening
154,154,0,-
155,155,12,School screening
156,156,12,School screening
157,157,12,School screening
158,158,5,School screening
159,159,19,School screening
160,160,0,-
161,161,5,School screening
162,162,5,School screening
163,163,5,School screening
164,164,12,School screening
165,165,5,School screening
166,166,5,School screening
167,167,33,School screening
168,168,12,School screening
169,169,12,School screening
170,170,19,School screening
171,171,5,School screening
172,172,5,School screening
173,173,0,-
174,174,12,School screening
175,175,0,-
176,176,19,School screening
177,177,12,School screening
178,178,5,School screening
179,179,5,School screening
180,180,5,School screening
181,181,0,-
182,182,0,-
183,183,12,School screening
184,184,0,-
185,185,5,School screening
186,186,5,School screening
187,187,5,School screening
188,188,12,School screening
189,189,5,School screening
190,190,12,School screening
191,191,5,School screening
192,192,0,-
193,193,5,School screening
194,194,5,School screening
195,195,0,-
196,196,5,School screening
197,197,19,School screening
198,198,5,School screening
199,199,5,School screening
200,200,0,-
201,201,12,School screening
202,202,5,School screening
203,203,0,-
204,204,5,School screening
205,205,12,School screening
206,206,5,School screening
207,207,19,School screening
