day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456880	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123456880	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
2	123456880	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
3	123456880	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
4	123456880	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
5	123456880	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	4	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
6	123456880	215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0
7	123456880	215	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	1
8	123456880	215	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	139	7	0	1	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	1
9	123456880	214	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	139	7	0	1	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	[]	0	1
10	123456880	212	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	139	9	0	1	0	0	73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	[]	0	2
11	123456880	209	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	139	10	0	1	0	0	73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	[]	0	2
12	123456880	207	5	3	0	0	0	1	0	0	0	0	0	0	0	0	0	139	11	0	1	0	0	73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	[]	0	2
13	123456880	207	4	4	0	0	0	1	0	0	0	0	0	0	0	0	0	158	11	0	1	0	0	73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	[]	0	2
14	123456880	207	3	4	1	0	0	1	0	0	0	0	0	0	0	0	0	158	11	0	1	0	0	73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	[]	0	2
15	123456880	197	0	0	0	10	3	5	1	0	0	0	0	0	0	0	0	217	12	0	3	0	0	70	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	[2B]	1	2
16	123456880	197	0	0	0	10	3	5	1	0	0	0	0	0	0	0	0	217	12	0	3	0	0	70	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	[2B]	1	3
17	123456880	197	0	0	0	10	2	4	3	0	0	0	0	0	0	0	0	217	12	0	3	0	0	70	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	[2B]	1	2
18	123456880	197	0	0	0	10	2	4	3	0	0	0	0	0	0	0	0	217	13	0	3	0	0	70	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	3	[2B]	1	2
19	123456880	197	0	0	0	10	2	4	3	0	0	0	0	0	0	0	0	217	15	0	3	0	0	70	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	3	[2B]	1	2
20	123456880	196	1	0	0	10	1	4	4	0	0	0	0	0	0	0	0	217	15	0	3	0	0	70	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	4	[2B]	1	2
21	123456880	195	2	0	0	10	1	4	4	0	0	0	0	0	0	0	0	217	15	0	3	0	0	70	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	5	[2B]	1	2
22	123456880	195	2	0	1	10	1	3	4	0	0	0	0	0	0	0	0	272	16	0	3	0	0	70	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	5	[2B]	1	1
23	123456880	195	1	1	1	10	1	3	4	0	0	0	0	0	0	0	0	272	17	0	3	0	0	70	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	5	[2B]	1	2
24	123456880	193	3	1	1	10	1	2	5	0	0	0	0	0	0	0	0	272	18	0	3	0	0	70	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	5	[2B]	1	2
25	123456880	193	2	2	1	10	1	2	5	0	0	0	0	0	0	0	0	272	18	0	3	0	0	70	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	5	[2B]	1	3
26	123456880	187	8	2	1	10	0	3	5	0	0	0	0	0	0	0	0	272	18	0	3	0	0	70	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	6	[2B]	1	3
27	123456880	187	5	5	1	10	0	3	5	0	0	0	0	0	0	0	0	272	20	0	3	0	0	70	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	6	[2B]	1	3
28	123456880	187	4	6	1	10	0	3	5	0	0	0	0	0	0	0	0	272	21	0	3	0	0	70	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	6	[2B]	1	3
29	123456880	176	10	4	8	12	0	4	2	0	0	0	0	0	0	0	0	351	21	0	7	0	0	70	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	6	[2A]	1	2
30	123456880	173	11	6	8	12	0	4	2	0	0	0	0	0	0	0	0	351	21	0	7	0	0	70	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	7	[2A]	1	2
31	123456880	170	12	6	10	12	0	4	2	0	0	0	0	0	0	0	0	351	21	0	7	0	0	70	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	7	[2A]	1	3
32	123456880	164	16	8	10	12	0	3	3	0	0	0	0	0	0	0	0	351	22	0	7	0	0	69	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	7	[2A]	1	4
33	123456880	152	26	9	11	12	0	3	3	0	0	0	0	0	0	0	0	351	23	0	7	0	0	69	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	8	[2A]	1	5
34	123456880	151	21	11	15	12	0	2	4	0	0	0	0	0	0	0	0	351	24	0	7	0	0	69	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	9	[2A]	1	5
35	123456880	137	15	12	16	26	0	5	4	0	0	0	0	0	0	1	0	370	24	1	10	0	1	67	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	9	[2A 3A]	2	7
36	123456880	116	13	6	9	39	4	16	12	0	0	0	0	0	0	1	0	439	25	1	16	0	1	65	0	0	1	6	0	1	1	0	0	0	0	0	0	0	0	9	[2A 3A 3B 3D]	4	8
37	123456880	108	18	9	9	39	3	14	15	0	0	0	0	0	0	1	0	439	26	1	16	0	1	65	0	0	1	6	0	1	1	0	0	0	0	0	0	0	0	9	[2A 3A 3B 3D]	4	8
38	123456880	90	18	8	10	49	8	13	18	0	0	0	0	0	0	2	0	458	26	2	17	0	2	63	0	0	1	8	0	1	1	0	0	0	0	0	0	0	0	9	[2A 3A 3B 3D 2D]	5	8
39	123456880	80	24	12	10	49	6	13	20	0	0	0	0	0	0	2	0	458	26	2	17	0	2	63	0	0	1	8	0	1	1	0	0	0	0	0	0	0	0	10	[2A 3A 3B 3D 2D]	5	9
40	123456880	72	30	12	12	49	6	10	23	0	0	0	0	0	0	2	0	458	26	2	17	0	2	62	1	0	1	8	0	1	1	0	0	0	0	0	0	0	0	10	[2A 3A 3B 3D 2D]	5	9
41	123456880	72	22	17	15	49	3	11	25	0	0	0	0	0	0	2	0	458	26	2	17	0	2	62	0	1	1	8	0	1	1	0	0	0	0	0	0	0	0	10	[2A 3A 3B 3D 2D]	5	9
42	123456880	71	11	12	14	50	6	17	32	0	0	0	0	0	0	3	0	477	27	3	26	0	3	60	0	1	1	10	0	1	1	0	0	0	0	0	0	0	0	10	[2A 3A 3B 3D 2D 1C]	6	10
43	123456880	64	8	3	15	50	12	23	38	0	0	0	0	0	0	1	2	531	27	3	32	0	3	58	0	1	1	12	0	1	1	0	0	0	0	0	0	0	0	10	[3A 3B 3D 2D 1C 1A 1B]	7	9
44	123456880	57	11	7	15	50	8	24	41	0	0	0	0	0	0	1	2	531	27	3	32	0	3	58	0	1	1	12	0	1	1	0	0	0	0	0	0	0	0	10	[3A 3B 3D 2D 1C 1A 1B]	7	8
45	123456880	47	16	11	16	50	6	22	45	0	0	0	0	0	0	1	2	531	27	3	32	0	3	58	0	1	1	12	0	1	1	0	0	0	0	0	0	0	0	10	[3A 3B 3D 2D 1C 1A 1B]	7	8
46	123456880	40	16	17	17	50	6	15	52	0	0	0	0	0	0	1	2	531	27	3	32	0	3	56	2	0	2	12	0	1	1	0	0	0	0	0	0	0	0	10	[3A 3B 3D 2D 1C 1A 1B]	7	8
47	123456880	36	18	15	21	50	4	15	54	0	0	0	0	0	0	1	2	531	27	3	32	0	3	56	2	0	2	12	0	1	1	0	0	0	0	0	0	0	0	10	[3A 3B 3D 2D 1C 1A 1B]	7	8
48	123456880	36	14	18	22	50	3	15	55	0	0	0	0	0	0	1	2	531	27	3	32	0	3	56	2	0	2	12	0	1	1	0	0	0	0	0	0	0	0	10	[3A 3B 3D 2D 1C 1A 1B]	7	8
49	123456880	49	11	22	26	36	2	10	58	0	0	0	0	0	0	1	1	531	27	3	32	0	3	58	2	0	2	10	0	1	1	0	0	0	0	0	0	0	0	11	[3B 3D 2D 1C 1A 1B]	6	8
50	123456880	55	7	4	42	25	8	25	48	0	0	0	0	0	0	1	1	590	27	3	45	0	3	57	0	1	4	11	0	1	0	0	0	0	0	0	0	0	0	11	[2D 1C 1A 1B 1D 2C]	6	7
51	123456880	48	12	6	42	25	5	26	50	0	0	0	0	0	0	1	1	590	28	3	45	0	3	57	0	1	4	11	0	0	1	0	0	0	0	0	0	0	0	11	[2D 1C 1A 1B 1D 2C]	6	8
52	123456880	57	10	9	50	15	3	21	50	0	0	0	0	0	0	1	0	590	29	3	45	0	3	59	0	0	5	9	0	0	1	0	0	0	0	0	0	0	0	11	[1C 1A 1B 1D 2C]	5	7
53	123456880	53	11	10	52	15	3	18	53	0	0	0	0	0	0	1	0	590	31	3	45	0	3	59	0	0	5	9	0	0	1	0	0	0	0	0	0	0	0	11	[1C 1A 1B 1D 2C]	5	7
54	123456880	51	9	13	53	15	1	18	55	0	0	0	0	0	0	0	1	590	31	3	45	0	3	59	0	0	5	9	0	0	1	0	0	0	0	0	0	0	0	11	[1C 1A 1B 1D 2C]	5	6
55	123456880	50	3	6	49	16	4	24	62	0	0	0	0	0	0	1	1	609	31	4	52	0	4	57	0	0	5	11	0	0	1	0	0	0	0	0	0	0	0	11	[1C 1A 1B 1D 2C 3C]	6	6
56	123456880	51	0	8	67	15	3	21	50	0	0	0	0	0	0	1	0	609	32	4	52	0	4	59	0	0	5	9	0	0	1	0	0	0	0	0	0	0	0	11	[1A 1B 1D 2C 3C]	5	5
57	123456880	62	0	0	82	4	3	22	42	0	0	0	0	0	0	1	0	654	32	4	54	0	4	61	0	0	5	7	0	0	1	0	0	0	0	0	0	0	0	11	[1D 2C 3C 2B]	4	4
58	123456880	62	0	0	82	4	1	24	42	0	0	0	0	0	0	0	1	654	33	4	54	0	4	61	0	0	5	7	0	0	1	0	0	0	0	0	0	0	0	11	[1D 2C 3C 2B]	4	4
59	123456880	62	0	0	82	4	1	19	47	0	0	0	0	0	0	0	1	654	33	4	54	0	4	61	0	0	5	7	0	0	1	0	0	0	0	0	0	0	0	11	[1D 2C 3C 2B]	4	4
60	123456880	62	0	0	82	4	0	20	47	0	0	0	0	0	0	0	1	654	34	4	54	0	4	61	0	0	5	7	0	0	1	0	0	0	0	0	0	0	0	11	[1D 2C 3C 2B]	4	4
