day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457671	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457671	238	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
2	123457671	238	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
3	123457671	238	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
4	123457671	235	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
5	123457671	234	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	1
6	123457671	234	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	1
7	123457671	234	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	1
8	123457671	233	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	1
9	123457671	231	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	1
10	123457671	230	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	1
11	123457671	230	4	5	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	1
12	123457671	226	7	6	1	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	[]	0	1
13	123457671	226	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	[]	0	2
14	123457671	226	2	10	2	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	[]	0	2
15	123457671	221	7	8	4	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	[]	0	2
16	123457671	221	7	7	5	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	[]	0	2
17	123457671	219	8	8	5	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	[]	0	2
18	123457671	215	8	12	5	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	[]	0	2
19	123457671	178	1	1	0	36	4	14	6	0	0	0	0	0	0	0	0	72	0	0	3	0	0	[2B 2D 3B]	3	4
20	123457671	178	1	0	1	36	4	12	8	0	0	0	0	0	0	0	0	72	0	0	3	0	0	[2B 2D 3B]	3	3
21	123457671	178	1	0	1	36	2	11	11	0	0	0	0	0	0	0	0	72	0	0	3	0	0	[2B 2D 3B]	3	3
22	123457671	177	1	1	1	36	1	12	11	0	0	0	0	0	0	0	0	72	0	0	3	0	0	[2B 2D 3B]	3	4
23	123457671	177	1	1	1	36	1	10	13	0	0	0	0	0	0	0	0	72	0	0	3	0	0	[2B 2D 3B]	3	4
24	123457671	176	1	1	2	36	1	7	16	0	0	0	0	0	0	0	0	72	0	0	3	0	0	[2B 2D 3B]	3	4
25	123457671	175	2	1	2	36	1	6	17	0	0	0	0	0	0	0	0	72	0	0	3	0	0	[2B 2D 3B]	3	3
26	123457671	174	2	2	2	36	1	4	19	0	0	0	0	0	0	0	0	90	0	0	3	0	0	[2B 2D 3B]	3	3
27	123457671	174	2	0	4	36	1	3	20	0	0	0	0	0	0	0	0	90	0	0	3	0	0	[2B 2D 3B]	3	1
28	123457671	174	1	1	4	36	1	3	20	0	0	0	0	0	0	0	0	90	0	0	3	0	0	[2B 2D 3B]	3	2
29	123457671	174	1	1	4	36	0	4	20	0	0	0	0	0	0	0	0	90	0	0	3	0	0	[2B 2D 3B]	3	3
30	123457671	173	2	1	4	36	0	2	22	0	0	0	0	0	0	0	0	90	0	0	3	0	0	[2B 2D 3B]	3	3
31	123457671	173	2	0	5	36	0	2	22	0	0	0	0	0	0	0	0	90	0	0	3	0	0	[2B 2D 3B]	3	2
32	123457671	172	2	1	5	36	0	2	22	0	0	0	0	0	0	0	0	90	0	0	3	0	0	[2B 2D 3B]	3	3
33	123457671	208	2	1	29	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	3	0	0	[]	0	1
34	123457671	208	1	2	29	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	3	0	0	[]	0	1
35	123457671	208	0	2	30	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	3	0	0	[]	0	1
