,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.04040000000000532,Total infected,0%
2,3.0,0.20199999999999818,Total infected,0%
3,4.0,0.4241999999999848,Total infected,0%
4,5.0,1.0100999999999942,Total infected,0%
5,6.0,1.7778000000000134,Total infected,0%
6,7.0,2.5454000000000008,Total infected,0%
7,8.0,3.151500000000027,Total infected,0%
8,9.0,4.505099999999999,Total infected,0%
9,10.0,6.171699999999987,Total infected,0%
10,11.0,8.78789999999998,Total infected,0%
11,12.0,11.808099999999996,Total infected,0%
12,13.0,15.353499999999997,Total infected,0%
13,14.0,18.1515,Total infected,0%
14,15.0,20.23229999999998,Total infected,0%
15,16.0,23.706999999999994,Total infected,0%
16,17.0,28.121199999999988,Total infected,0%
17,18.0,33.57579999999999,Total infected,0%
18,19.0,39.89899999999997,Total infected,0%
19,20.0,47.65659999999997,Total infected,0%
20,21.0,52.808100000000024,Total infected,0%
21,22.0,56.5556,Total infected,0%
22,23.0,62.596000000000004,Total infected,0%
23,24.0,69.76760000000004,Total infected,0%
24,25.0,77.76769999999999,Total infected,0%
25,26.0,86.08079999999998,Total infected,0%
26,27.0,95.28280000000001,Total infected,0%
27,28.0,101.6061,Total infected,0%
28,29.0,106.63640000000001,Total infected,0%
29,30.0,113.42430000000002,Total infected,0%
30,31.0,121.53529999999999,Total infected,0%
31,32.0,129.29299999999998,Total infected,0%
32,33.0,137.28279999999998,Total infected,0%
33,34.0,145.303,Total infected,0%
34,35.0,151.1919,Total infected,0%
35,36.0,155.5051,Total infected,0%
36,37.0,160.5355,Total infected,0%
37,38.0,165.7474,Total infected,0%
38,39.0,170.5557,Total infected,0%
39,40.0,175.41410000000002,Total infected,0%
40,41.0,179.9596,Total infected,0%
41,42.0,183.0505,Total infected,0%
42,43.0,185.5352,Total infected,0%
43,44.0,188.48489999999998,Total infected,0%
44,45.0,191.3738,Total infected,0%
45,46.0,194.32319999999999,Total infected,0%
46,47.0,196.68689999999998,Total infected,0%
47,48.0,199.394,Total infected,0%
48,49.0,201.2323,Total infected,0%
49,50.0,202.3737,Total infected,0%
50,51.0,203.9999,Total infected,0%
51,52.0,205.7272,Total infected,0%
52,53.0,207.2929,Total infected,0%
53,54.0,208.7172,Total infected,0%
54,55.0,210.2627,Total infected,0%
55,56.0,211.1414,Total infected,0%
56,57.0,211.8991,Total infected,0%
57,58.0,212.9293,Total infected,0%
58,59.0,213.9192,Total infected,0%
59,60.0,214.8283,Total infected,0%
60,1.0,0.0,Total infected,10%
61,2.0,0.050499999999999545,Total infected,10%
62,3.0,0.22219999999998663,Total infected,10%
63,4.0,0.49490000000000123,Total infected,10%
64,5.0,0.9394000000000062,Total infected,10%
65,6.0,1.7272999999999854,Total infected,10%
66,7.0,2.444500000000005,Total infected,10%
67,8.0,2.8384000000000356,Total infected,10%
68,9.0,3.777799999999985,Total infected,10%
69,10.0,5.222199999999987,Total infected,10%
70,11.0,7.010100000000023,Total infected,10%
71,12.0,9.575799999999987,Total infected,10%
72,13.0,12.656600000000026,Total infected,10%
73,14.0,14.929299999999984,Total infected,10%
74,15.0,16.8587,Total infected,10%
75,16.0,19.939400000000006,Total infected,10%
76,17.0,24.090899999999976,Total infected,10%
77,18.0,29.131400000000014,Total infected,10%
78,19.0,34.72730000000004,Total infected,10%
79,20.0,40.737300000000005,Total infected,10%
80,21.0,45.40389999999999,Total infected,10%
81,22.0,48.71719999999999,Total infected,10%
82,23.0,53.323199999999986,Total infected,10%
83,24.0,58.96970000000002,Total infected,10%
84,25.0,65.22220000000002,Total infected,10%
85,26.0,72.03029999999998,Total infected,10%
86,27.0,78.5858,Total infected,10%
87,28.0,83.04050000000001,Total infected,10%
88,29.0,86.23239999999998,Total infected,10%
89,30.0,91.1314,Total infected,10%
90,31.0,96.9091,Total infected,10%
91,32.0,102.5859,Total infected,10%
92,33.0,109.18179999999998,Total infected,10%
93,34.0,114.9797,Total infected,10%
94,35.0,119.26270000000001,Total infected,10%
95,36.0,122.5555,Total infected,10%
96,37.0,126.6464,Total infected,10%
97,38.0,131.0505,Total infected,10%
98,39.0,135.9697,Total infected,10%
99,40.0,140.596,Total infected,10%
100,41.0,145.22230000000002,Total infected,10%
101,42.0,148.4445,Total infected,10%
102,43.0,150.9595,Total infected,10%
103,44.0,153.8889,Total infected,10%
104,45.0,157.0607,Total infected,10%
105,46.0,160.3031,Total infected,10%
106,47.0,163.17180000000002,Total infected,10%
107,48.0,166.0102,Total infected,10%
108,49.0,168.27280000000002,Total infected,10%
109,50.0,169.7677,Total infected,10%
110,51.0,171.5454,Total infected,10%
111,52.0,173.52530000000002,Total infected,10%
112,53.0,175.4545,Total infected,10%
113,54.0,177.6464,Total infected,10%
114,55.0,179.5859,Total infected,10%
115,56.0,181.0101,Total infected,10%
116,57.0,181.81810000000002,Total infected,10%
117,58.0,183.1212,Total infected,10%
118,59.0,184.4343,Total infected,10%
119,60.0,185.7273,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.050499999999999545,Total infected,40%
122,3.0,0.1414000000000044,Total infected,40%
123,4.0,0.3130999999999915,Total infected,40%
124,5.0,0.5859000000000094,Total infected,40%
125,6.0,0.9899000000000058,Total infected,40%
126,7.0,1.3130999999999915,Total infected,40%
127,8.0,1.555499999999995,Total infected,40%
128,9.0,2.0405000000000086,Total infected,40%
129,10.0,2.5859000000000094,Total infected,40%
130,11.0,3.3434000000000026,Total infected,40%
131,12.0,4.4343000000000075,Total infected,40%
132,13.0,5.808099999999996,Total infected,40%
133,14.0,6.6363999999999805,Total infected,40%
134,15.0,7.293000000000006,Total infected,40%
135,16.0,8.494999999999976,Total infected,40%
136,17.0,9.989900000000006,Total infected,40%
137,18.0,11.616199999999992,Total infected,40%
138,19.0,13.565699999999993,Total infected,40%
139,20.0,15.495000000000005,Total infected,40%
140,21.0,17.121300000000005,Total infected,40%
141,22.0,18.161599999999993,Total infected,40%
142,23.0,20.030299999999997,Total infected,40%
143,24.0,22.34349999999999,Total infected,40%
144,25.0,24.898899999999998,Total infected,40%
145,26.0,27.697000000000003,Total infected,40%
146,27.0,30.434299999999993,Total infected,40%
147,28.0,32.49489999999999,Total infected,40%
148,29.0,34.23230000000001,Total infected,40%
149,30.0,36.3939,Total infected,40%
150,31.0,38.57570000000001,Total infected,40%
151,32.0,41.33330000000001,Total infected,40%
152,33.0,44.040400000000005,Total infected,40%
153,34.0,46.8181,Total infected,40%
154,35.0,48.929199999999994,Total infected,40%
155,36.0,50.26259999999999,Total infected,40%
156,37.0,52.06049999999999,Total infected,40%
157,38.0,54.3536,Total infected,40%
158,39.0,56.8788,Total infected,40%
159,40.0,59.21210000000001,Total infected,40%
160,41.0,61.96969999999999,Total infected,40%
161,42.0,64.1212,Total infected,40%
162,43.0,65.81830000000001,Total infected,40%
163,44.0,67.88889999999999,Total infected,40%
164,45.0,70.404,Total infected,40%
165,46.0,72.8283,Total infected,40%
166,47.0,75.4545,Total infected,40%
167,48.0,78.2222,Total infected,40%
168,49.0,79.94940000000001,Total infected,40%
169,50.0,81.3536,Total infected,40%
170,51.0,82.8383,Total infected,40%
171,52.0,84.78790000000001,Total infected,40%
172,53.0,86.7273,Total infected,40%
173,54.0,88.7576,Total infected,40%
174,55.0,90.6565,Total infected,40%
175,56.0,92.0101,Total infected,40%
176,57.0,93.1818,Total infected,40%
177,58.0,94.505,Total infected,40%
