,day,agents,type,type_of_screening_pretty
0,1.0,0.0,Infected,Without screening
1,2.0,0.7067,Infected,Without screening
2,3.0,1.9229,Infected,Without screening
3,4.0,3.6627,Infected,Without screening
4,5.0,5.976,Infected,Without screening
5,6.0,8.6967,Infected,Without screening
6,7.0,10.5536,Infected,Without screening
7,8.0,11.8118,Infected,Without screening
8,9.0,14.6917,Infected,Without screening
9,10.0,18.6386,Infected,Without screening
10,11.0,22.9029,Infected,Without screening
11,12.0,27.4525,Infected,Without screening
12,13.0,31.6036,Infected,Without screening
13,14.0,32.4585,Infected,Without screening
14,15.0,31.4675,Infected,Without screening
15,16.0,33.009,Infected,Without screening
16,17.0,34.7377,Infected,Without screening
17,18.0,36.5976,Infected,Without screening
18,19.0,38.033,Infected,Without screening
19,20.0,39.015,Infected,Without screening
20,21.0,37.3634,Infected,Without screening
21,22.0,34.4805,Infected,Without screening
22,23.0,32.4755,Infected,Without screening
23,24.0,31.2863,Infected,Without screening
24,25.0,29.7708,Infected,Without screening
25,26.0,28.6607,Infected,Without screening
26,27.0,27.3153,Infected,Without screening
27,28.0,25.001,Infected,Without screening
28,29.0,22.0781,Infected,Without screening
29,30.0,20.4645,Infected,Without screening
30,31.0,19.1201,Infected,Without screening
31,32.0,18.0631,Infected,Without screening
32,33.0,17.031,Infected,Without screening
33,34.0,16.3143,Infected,Without screening
34,35.0,15.0991,Infected,Without screening
35,1.0,0.0,Infected in quarantine,Without screening
36,2.0,0.006,Infected in quarantine,Without screening
37,3.0,0.026000000000000002,Infected in quarantine,Without screening
38,4.0,0.0841,Infected in quarantine,Without screening
39,5.0,0.2383,Infected in quarantine,Without screening
40,6.0,0.5105,Infected in quarantine,Without screening
41,7.0,0.8239,Infected in quarantine,Without screening
42,8.0,1.1562,Infected in quarantine,Without screening
43,9.0,1.6166,Infected in quarantine,Without screening
44,10.0,2.2442,Infected in quarantine,Without screening
45,11.0,3.3072999999999997,Infected in quarantine,Without screening
46,12.0,4.8199,Infected in quarantine,Without screening
47,13.0,6.7908,Infected in quarantine,Without screening
48,14.0,8.5906,Infected in quarantine,Without screening
49,15.0,10.009,Infected in quarantine,Without screening
50,16.0,11.3464,Infected in quarantine,Without screening
51,17.0,12.8718,Infected in quarantine,Without screening
52,18.0,14.426400000000001,Infected in quarantine,Without screening
53,19.0,16.2213,Infected in quarantine,Without screening
54,20.0,17.6597,Infected in quarantine,Without screening
55,21.0,18.9319,Infected in quarantine,Without screening
56,22.0,19.5906,Infected in quarantine,Without screening
57,23.0,20.1371,Infected in quarantine,Without screening
58,24.0,20.1432,Infected in quarantine,Without screening
59,25.0,20.2983,Infected in quarantine,Without screening
60,26.0,19.7377,Infected in quarantine,Without screening
61,27.0,19.038,Infected in quarantine,Without screening
62,28.0,18.4935,Infected in quarantine,Without screening
63,29.0,17.7898,Infected in quarantine,Without screening
64,30.0,16.6517,Infected in quarantine,Without screening
65,31.0,15.4905,Infected in quarantine,Without screening
66,32.0,14.0891,Infected in quarantine,Without screening
67,33.0,12.758799999999999,Infected in quarantine,Without screening
68,34.0,11.6577,Infected in quarantine,Without screening
69,35.0,10.5555,Infected in quarantine,Without screening
70,1.0,0.0,Infected,Screening 25%
71,2.0,0.6683,Infected,Screening 25%
72,3.0,1.8643,Infected,Screening 25%
73,4.0,2.2412,Infected,Screening 25%
74,5.0,4.206,Infected,Screening 25%
75,6.0,6.6583,Infected,Screening 25%
76,7.0,8.2513,Infected,Screening 25%
77,8.0,9.4271,Infected,Screening 25%
78,9.0,12.0101,Infected,Screening 25%
79,10.0,15.191,Infected,Screening 25%
80,11.0,6.4673,Infected,Screening 25%
81,12.0,8.9196,Infected,Screening 25%
82,13.0,11.2563,Infected,Screening 25%
83,14.0,12.5176,Infected,Screening 25%
84,15.0,12.5528,Infected,Screening 25%
85,16.0,14.0603,Infected,Screening 25%
86,17.0,15.8794,Infected,Screening 25%
87,18.0,4.206,Infected,Screening 25%
88,19.0,5.196,Infected,Screening 25%
89,20.0,6.3467,Infected,Screening 25%
90,21.0,6.8894,Infected,Screening 25%
91,22.0,6.8593,Infected,Screening 25%
92,23.0,7.4573,Infected,Screening 25%
93,24.0,8.1005,Infected,Screening 25%
94,25.0,2.1005,Infected,Screening 25%
95,26.0,3.005,Infected,Screening 25%
96,27.0,3.7286,Infected,Screening 25%
97,28.0,4.3668,Infected,Screening 25%
98,29.0,4.8241,Infected,Screening 25%
99,30.0,5.6231,Infected,Screening 25%
100,31.0,6.7035,Infected,Screening 25%
101,32.0,2.8794,Infected,Screening 25%
102,33.0,3.8693,Infected,Screening 25%
103,34.0,4.8392,Infected,Screening 25%
104,35.0,5.4372,Infected,Screening 25%
105,1.0,0.0,Infected in quarantine,Screening 25%
106,2.0,0.005,Infected in quarantine,Screening 25%
107,3.0,0.0151,Infected in quarantine,Screening 25%
108,4.0,1.4221,Infected in quarantine,Screening 25%
109,5.0,1.5577999999999999,Infected in quarantine,Screening 25%
110,6.0,1.7336999999999998,Infected in quarantine,Screening 25%
111,7.0,1.9748999999999999,Infected in quarantine,Screening 25%
112,8.0,2.2563,Infected in quarantine,Screening 25%
113,9.0,2.5427,Infected in quarantine,Screening 25%
114,10.0,3.0754,Infected in quarantine,Screening 25%
115,11.0,16.3267,Infected in quarantine,Screening 25%
116,12.0,17.246199999999998,Infected in quarantine,Screening 25%
117,13.0,17.6583,Infected in quarantine,Screening 25%
118,14.0,17.206,Infected in quarantine,Screening 25%
119,15.0,16.9447,Infected in quarantine,Screening 25%
120,16.0,16.387,Infected in quarantine,Screening 25%
121,17.0,15.7587,Infected in quarantine,Screening 25%
122,18.0,28.522599999999997,Infected in quarantine,Screening 25%
123,19.0,28.095499999999998,Infected in quarantine,Screening 25%
124,20.0,26.964799999999997,Infected in quarantine,Screening 25%
125,21.0,25.0,Infected in quarantine,Screening 25%
126,22.0,23.3317,Infected in quarantine,Screening 25%
127,23.0,21.598,Infected in quarantine,Screening 25%
128,24.0,19.7538,Infected in quarantine,Screening 25%
129,25.0,21.0855,Infected in quarantine,Screening 25%
130,26.0,19.783900000000003,Infected in quarantine,Screening 25%
131,27.0,18.206,Infected in quarantine,Screening 25%
132,28.0,16.5377,Infected in quarantine,Screening 25%
133,29.0,15.2161,Infected in quarantine,Screening 25%
134,30.0,13.537700000000001,Infected in quarantine,Screening 25%
135,31.0,12.1909,Infected in quarantine,Screening 25%
136,32.0,12.1256,Infected in quarantine,Screening 25%
137,33.0,11.5377,Infected in quarantine,Screening 25%
138,34.0,10.6583,Infected in quarantine,Screening 25%
139,35.0,9.879399999999999,Infected in quarantine,Screening 25%
140,1.0,0.0,Infected,Screening 50%
141,2.0,0.5226,Infected,Screening 50%
142,3.0,1.7638,Infected,Screening 50%
143,4.0,1.2312,Infected,Screening 50%
144,5.0,2.794,Infected,Screening 50%
145,6.0,4.9397,Infected,Screening 50%
146,7.0,6.7437,Infected,Screening 50%
147,8.0,7.9095,Infected,Screening 50%
148,9.0,10.196,Infected,Screening 50%
149,10.0,13.1156,Infected,Screening 50%
150,11.0,2.2864,Infected,Screening 50%
151,12.0,3.9799,Infected,Screening 50%
152,13.0,5.5628,Infected,Screening 50%
153,14.0,6.6281,Infected,Screening 50%
154,15.0,6.995,Infected,Screening 50%
155,16.0,7.9648,Infected,Screening 50%
156,17.0,9.6784,Infected,Screening 50%
157,18.0,1.0854,Infected,Screening 50%
158,19.0,1.7789,Infected,Screening 50%
159,20.0,2.5025,Infected,Screening 50%
160,21.0,2.9045,Infected,Screening 50%
161,22.0,3.1658,Infected,Screening 50%
162,23.0,3.794,Infected,Screening 50%
163,24.0,4.5879,Infected,Screening 50%
164,25.0,0.598,Infected,Screening 50%
165,26.0,1.2412,Infected,Screening 50%
166,27.0,2.1206,Infected,Screening 50%
167,28.0,2.7538,Infected,Screening 50%
168,29.0,3.2915,Infected,Screening 50%
169,30.0,4.0302,Infected,Screening 50%
