,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.005168965517241265,Total infected,0%
2,3.0,0.016156896551724104,Total infected,0%
3,4.0,0.03665275862068946,Total infected,0%
4,5.0,0.06909000000000011,Total infected,0%
5,6.0,0.11563827586206897,Total infected,0%
6,7.0,0.152595172413793,Total infected,0%
7,8.0,0.18287620689655182,Total infected,0%
8,9.0,0.21914862068965507,Total infected,0%
9,10.0,0.26071482758620695,Total infected,0%
10,11.0,0.3061293103448274,Total infected,0%
11,12.0,0.3545713793103449,Total infected,0%
12,13.0,0.4018517241379311,Total infected,0%
13,14.0,0.43537379310344826,Total infected,0%
14,15.0,0.46132275862068967,Total infected,0%
15,16.0,0.4820813793103449,Total infected,0%
16,17.0,0.4987431034482759,Total infected,0%
17,18.0,0.5132124137931033,Total infected,0%
18,19.0,0.5250289655172413,Total infected,0%
19,20.0,0.5345589655172414,Total infected,0%
20,21.0,0.5419593103448276,Total infected,0%
21,22.0,0.5476331034482758,Total infected,0%
22,23.0,0.5535896551724139,Total infected,0%
23,24.0,0.5605693103448275,Total infected,0%
24,25.0,0.5692772413793104,Total infected,0%
25,26.0,0.5793448275862069,Total infected,0%
26,27.0,0.591998275862069,Total infected,0%
27,28.0,0.6019903448275862,Total infected,0%
28,29.0,0.6104558620689655,Total infected,0%
29,30.0,0.6214844827586206,Total infected,0%
30,31.0,0.6335155172413792,Total infected,0%
31,32.0,0.6468524137931034,Total infected,0%
32,33.0,0.6617441379310345,Total infected,0%
33,34.0,0.6770375862068965,Total infected,0%
34,35.0,0.6894206896551723,Total infected,0%
35,36.0,0.6994613793103448,Total infected,0%
36,37.0,0.7091562068965518,Total infected,0%
37,38.0,0.7188927586206897,Total infected,0%
38,39.0,0.7284913793103449,Total infected,0%
39,40.0,0.738428275862069,Total infected,0%
40,41.0,0.7476541379310345,Total infected,0%
41,42.0,0.7549720689655173,Total infected,0%
42,43.0,0.7606937931034483,Total infected,0%
43,44.0,0.7665265517241379,Total infected,0%
44,45.0,0.7723375862068965,Total infected,0%
45,46.0,0.7779213793103448,Total infected,0%
46,47.0,0.783981724137931,Total infected,0%
47,48.0,0.7894896551724138,Total infected,0%
48,49.0,0.7945544827586206,Total infected,0%
49,50.0,0.7984589655172414,Total infected,0%
50,51.0,0.8025913793103449,Total infected,0%
51,52.0,0.8069034482758621,Total infected,0%
52,53.0,0.811768275862069,Total infected,0%
53,54.0,0.8170751724137931,Total infected,0%
54,55.0,0.8222231034482759,Total infected,0%
55,56.0,0.8260796551724139,Total infected,0%
56,57.0,0.8293555172413793,Total infected,0%
57,58.0,0.8329834482758621,Total infected,0%
